preco_venda,tipo_imovel,cidade,bairro,area_m2,quartos,banheiros,vagas,tem_suite,tem_piscina,tem_varanda,tem_gourmet,tem_lazer,tem_mobiliado,tem_porteira_fechada,tem_elevador,tem_cobertura,tem_garden,tem_sol_manha,tem_frente_mar,area_suspeita,preco_suspeito,idade_anuncio_dias,preco_m2,preco_m2_suspeito
500000,Apartamento,Guarapari,Centro,95,2,2,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,,,False
650000,Apartamento,Guarapari,Centro,85,2,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
280000,Apartamento,Guarapari,Praia do Morro,60,2,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
650000,Apartamento,Guarapari,Centro,90,3,2,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,,False
740000,Apartamento,Guarapari,São Judas Tadeu,84,2,1,2,True,False,True,True,False,False,False,False,False,False,False,True,False,False,,,False
860000,Apartamento,Guarapari,Praia do Morro,110,3,2,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False
470000,Apartamento,Guarapari,Praia do Morro,70,2,2,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,,,False
748000,Apartamento,Guarapari,Praia do Morro,74,2,2,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,,False
872694,Apartamento,Guarapari,Praia do Morro,93,3,2,2,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False
760000,Apartamento,Guarapari,Praia do Morro,59,2,2,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False
750000,Apartamento,Guarapari,Praia do Morro,118,2,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
1100000,Apartamento,Guarapari,Praia do Morro,110,3,1,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,,,False
1100000,Apartamento,Guarapari,Praia do Morro,98,3,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
1000000,Apartamento,Guarapari,Praia do Morro,110,3,2,0,True,True,True,True,True,True,False,True,False,False,False,False,False,False,,,False
1600000,Apartamento,Guarapari,Centro,194,3,4,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
560000,Apartamento,Guarapari,Praia do Morro,72,2,2,1,True,True,True,True,True,True,False,True,False,False,False,True,False,False,,,False
840000,Apartamento,Guarapari,Praia do Morro,104,2,2,3,True,True,True,True,False,True,False,True,False,False,False,False,False,False,,,False
800000,Apartamento,Guarapari,Enseada Azul,100,3,3,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
830000,Apartamento,Guarapari,Centro,130,3,3,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
620000,Apartamento,Guarapari,Praia do Morro,75,3,2,1,True,True,True,True,True,True,False,True,False,False,False,False,False,False,,,False
780000,Apartamento,Guarapari,Enseada Azul,90,2,2,3,True,True,True,True,True,False,False,False,False,False,False,False,False,False,,,False
480000,Apartamento,Guarapari,Santa Mônica,200,3,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
350000,Apartamento,Guarapari,Praia do Morro,75,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
712950,Apartamento,Guarapari,Enseada Azul,75,2,2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,False
440000,Apartamento,Guarapari,Praia do Morro,70,2,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
500000,Apartamento,Guarapari,Centro,100,3,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
490000,Apartamento,Guarapari,Praia do Morro,68,2,2,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False
762800,Apartamento,Guarapari,Nova Guarapari,66,2,2,1,False,True,True,True,False,False,False,True,False,True,False,False,False,False,,,False
520000,Apartamento,Guarapari,Praia do Morro,70,2,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
600000,Apartamento,Guarapari,Centro,85,2,2,1,True,False,True,False,False,True,False,True,False,False,False,False,False,False,,,False
870000,Apartamento,Guarapari,Praia do Morro,125,3,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
830000,Apartamento,Guarapari,Praia do Morro,75,2,1,1,True,True,False,True,True,False,False,True,False,False,False,True,False,False,,,False
530000,Apartamento,Guarapari,Praia do Morro,78,2,2,1,True,False,True,False,False,True,False,True,False,False,False,False,False,False,,,False
750000,Apartamento,Guarapari,Centro,110,3,2,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
700000,Apartamento,Guarapari,Centro,95,3,3,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False
680000,Apartamento,Guarapari,Praia do Morro,140,3,3,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,,,False
450000,Apartamento,Guarapari,Praia do Morro,73,2,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
690000,Apartamento,Guarapari,Praia do Morro,111,2,3,0,True,False,True,False,True,False,False,True,False,False,False,False,False,False,,,False
840000,Casa,Guarapari,Village da Praia,170,5,2,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,,False
850000,Apartamento,Guarapari,Praia do Morro,110,3,2,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,,,False
800000,Apartamento,Guarapari,Praia do Morro,70,2,2,0,False,False,True,False,False,False,False,True,False,False,False,True,False,False,,,False
450000,Apartamento,Guarapari,Centro,87,3,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
1360000,Apartamento,Guarapari,Centro,98,3,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
950000,Apartamento,Guarapari,Centro,82,2,2,0,True,True,True,True,True,False,False,True,False,False,False,False,False,False,,,False
700000,Apartamento,Guarapari,Muquiçaba,78,2,2,1,True,True,True,True,True,True,False,False,False,False,False,True,False,False,,,False
500000,Apartamento,Guarapari,Praia do Morro,68,2,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
1100000,Apartamento,Guarapari,Centro,129,3,3,2,True,True,False,True,False,False,False,True,False,False,False,False,False,False,,,False
954900,Apartamento,Guarapari,Praia do Morro,110,3,2,2,True,True,True,True,True,True,False,True,False,False,False,False,False,False,,,False
1600000,Apartamento,Guarapari,Praia do Morro,105,3,2,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False
900000,Apartamento,Guarapari,Praia do Morro,90,3,1,1,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False
520000,Apartamento,Guarapari,Portal,105,3,3,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
695000,Apartamento,Guarapari,Praia do Morro,65,2,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
650000,Apartamento,Guarapari,Muquiçaba,78,2,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
550000,Apartamento,Guarapari,Centro,97,2,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
750000,Apartamento,Guarapari,Centro,106,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
650000,Apartamento,Guarapari,Enseada Azul,110,2,2,1,True,True,True,True,True,False,False,False,False,False,False,False,False,False,,,False
700000,Apartamento,Guarapari,Enseada Azul,160,2,3,2,True,True,True,False,False,True,False,True,False,False,False,False,False,False,,,False
950000,Apartamento,Guarapari,Centro,127,3,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
1150000,Apartamento,Guarapari,Muquiçaba,159,3,2,2,False,False,True,True,False,False,False,True,False,False,False,False,False,False,,,False
790000,Casa,Guarapari,Kubitschek,341,4,2,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
650000,Apartamento,Guarapari,Centro,80,2,3,1,False,False,True,True,False,True,False,False,False,False,False,False,False,False,,,False
700000,Apartamento,Guarapari,Centro,70,2,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
935000,Apartamento,Guarapari,Praia do Morro,94,3,2,2,True,False,True,True,True,False,False,True,False,False,False,False,False,False,,,False
430000,Apartamento,Guarapari,Centro,60,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
950000,Apartamento,Guarapari,Praia do Morro,104,4,3,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
1590000,Apartamento,Guarapari,Praia do Morro,113,4,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False
800000,Apartamento,Guarapari,Centro,62,2,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False
1250000,Casa,Guarapari,Jardim Boa Vista,230,3,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
1200000,Apartamento,Guarapari,Praia do Morro,175,3,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
850000,Apartamento,Guarapari,Praia do Morro,80,2,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
600000,Apartamento,Guarapari,Praia do Morro,68,2,2,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,,,False
899000,Apartamento,Guarapari,Muquiçaba,98,3,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
700000,Apartamento,Guarapari,Praia do Morro,86,2,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
780000,Apartamento,Guarapari,Centro,77,2,3,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,,,False
730000,Apartamento,Guarapari,Praia do Morro,72,2,2,1,True,True,True,True,True,True,False,True,False,False,False,True,False,False,,,False
750000,Casa,Guarapari,São Judas Tadeu,235,4,1,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
390000,Apartamento,Guarapari,Praia do Morro,50,1,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False
1300000,Apartamento,Guarapari,Centro,100,2,2,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False
500000,Apartamento,Guarapari,Praia do Morro,70,1,1,1,False,True,False,True,False,False,False,True,False,False,False,True,False,False,,,False
750000,Apartamento,Guarapari,Praia do Morro,88,2,2,2,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,,False
480000,Apartamento,Guarapari,Praia do Morro,70,2,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
850000,Apartamento,Guarapari,Enseada Azul,70,2,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
790000,Apartamento,Guarapari,Praia do Morro,66,2,3,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
650000,Apartamento,Guarapari,Centro,94,2,3,1,True,False,True,False,False,True,False,False,False,False,False,True,False,False,,,False
760000,Casa,Guarapari,Meaípe,174,3,3,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
750000,Apartamento,Guarapari,Praia do Morro,89,3,2,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,,False
500000,Cobertura,Guarapari,Praia do Morro,110,2,2,1,True,False,True,False,False,True,False,False,True,False,False,False,False,False,,,False
650000,Apartamento,Guarapari,Centro,65,2,2,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False
650000,Apartamento,Guarapari,Praia do Morro,65,2,2,1,True,True,False,False,True,False,False,True,False,False,False,False,False,False,,,False
820000,Apartamento,Guarapari,Muquiçaba,100,3,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
1390000,Apartamento,Guarapari,Praia do Morro,118,3,2,2,True,True,True,False,True,True,False,False,False,False,False,False,False,False,,,False
950000,Casa,Guarapari,Praia do Morro,200,3,3,6,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,,False
460000,Apartamento,Guarapari,Praia do Morro,70,2,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
850000,Casa,Guarapari,Ipiranga,292,3,4,4,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,,False
700000,Apartamento,Guarapari,Centro,100,3,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
700000,Apartamento,Guarapari,Centro,135,3,2,0,False,False,True,True,False,True,False,True,False,False,False,False,False,False,,,False
695000,Apartamento,Guarapari,Praia do Morro,65,2,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
900000,Apartamento,Guarapari,Praia do Morro,85,2,2,0,True,True,True,True,True,True,False,True,False,False,False,False,False,False,,,False
1600000,Apartamento,Guarapari,Praia do Morro,106,3,2,0,True,True,False,False,False,False,False,True,False,True,False,True,False,False,,,False
650000,Apartamento,Guarapari,Centro,95,3,3,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False
590000,Apartamento,Guarapari,Praia do Morro,135,3,3,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,,,False
840000,Apartamento,Guarapari,Enseada Azul,90,2,2,0,True,True,True,True,True,False,False,False,False,False,False,False,False,False,,,False
700000,Apartamento,Guarapari,Centro,147,3,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
650000,Apartamento,Guarapari,Praia do Morro,68,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
795000,Apartamento,Guarapari,Praia do Morro,116,4,3,1,False,False,True,False,True,True,False,True,False,False,False,True,False,False,,,False
850000,Apartamento,Guarapari,São Judas Tadeu,80,2,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
1089600,Apartamento,Guarapari,Praia do Morro,106,3,2,2,True,True,True,True,True,False,False,True,False,False,False,False,False,False,,,False
250000,Térrea,Guarapari,Meaípe,170,5,4,4,True,False,True,False,False,True,False,False,False,False,False,False,False,False,,,False
450000,Apartamento,Guarapari,Praia do Morro,68,2,1,1,True,False,True,False,False,True,False,False,False,False,False,False,False,False,,,False
650000,Apartamento,Guarapari,Centro,100,2,3,1,True,False,True,False,False,False,False,True,False,False,False,False,False,False,,,False
590000,Apartamento,Guarapari,Centro,100,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
890584,Apartamento,Guarapari,Muquiçaba,66,2,2,1,True,True,True,True,False,False,False,True,False,False,False,False,False,False,,,False
250000,Apartamento,Guarapari,Portal,50,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
640000,Apartamento,Guarapari,Enseada Azul,70,2,1,1,False,True,True,True,True,False,False,True,False,True,False,False,False,False,,,False
680000,Apartamento,Guarapari,Centro,72,2,2,1,True,True,True,False,True,False,False,True,False,False,False,False,False,False,,,False
650000,Apartamento,Guarapari,Centro,95,3,2,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,,False
525000,Apartamento,Guarapari,Centro,101,2,2,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,,False
750000,Casa,Guarapari,Meaípe,90,2,3,3,True,False,True,False,False,True,False,False,False,False,False,False,False,False,,,False
1120000,Apartamento,Guarapari,Praia do Morro,106,3,3,2,True,True,True,True,True,False,False,True,False,False,False,False,False,False,,,False
860000,Apartamento,Guarapari,Praia do Morro,69,2,2,1,True,True,True,False,True,True,False,True,False,False,False,False,False,False,,,False
495000,Apartamento,Guarapari,Praia do Morro,65,2,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False
1100000,Apartamento,Guarapari,Praia do Morro,100,3,3,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False
798000,Apartamento,Guarapari,Praia do Morro,90,3,2,2,True,False,False,True,True,False,False,True,False,False,False,True,False,False,,,False
800000,Apartamento,Guarapari,Centro,86,3,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
1080000,Apartamento,Guarapari,Praia do Morro,125,3,2,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False
570000,Apartamento,Guarapari,Praia do Morro,76,2,2,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,,,False
650000,Apartamento,Guarapari,Muquiçaba,67,2,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,,,False
700000,Apartamento,Guarapari,Muquiçaba,100,3,2,0,True,False,True,True,True,False,False,True,False,False,False,False,False,False,,,False
900000,Apartamento,Guarapari,Centro,78,2,2,0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False
680000,Apartamento,Guarapari,Centro,88,2,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
430000,Apartamento,Guarapari,Praia do Morro,63,2,1,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
750000,Apartamento,Guarapari,Praia do Morro,68,2,2,1,True,True,True,False,True,False,False,False,False,False,False,False,False,False,,,False
1450000,Apartamento,Guarapari,Praia do Morro,110,3,2,0,True,True,True,True,True,True,False,True,False,False,False,False,False,False,,,False
950000,Apartamento,Guarapari,Muquiçaba,93,3,2,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False
980000,Apartamento,Guarapari,Ipiranga,90,3,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
750000,Apartamento,Guarapari,Centro,66,2,2,1,True,True,False,True,True,False,False,True,False,False,False,False,False,False,,,False
850000,Apartamento,Guarapari,Centro,76,2,2,1,True,True,True,True,True,False,False,True,False,False,False,False,False,False,,,False
699000,Apartamento,Guarapari,Centro,68,2,1,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,,False
1000000,Apartamento,Guarapari,Centro,67,3,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
750000,Apartamento,Guarapari,Praia do Morro,80,2,1,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False
878000,Apartamento,Guarapari,Praia do Morro,66,2,2,1,True,True,False,False,False,False,False,False,False,False,False,True,False,False,,,False
650000,Apartamento,Guarapari,Muquiçaba,72,2,2,1,True,False,True,True,True,True,False,True,False,False,False,False,False,False,,,False
430000,Apartamento,Guarapari,Enseada Azul,90,3,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
860000,Apartamento,Guarapari,Praia do Morro,74,2,2,1,True,True,True,True,False,False,False,True,False,False,False,False,False,False,,,False
550000,Apartamento,Guarapari,Praia do Morro,82,2,3,1,True,False,True,False,False,True,False,True,False,False,False,False,False,False,,,False
715000,Apartamento,Guarapari,Praia do Morro,80,2,2,2,True,False,False,False,False,False,False,True,False,False,False,True,False,False,,,False
375000,Apartamento,Guarapari,Pontal de Santa Mônica,68,1,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
1100000,Apartamento,Guarapari,Centro,135,3,3,3,True,True,True,True,True,False,False,True,False,False,False,False,False,False,,,False
750000,Apartamento,Guarapari,Praia do Morro,110,3,3,2,True,False,True,True,True,False,False,True,False,False,False,False,False,False,,,False
1000000,Apartamento,Guarapari,Nova Guarapari,105,3,3,2,True,True,True,True,True,False,False,False,False,False,False,True,False,False,,,False
490000,Apartamento,Guarapari,Praia do Morro,80,2,2,1,True,False,True,False,True,False,False,True,False,False,False,False,False,False,,,False
480000,Apartamento,Guarapari,Praia do Morro,85,2,2,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,,,False
650000,Apartamento,Guarapari,Praia do Morro,85,3,3,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False
800000,Apartamento,Guarapari,Praia do Morro,80,3,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
550000,Apartamento,Guarapari,Centro,97,2,3,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False
680000,Apartamento,Guarapari,Praia do Morro,120,3,2,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,,,False
1200000,Apartamento,Guarapari,Centro,100,2,3,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,,,False
750000,Apartamento,Guarapari,Praia do Morro,84,3,1,0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,,,False
280000,Apartamento,Guarapari,Kubitschek,60,2,1,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,,,False
850000,Apartamento,Guarapari,Centro,113,3,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
500000,Apartamento,Guarapari,Praia do Morro,140,4,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
650000,Apartamento,Guarapari,Praia do Morro,70,2,2,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,,,False
880000,Apartamento,Guarapari,Muquiçaba,70,2,2,0,True,False,True,True,True,False,False,True,False,False,False,False,False,False,,,False
450000,Apartamento,Guarapari,Praia do Morro,72,2,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
750000,Casa,Guarapari,Setiba,120,3,3,3,True,False,True,False,False,True,False,False,False,False,False,False,False,False,,,False
750000,Apartamento,Guarapari,Praia do Morro,70,2,2,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False
1300000,Apartamento,Guarapari,Centro,120,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
650000,Apartamento,Guarapari,Praia do Morro,69,2,2,1,True,True,True,False,True,False,False,True,False,False,False,False,False,False,,,False
800000,Casa,Guarapari,São Judas Tadeu,300,4,3,3,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,,False
380000,Apartamento,Guarapari,Ipiranga,115,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
400000,Apartamento,Guarapari,Praia do Morro,67,2,2,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False
700000,Apartamento,Guarapari,Centro,78,2,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
530000,Apartamento,Guarapari,Centro,70,2,1,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False
1304100,Apartamento,Guarapari,Praia do Morro,200,3,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
2993900,Apartamento,Guarapari,Enseada Azul,163,4,3,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
1410000,Apartamento,Guarapari,Jardim Boa Vista,200,4,3,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
1350000,Apartamento,Guarapari,Praia do Morro,126,3,2,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False
950000,Apartamento,Guarapari,Muquiçaba,130,2,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
550000,Apartamento,Guarapari,Centro,78,2,3,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False
1507840,Apartamento,Guarapari,Praia do Morro,185,4,4,3,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False
600000,Apartamento,Guarapari,Praia do Morro,69,2,2,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,,False
650000,Apartamento,Guarapari,Muquiçaba,83,2,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
781394,Apartamento,Guarapari,Praia do Morro,78,2,2,2,True,True,True,True,False,False,False,True,False,False,False,False,False,False,,,False
510000,Apartamento,Guarapari,Centro,90,2,2,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
730000,Apartamento,Guarapari,Centro,75,2,2,2,True,False,True,False,True,False,False,False,False,True,False,True,False,False,,,False
690000,Apartamento,Guarapari,Centro,110,2,3,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,,,False
550000,Apartamento,Guarapari,Praia do Morro,85,2,2,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False
750000,Apartamento,Guarapari,Centro,70,2,2,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,,,False
750000,Apartamento,Guarapari,Centro,78,2,2,0,True,False,False,False,True,True,False,True,False,False,False,False,False,False,,,False
400000,Apartamento,Guarapari,Ipiranga,70,2,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
1600000,Apartamento,Guarapari,Praia do Morro,140,4,2,0,True,False,True,True,False,True,False,True,False,False,False,True,False,False,,,False
680000,Apartamento,Guarapari,Enseada Azul,80,2,1,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False
700000,Apartamento,Guarapari,Enseada Azul,91,2,2,0,True,True,True,True,True,True,False,True,False,False,False,False,False,False,,,False
650000,Casa,Guarapari,Nova Guarapari,180,4,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False
700000,Apartamento,Guarapari,Praia do Morro,100,3,1,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
570000,Apartamento,Guarapari,Praia do Morro,70,2,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False
450000,Apartamento,Guarapari,Ipiranga,88,3,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
1400000,Apartamento,Guarapari,Praia do Morro,107,3,2,2,True,True,True,True,False,True,False,True,False,True,False,False,False,False,,,False
950000,Apartamento,Guarapari,Centro,120,3,3,1,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,,False
630000,Apartamento,Guarapari,Muquiçaba,75,2,2,1,True,False,True,True,False,False,False,True,False,False,False,False,False,False,,,False
485000,Apartamento,Guarapari,Enseada Azul,60,2,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
2000000,Apartamento,Guarapari,Centro,180,4,5,2,True,True,True,True,False,False,False,True,False,False,False,False,False,False,,,False
880000,Apartamento,Guarapari,Centro,110,3,3,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False
1800000,Apartamento,Guarapari,Centro,130,3,2,2,True,True,False,True,True,False,False,True,False,False,False,False,False,False,,,False
420000,Apartamento,Guarapari,Praia do Morro,66,2,2,1,False,False,False,False,False,True,False,True,False,False,False,False,False,False,,,False
750000,Cobertura,Guarapari,Praia do Morro,180,4,3,2,False,False,False,False,False,False,False,True,True,False,False,False,False,False,,,False
630000,Apartamento,Guarapari,Centro,90,2,1,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False
1300000,Apartamento,Guarapari,Centro,180,4,4,2,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,,False
850000,Apartamento,Guarapari,Centro,71,2,2,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
1150000,Apartamento,Guarapari,Praia do Morro,88,3,2,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
520000,Apartamento,Guarapari,Praia do Morro,95,2,2,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,,,False
525000,Apartamento,Guarapari,Praia do Morro,95,3,3,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
680000,Apartamento,Guarapari,Centro,65,2,1,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,,,False
1350000,Apartamento,Guarapari,Praia do Morro,100,3,2,2,True,True,False,True,False,False,False,True,False,False,False,True,False,False,,,False
600000,Casa,Guarapari,Ipiranga,96,2,2,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
600000,Casa,Guarapari,Comunidade Urbana de Rio Grande,140,2,2,0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,,,False
1800000,Apartamento,Guarapari,Centro,135,3,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
470000,Apartamento,Guarapari,Praia do Morro,80,2,2,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,,,False
400000,Apartamento,Guarapari,Itapebussu,84,3,2,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
629000,Casa,Guarapari,Santa Mônica,110,3,2,0,True,True,True,True,True,False,False,False,False,True,False,False,False,False,,,False
890000,Apartamento,Guarapari,Muquiçaba,90,3,2,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
790000,Apartamento,Guarapari,Praia do Morro,69,2,2,0,True,True,True,True,True,False,False,False,False,True,False,False,False,False,,,False
1390000,Casa,Guarapari,Nova Guarapari,250,3,3,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,,False
