preco_venda,tipo_imovel,subtipo_imovel,cidade,bairro,area_m2,quartos,banheiros,vagas,anunciante_profissional,qtd_imagens,tem_suite,tem_piscina,tem_varanda,tem_gourmet,tem_lazer,tem_mobiliado,tem_porteira_fechada,tem_elevador,tem_cobertura,tem_garden,tem_sol_manha,tem_frente_mar,area_suspeita,preco_suspeito,idade_anuncio_dias,preco_m2,preco_m2_suspeito
390000,apartamento,apartamento_padrao,Cariacica,Morada de Santa Fé,45,2,1,1,True,11,False,True,False,False,True,False,False,True,False,False,False,False,False,False,119,8666.67,False
392000,apartamento,apartamento_padrao,Cariacica,Morada de Santa Fé,52,3,1,1,True,3,False,True,False,False,True,False,False,True,False,False,False,False,False,False,118,7538.46,False
409900,apartamento,apartamento_padrao,Cariacica,Morada de Santa Fé,52,3,1,1,True,10,False,True,False,False,False,False,False,True,False,False,False,False,False,False,59,7882.69,False
415900,apartamento,apartamento_padrao,Cariacica,Morada de Santa Fé,52,3,1,1,True,10,False,True,False,False,False,False,False,True,False,False,False,False,False,False,118,7998.08,False
495000,apartamento,apartamento_padrao,Cariacica,Morada de Santa Fé,147,3,2,2,True,20,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1181,3367.35,False
510000,apartamento,apartamento_padrao,Cariacica,Morada de Santa Fé,178,3,2,2,True,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,748,2865.17,False
700000,apartamento,apartamento_padrao,Cariacica,Morada de Santa Fé,152,3,2,1,True,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,104,4605.26,False
155000,apartamento,apartamento_padrao,Cariacica,Nova Brasília,32,1,1,,False,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,32,4843.75,False
254269,apartamento,apartamento_padrao,Cariacica,Nova Valverde,41,2,1,1,True,10,False,True,False,False,True,False,False,True,False,False,False,False,False,False,233,6201.68,False
275665,apartamento,apartamento_padrao,Cariacica,Nova Valverde,40,2,1,1,True,12,False,True,False,False,False,False,False,False,False,False,False,False,False,False,187,6891.62,False
325165,apartamento,apartamento_padrao,Cariacica,Nova Valverde,54,2,1,1,True,12,False,True,False,False,False,False,False,True,False,False,False,False,False,False,181,6021.57,False
330296,apartamento,apartamento_padrao,Cariacica,Nova Valverde,54,2,1,1,True,12,False,True,False,False,False,False,False,True,False,False,False,False,False,False,187,6116.59,False
160000,apartamento,apartamento_padrao,Cariacica,Operário,40,2,1,,False,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,46,4000.0,False
95000,apartamento,apartamento_padrao,Cariacica,Padre Gabriel,48,2,1,2,False,7,False,False,False,False,True,False,False,False,False,False,False,False,False,False,41,1979.17,False
110000,apartamento,apartamento_padrao,Cariacica,Padre Gabriel,48,2,1,2,False,14,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,2291.67,False
190000,apartamento,apartamento_padrao,Cariacica,Parque Gramado,60,2,2,0,False,9,False,False,True,False,False,False,False,False,False,False,False,False,False,False,21,3166.67,False
