preco_venda,tipo_imovel,cidade,bairro,area_m2,quartos,banheiros,vagas,qtd_imagens,idade_anuncio_dias,tem_suite,tem_piscina,tem_varanda,tem_lazer,tem_mobiliado,tem_elevador
800000,casa,Vila Velha,Balneário Ponta da Fruta,90,2,2,2,14,165,False,False,False,False,False,False
800000,casa,Vila Velha,Balneário Ponta da Fruta,450,5,4,5,20,324,False,False,False,False,False,False
850000,casa,Vila Velha,Balneário Ponta da Fruta,130,3,2,5,8,241,False,False,False,False,False,False
890000,casa,Vila Velha,Balneário Ponta da Fruta,720,5,5,5,13,242,False,False,False,False,False,False
943400,casa,Vila Velha,Balneário Ponta da Fruta,130,3,2,2,20,171,False,False,False,False,False,False
950000,casa,Vila Velha,Balneário Ponta da Fruta,146,3,3,3,5,311,False,False,False,False,False,False
1000000,casa,Vila Velha,Balneário Ponta da Fruta,350,5,5,3,20,131,False,True,False,False,False,False
1050000,casa,Vila Velha,Balneário Ponta da Fruta,720,5,5,5,12,268,False,True,False,False,False,False
1079000,casa,Vila Velha,Balneário Ponta da Fruta,145,3,3,4,20,25,False,True,False,False,False,False
1080000,casa,Vila Velha,Balneário Ponta da Fruta,144,3,2,4,20,93,False,False,True,False,False,False
1085000,casa,Vila Velha,Balneário Ponta da Fruta,350,5,4,2,11,89,False,False,False,False,False,False
1085000,casa,Vila Velha,Balneário Ponta da Fruta,350,5,4,5,10,89,False,True,True,False,False,False
1160000,casa,Vila Velha,Balneário Ponta da Fruta,135,3,3,4,11,397,False,False,False,False,False,False
1160000,casa,Vila Velha,Balneário Ponta da Fruta,135,3,3,2,20,402,False,False,True,False,False,False
1220000,casa,Vila Velha,Balneário Ponta da Fruta,135,3,3,4,20,171,False,False,False,False,False,False
1250000,casa,Vila Velha,Balneário Ponta da Fruta,150,3,3,3,15,49,False,False,False,False,False,False
1250000,casa,Vila Velha,Balneário Ponta da Fruta,135,3,3,0,20,292,False,False,False,False,False,False
1270000,casa,Vila Velha,Balneário Ponta da Fruta,135,3,3,2,20,31,False,False,False,False,False,False
1270000,casa,Vila Velha,Balneário Ponta da Fruta,135,3,3,4,20,207,False,False,False,False,False,False
1270000,casa,Vila Velha,Balneário Ponta da Fruta,135,3,3,2,20,241,False,False,False,False,False,False
1282000,casa,Vila Velha,Balneário Ponta da Fruta,720,4,4,4,15,4,False,True,True,False,False,False
1290000,casa,Vila Velha,Balneário Ponta da Fruta,156,3,4,2,18,66,False,False,True,False,False,False
1300000,casa,Vila Velha,Balneário Ponta da Fruta,172,4,4,5,20,241,False,False,False,False,False,False
1300000,casa,Vila Velha,Balneário Ponta da Fruta,172,4,3,3,20,252,False,False,False,False,False,False
1350000,casa,Vila Velha,Balneário Ponta da Fruta,230,3,3,2,1,415,False,False,False,False,False,False
1390000,casa,Vila Velha,Balneário Ponta da Fruta,196,3,4,2,20,46,False,True,True,False,False,False
1400000,casa,Vila Velha,Balneário Ponta da Fruta,240,4,2,3,20,430,False,False,True,False,False,False
1450000,casa,Vila Velha,Balneário Ponta da Fruta,210,3,3,4,20,75,True,True,False,False,False,False
1499999,casa,Vila Velha,Balneário Ponta da Fruta,330,4,5,4,20,18,True,True,True,True,True,False
1500000,casa,Vila Velha,Balneário Ponta da Fruta,228,4,5,4,20,101,False,True,False,False,False,False
1500000,casa,Vila Velha,Balneário Ponta da Fruta,228,4,5,4,20,129,False,True,False,False,False,False
1500000,casa,Vila Velha,Balneário Ponta da Fruta,189,3,4,3,17,213,False,False,True,False,False,False
1550000,casa,Vila Velha,Balneário Ponta da Fruta,157,3,1,2,20,2,False,False,True,False,False,False
1550000,casa,Vila Velha,Balneário Ponta da Fruta,157,3,1,2,20,10,False,False,True,False,False,False
1550000,casa,Vila Velha,Balneário Ponta da Fruta,360,4,5,,20,39,False,False,False,False,False,False
1550000,casa,Vila Velha,Balneário Ponta da Fruta,157,3,4,2,20,95,True,True,False,False,False,False
1550000,casa,Vila Velha,Balneário Ponta da Fruta,184,3,4,0,20,140,True,False,False,False,False,False
1580000,casa,Vila Velha,Balneário Ponta da Fruta,280,4,3,2,11,18,False,True,True,False,True,False
1600000,casa,Vila Velha,Balneário Ponta da Fruta,145,3,3,3,18,144,False,True,True,False,True,False
1649000,casa,Vila Velha,Balneário Ponta da Fruta,360,4,5,3,6,362,False,True,False,False,False,False
1650000,casa,Vila Velha,Balneário Ponta da Fruta,280,4,2,4,20,130,True,True,False,False,False,False
1650000,casa,Vila Velha,Balneário Ponta da Fruta,221,4,2,2,20,372,False,False,False,False,False,False
1690000,casa,Vila Velha,Balneário Ponta da Fruta,175,3,3,4,11,61,True,True,False,False,False,False
1690000,casa,Vila Velha,Balneário Ponta da Fruta,170,3,2,3,14,249,False,False,False,False,False,False
1700000,casa,Vila Velha,Balneário Ponta da Fruta,240,3,4,3,19,116,False,True,False,False,False,False
1700000,casa,Vila Velha,Balneário Ponta da Fruta,350,3,3,2,20,212,False,True,False,False,False,False
1750000,casa,Vila Velha,Balneário Ponta da Fruta,221,4,4,2,20,236,False,False,False,False,False,False
1750000,casa,Vila Velha,Balneário Ponta da Fruta,189,3,4,4,18,241,False,True,True,False,True,False
1785000,casa,Vila Velha,Balneário Ponta da Fruta,280,4,4,4,20,241,False,True,True,False,False,False
1790000,casa,Vila Velha,Balneário Ponta da Fruta,230,3,3,2,14,243,False,True,False,False,False,False
1800000,casa,Vila Velha,Balneário Ponta da Fruta,230,3,3,2,16,51,False,False,False,False,False,False
1800000,casa,Vila Velha,Balneário Ponta da Fruta,360,4,4,,13,100,False,True,False,True,False,False
1800000,casa,Vila Velha,Balneário Ponta da Fruta,168,3,5,2,16,337,False,False,True,False,False,False
1900000,casa,Vila Velha,Balneário Ponta da Fruta,200,3,3,2,19,241,False,False,False,False,False,False
1990000,casa,Vila Velha,Balneário Ponta da Fruta,270,4,4,5,20,241,False,True,True,False,False,False
2000000,casa,Vila Velha,Balneário Ponta da Fruta,150,3,4,2,2,241,False,False,True,False,False,False
2125000,casa,Vila Velha,Balneário Ponta da Fruta,680,5,5,2,20,180,True,True,False,True,False,False
2250000,casa,Vila Velha,Balneário Ponta da Fruta,370,5,5,2,20,200,False,True,False,False,False,False
2700000,casa,Vila Velha,Balneário Ponta da Fruta,560,5,5,4,20,16,False,True,False,False,True,False
2700000,casa,Vila Velha,Balneário Ponta da Fruta,576,5,5,4,20,244,False,True,False,False,False,False
2700000,casa,Vila Velha,Balneário Ponta da Fruta,576,5,3,0,20,246,False,True,False,False,False,False
2700000,casa,Vila Velha,Balneário Ponta da Fruta,576,5,3,4,20,255,False,True,False,False,False,False
4000000,casa,Vila Velha,Balneário Ponta da Fruta,600,4,5,5,20,66,False,True,True,False,False,False
4500000,casa,Vila Velha,Balneário Ponta da Fruta,400,5,5,5,20,66,True,True,True,False,False,False
6500000,casa,Vila Velha,Balneário Ponta da Fruta,350,3,5,5,20,372,False,True,False,False,False,False
200000,casa,Vila Velha,Barra do Jucu,100,1,1,0,1,60,False,False,False,False,False,False
500000,casa,Vila Velha,Barra do Jucu,340,2,1,2,15,45,False,False,False,False,False,False
579000,casa,Vila Velha,Barra do Jucu,127,3,3,4,20,35,False,False,True,False,False,False
850000,casa,Vila Velha,Barra do Jucu,450,5,4,5,20,19,False,True,True,True,False,False
900000,casa,Vila Velha,Barra do Jucu,414,2,1,5,15,12,False,False,True,False,False,False
900000,casa,Vila Velha,Barra do Jucu,414,2,2,,5,74,False,False,False,False,False,False
950000,casa,Vila Velha,Barra do Jucu,328,4,4,1,20,396,False,False,True,False,False,False
995000,casa,Vila Velha,Barra do Jucu,192,3,3,2,10,398,False,False,False,False,False,False
1000000,casa,Vila Velha,Barra do Jucu,198,4,2,3,0,4,False,True,True,False,False,False
1270000,casa,Vila Velha,Barra do Jucu,300,5,1,4,20,13,False,True,True,False,False,False
1470000,casa,Vila Velha,Barra do Jucu,320,4,4,4,20,45,True,True,True,False,False,False
1470000,casa,Vila Velha,Barra do Jucu,300,3,4,4,20,260,False,True,True,False,False,False
1470000,casa,Vila Velha,Barra do Jucu,300,3,4,4,12,415,False,False,False,False,False,False
1550000,casa,Vila Velha,Barra do Jucu,90,2,2,2,20,457,False,True,False,True,False,False
1570000,casa,Vila Velha,Barra do Jucu,300,4,5,4,20,16,False,True,True,False,False,False
1570000,casa,Vila Velha,Barra do Jucu,200,3,4,4,20,268,False,True,False,False,False,False
1600000,casa,Vila Velha,Barra do Jucu,450,3,3,3,14,157,True,False,False,False,False,False
1650000,casa,Vila Velha,Barra do Jucu,550,3,4,2,10,1,False,False,True,False,False,False
1800000,casa,Vila Velha,Barra do Jucu,180,3,3,2,20,26,False,True,False,False,False,False
1800000,casa,Vila Velha,Barra do Jucu,160,3,3,3,13,241,False,True,True,False,False,False
1800000,casa,Vila Velha,Barra do Jucu,250,4,3,1,11,344,True,True,False,False,False,False
2200000,casa,Vila Velha,Barra do Jucu,150,4,3,2,17,452,False,True,False,False,False,False
2700000,casa,Vila Velha,Barra do Jucu,310,5,4,4,19,458,False,True,True,False,False,False
3000000,casa,Vila Velha,Barra do Jucu,900,5,3,5,0,4,False,True,True,False,False,False
3200000,casa,Vila Velha,Barra do Jucu,600,4,3,4,18,131,False,True,False,False,True,False
3200000,casa,Vila Velha,Barra do Jucu,300,4,3,4,19,241,False,True,True,False,False,False
3200000,casa,Vila Velha,Barra do Jucu,360,4,3,4,19,346,False,True,False,False,True,False
100000,casa,Vila Velha,Barramares,85,3,1,1,1,16,False,False,False,False,False,False
107000,casa,Vila Velha,Barramares,52,2,1,2,7,47,False,False,False,False,False,False
200000,casa,Vila Velha,Barramares,80,5,1,,12,30,False,False,False,False,False,False
220000,casa,Vila Velha,Barramares,220,2,1,2,20,25,False,False,False,False,False,False
230000,casa,Vila Velha,Barramares,55,2,1,2,13,20,False,False,False,False,False,False
250000,casa,Vila Velha,Barramares,300,5,4,0,2,41,False,False,False,False,False,False
285000,casa,Vila Velha,Barramares,90,3,3,,16,149,False,False,False,False,True,False
285000,casa,Vila Velha,Barramares,90,3,3,1,16,241,True,False,True,False,False,False
450000,casa,Vila Velha,Barramares,80,2,1,5,20,275,False,True,True,False,False,False
480000,casa,Vila Velha,Barramares,150,3,2,5,13,152,False,False,False,False,False,False
480000,casa,Vila Velha,Barramares,300,4,3,2,20,261,False,False,True,False,False,False
850000,casa,Vila Velha,Barramares,450,5,3,5,20,32,False,True,False,True,False,False
750000,casa,Vila Velha,Boa Vista I,250,5,4,3,18,4,False,False,False,False,False,False
535000,casa,Vila Velha,Boa Vista II,160,2,2,,13,3,False,False,False,False,False,False
120000,casa,Vila Velha,Brisamar,100,2,1,1,3,49,False,False,True,False,False,False
600000,casa,Vila Velha,Brisamar,130,3,1,0,19,38,False,False,False,False,False,False
650000,casa,Vila Velha,Brisamar,110,2,2,1,20,117,False,False,False,False,False,False
650000,casa,Vila Velha,Brisamar,110,2,2,1,20,457,False,False,False,False,False,False
750000,casa,Vila Velha,Brisamar,100,3,1,4,17,275,False,False,True,False,False,False
795000,casa,Vila Velha,Brisamar,250,3,2,4,20,24,False,False,False,False,False,False
1300000,casa,Vila Velha,Brisamar,137,3,4,3,20,187,True,False,False,False,False,False
120000,casa,Vila Velha,Centro de Vila Velha,46,1,1,1,9,39,False,False,True,False,False,False
140000,casa,Vila Velha,Centro de Vila Velha,14,1,1,0,5,49,False,False,False,False,False,False
260000,casa,Vila Velha,Centro de Vila Velha,90,3,2,0,11,45,False,False,True,False,False,False
630000,casa,Vila Velha,Centro de Vila Velha,247,2,2,3,11,2,False,False,True,False,False,False
630000,casa,Vila Velha,Centro de Vila Velha,247,5,5,3,1,3,False,False,True,False,False,False
630000,casa,Vila Velha,Centro de Vila Velha,247,2,2,3,11,10,False,False,True,False,False,False
700000,casa,Vila Velha,Centro de Vila Velha,214,2,1,,8,48,False,False,False,False,False,False
720000,casa,Vila Velha,Centro de Vila Velha,100,2,2,1,20,155,False,False,False,False,False,False
790000,casa,Vila Velha,Centro de Vila Velha,117,3,3,2,4,0,False,False,True,False,False,False
800000,casa,Vila Velha,Centro de Vila Velha,400,5,4,2,20,223,False,False,True,False,False,False
880000,casa,Vila Velha,Centro de Vila Velha,100,2,1,2,9,102,False,False,False,False,False,False
890000,casa,Vila Velha,Centro de Vila Velha,326,5,4,3,20,163,False,False,False,False,False,False
950000,casa,Vila Velha,Centro de Vila Velha,150,3,2,2,17,11,False,False,True,False,False,False
1000000,casa,Vila Velha,Centro de Vila Velha,300,5,4,2,1,196,False,False,False,False,False,False
1080000,casa,Vila Velha,Centro de Vila Velha,240,2,3,2,20,115,False,True,False,False,False,False
1200000,casa,Vila Velha,Centro de Vila Velha,300,5,4,2,20,25,False,False,True,False,False,False
1200000,casa,Vila Velha,Centro de Vila Velha,160,3,2,1,11,159,False,False,False,False,False,False
1270000,casa,Vila Velha,Centro de Vila Velha,160,3,2,0,2,158,False,False,False,False,False,False
1300000,casa,Vila Velha,Centro de Vila Velha,200,3,3,4,15,2,False,False,False,False,False,False
1300000,casa,Vila Velha,Centro de Vila Velha,300,4,2,1,20,2,False,False,True,False,False,False
1300000,casa,Vila Velha,Centro de Vila Velha,160,3,3,1,15,7,True,False,False,False,False,False
1300000,casa,Vila Velha,Centro de Vila Velha,300,4,2,1,20,23,False,False,True,False,False,False
1300000,casa,Vila Velha,Centro de Vila Velha,150,3,3,0,15,33,False,False,False,False,False,False
1300000,casa,Vila Velha,Centro de Vila Velha,155,3,2,0,0,25,False,False,False,False,False,False
1300000,casa,Vila Velha,Centro de Vila Velha,155,5,4,0,1,165,False,False,False,False,False,False
1329000,casa,Vila Velha,Centro de Vila Velha,150,3,2,2,20,30,False,False,False,False,False,False
1330000,casa,Vila Velha,Centro de Vila Velha,150,3,2,1,18,241,False,False,False,False,False,False
1350000,casa,Vila Velha,Centro de Vila Velha,320,3,2,1,14,1,False,False,True,False,True,False
1350000,casa,Vila Velha,Centro de Vila Velha,320,3,2,1,15,16,False,False,False,False,False,False
1420000,casa,Vila Velha,Centro de Vila Velha,200,4,2,4,11,99,False,False,False,False,False,False
1420000,casa,Vila Velha,Centro de Vila Velha,200,4,2,4,11,457,False,False,False,False,False,False
1500000,casa,Vila Velha,Centro de Vila Velha,264,5,2,2,19,2,False,False,True,False,False,False
1500000,casa,Vila Velha,Centro de Vila Velha,350,4,3,2,20,13,True,False,False,False,False,False
1500000,casa,Vila Velha,Centro de Vila Velha,264,5,2,2,18,23,False,False,True,False,False,False
1500000,casa,Vila Velha,Centro de Vila Velha,264,5,4,2,20,114,False,False,False,False,False,False
1500000,casa,Vila Velha,Centro de Vila Velha,200,5,,3,20,230,False,False,False,False,False,False
1600000,casa,Vila Velha,Centro de Vila Velha,300,5,4,,20,16,True,False,True,False,False,False
1600000,casa,Vila Velha,Centro de Vila Velha,270,5,4,4,20,139,False,False,True,False,False,False
1650000,casa,Vila Velha,Centro de Vila Velha,400,4,3,2,18,320,False,False,True,False,False,False
1700000,casa,Vila Velha,Centro de Vila Velha,750,5,5,5,20,247,False,True,False,True,False,False
1800000,casa,Vila Velha,Centro de Vila Velha,440,5,5,1,20,12,False,True,False,False,False,False
1800000,casa,Vila Velha,Centro de Vila Velha,980,4,3,2,12,34,False,False,True,False,False,False
1895000,casa,Vila Velha,Centro de Vila Velha,342,4,5,2,20,36,False,True,False,False,False,False
1900000,casa,Vila Velha,Centro de Vila Velha,600,4,4,2,20,292,False,False,False,False,False,False
1950000,casa,Vila Velha,Centro de Vila Velha,240,3,2,3,20,45,False,False,False,False,False,False
2000000,casa,Vila Velha,Centro de Vila Velha,150,3,2,1,5,33,False,False,False,False,False,False
2100000,casa,Vila Velha,Centro de Vila Velha,470,5,5,5,5,110,False,False,False,False,False,False
2100000,casa,Vila Velha,Centro de Vila Velha,293,4,4,2,20,134,True,False,True,False,False,False
2100000,casa,Vila Velha,Centro de Vila Velha,528,3,3,5,20,241,False,False,False,False,True,False
2200000,casa,Vila Velha,Centro de Vila Velha,262,5,3,2,20,264,False,False,False,False,False,False
2300000,casa,Vila Velha,Centro de Vila Velha,249,5,4,,16,33,False,False,False,False,False,False
2300000,casa,Vila Velha,Centro de Vila Velha,430,5,5,5,6,157,False,True,False,False,False,False
2400000,casa,Vila Velha,Centro de Vila Velha,375,5,5,4,20,99,False,False,False,False,False,False
2499999,casa,Vila Velha,Centro de Vila Velha,500,4,3,0,15,256,False,False,False,False,False,False
2500000,casa,Vila Velha,Centro de Vila Velha,390,5,2,5,18,2,False,False,True,False,False,False
2500000,casa,Vila Velha,Centro de Vila Velha,364,4,2,4,0,4,False,False,True,False,False,False
2500000,casa,Vila Velha,Centro de Vila Velha,369,4,3,4,20,16,False,False,False,False,False,False
2500000,casa,Vila Velha,Centro de Vila Velha,500,4,3,1,5,21,False,False,False,False,False,False
2500000,casa,Vila Velha,Centro de Vila Velha,390,5,2,5,19,23,False,False,True,False,False,False
2500000,casa,Vila Velha,Centro de Vila Velha,600,2,2,4,20,87,False,False,False,False,False,False
2500000,casa,Vila Velha,Centro de Vila Velha,369,4,4,4,20,229,False,False,False,False,False,False
2500000,casa,Vila Velha,Centro de Vila Velha,120,5,4,2,20,291,False,False,False,False,False,False
2500000,casa,Vila Velha,Centro de Vila Velha,400,4,2,5,20,415,False,False,True,False,False,False
2500000,casa,Vila Velha,Centro de Vila Velha,500,4,3,1,5,457,False,False,False,False,False,False
2800000,casa,Vila Velha,Centro de Vila Velha,485,5,2,3,20,4,False,True,True,False,False,False
2900000,casa,Vila Velha,Centro de Vila Velha,294,3,4,2,20,157,False,True,True,False,False,False
2900000,casa,Vila Velha,Centro de Vila Velha,217,3,4,2,20,423,False,True,True,False,False,False
2990000,casa,Vila Velha,Centro de Vila Velha,217,2,3,2,20,52,True,True,False,True,True,False
2999000,casa,Vila Velha,Centro de Vila Velha,200,3,4,2,20,3,False,True,False,False,False,False
3000000,casa,Vila Velha,Centro de Vila Velha,300,5,5,0,10,346,False,False,False,False,False,False
3500000,casa,Vila Velha,Centro de Vila Velha,360,4,3,5,20,5,False,False,True,False,False,False
3500000,casa,Vila Velha,Centro de Vila Velha,480,4,5,2,20,241,False,True,False,False,False,False
3890000,casa,Vila Velha,Centro de Vila Velha,317,5,5,3,20,16,False,False,True,False,False,False
3890000,casa,Vila Velha,Centro de Vila Velha,317,5,5,3,20,244,False,False,False,False,False,False
3890000,casa,Vila Velha,Centro de Vila Velha,317,5,5,3,20,251,False,False,False,False,False,False
4000000,casa,Vila Velha,Centro de Vila Velha,317,5,5,3,20,142,False,False,False,False,False,False
4500000,casa,Vila Velha,Centro de Vila Velha,319,5,4,5,20,18,False,True,False,False,False,False
4500000,casa,Vila Velha,Centro de Vila Velha,600,5,5,5,20,415,False,True,True,False,False,False
4920000,casa,Vila Velha,Centro de Vila Velha,364,5,5,4,20,32,False,True,True,True,False,False
5000000,casa,Vila Velha,Centro de Vila Velha,342,4,5,3,3,32,False,True,True,False,False,False
5772000,casa,Vila Velha,Centro de Vila Velha,317,4,5,3,8,270,False,True,True,True,False,False
6033015,casa,Vila Velha,Centro de Vila Velha,317,4,5,4,12,1,False,True,True,False,False,False
6033016,casa,Vila Velha,Centro de Vila Velha,317,4,5,3,11,242,False,True,True,False,False,False
6110000,casa,Vila Velha,Centro de Vila Velha,331,5,5,3,20,163,True,True,False,True,False,False
6127200,casa,Vila Velha,Centro de Vila Velha,368,5,5,4,20,72,False,True,True,True,False,False
6142000,casa,Vila Velha,Centro de Vila Velha,311,5,5,3,20,16,False,True,True,False,False,False
6477152,casa,Vila Velha,Centro de Vila Velha,331,5,5,2,20,124,True,True,True,False,False,False
6477153,casa,Vila Velha,Centro de Vila Velha,311,5,5,4,19,2,False,True,True,False,False,False
6500000,casa,Vila Velha,Centro de Vila Velha,350,5,4,4,20,238,False,False,True,False,False,False
6500000,casa,Vila Velha,Centro de Vila Velha,311,4,5,2,20,276,False,False,False,True,False,False
6670000,casa,Vila Velha,Centro de Vila Velha,363,5,5,3,20,163,True,True,False,True,False,False
7000000,casa,Vila Velha,Centro de Vila Velha,383,4,5,,6,32,False,True,False,True,False,False
7809273,casa,Vila Velha,Centro de Vila Velha,402,4,4,0,2,164,False,False,False,False,False,False
7809273,casa,Vila Velha,Centro de Vila Velha,401,4,4,2,11,202,True,True,False,True,False,False
7820000,casa,Vila Velha,Centro de Vila Velha,402,4,5,3,20,148,False,True,True,True,False,False
8626390,casa,Vila Velha,Centro de Vila Velha,369,5,4,4,20,336,True,True,False,True,False,False
270000,casa,Vila Velha,Cidade da Barra,192,2,2,2,13,10,False,False,True,False,False,False
350000,casa,Vila Velha,Cidade da Barra,300,3,2,2,20,43,False,False,True,False,False,False
420000,casa,Vila Velha,Cidade da Barra,65,2,1,1,1,5,False,False,True,False,False,False
450000,casa,Vila Velha,Cidade da Barra,400,5,3,2,16,49,False,False,True,False,False,False
550000,casa,Vila Velha,Cidade da Barra,360,2,3,5,10,4,False,False,True,False,False,False
880000,casa,Vila Velha,Cidade da Barra,160,3,2,4,18,5,False,True,True,False,False,False
880000,casa,Vila Velha,Cidade da Barra,360,3,2,3,19,93,False,True,False,False,False,False
50000,casa,Vila Velha,Cobi de Cima,20,1,1,0,6,32,False,False,False,False,False,False
650000,casa,Vila Velha,Cobilândia,470,5,3,2,20,34,False,False,False,False,False,False
700000,casa,Vila Velha,Cobilândia,250,3,3,0,0,3,False,False,True,False,False,False
790000,casa,Vila Velha,Cobilândia,445,3,2,2,20,43,False,False,False,False,False,False
790000,casa,Vila Velha,Cobilândia,345,3,4,2,20,45,False,False,True,False,False,False
790000,casa,Vila Velha,Cobilândia,345,3,4,2,20,158,False,False,False,False,False,False
900000,casa,Vila Velha,Cobilândia,345,3,4,2,19,1,False,False,False,False,False,False
900000,casa,Vila Velha,Cobilândia,345,3,4,2,20,132,False,False,False,False,False,False
900000,casa,Vila Velha,Cobilândia,345,3,4,2,20,134,False,False,False,False,False,False
950000,casa,Vila Velha,Cobilândia,350,4,4,4,15,2,False,False,False,False,False,False
950000,casa,Vila Velha,Cobilândia,350,4,4,4,20,9,False,False,True,False,False,False
950000,casa,Vila Velha,Cobilândia,320,3,4,3,20,25,False,False,False,False,False,False
950000,casa,Vila Velha,Cobilândia,350,4,4,4,18,48,False,False,False,False,False,False
1300000,casa,Vila Velha,Cobilândia,315,3,3,2,20,46,False,False,False,False,False,False
1400000,casa,Vila Velha,Cobilândia,330,5,4,5,20,222,False,True,False,False,False,False
2100000,casa,Vila Velha,Cobilândia,220,3,1,0,20,144,False,True,True,False,False,False
520000,casa,Vila Velha,Cocal,150,4,2,1,16,34,False,False,False,False,False,False
530000,casa,Vila Velha,Cocal,160,4,3,2,17,30,True,False,False,False,False,False
850000,casa,Vila Velha,Cocal,89,3,1,1,9,2,False,True,True,False,False,False
850000,casa,Vila Velha,Cocal,89,3,2,1,10,4,False,True,True,False,False,False
850000,casa,Vila Velha,Cocal,89,3,1,1,9,23,False,True,True,False,False,False
850000,casa,Vila Velha,Cocal,89,3,2,1,2,32,False,True,True,False,False,False
850000,casa,Vila Velha,Cocal,90,3,3,2,5,53,False,False,False,False,False,False
850000,casa,Vila Velha,Cocal,97,3,2,2,3,114,False,True,False,False,False,False
850000,casa,Vila Velha,Cocal,385,5,3,3,20,123,False,False,False,False,False,False
850000,casa,Vila Velha,Cocal,89,3,2,1,6,241,False,False,False,False,False,False
890000,casa,Vila Velha,Cocal,89,3,3,2,7,57,False,True,True,False,False,False
1190000,casa,Vila Velha,Cocal,150,4,3,2,20,7,False,False,False,False,False,False
1190000,casa,Vila Velha,Cocal,150,4,3,2,20,12,True,False,False,False,True,False
1190000,casa,Vila Velha,Cocal,150,4,3,2,20,23,False,False,False,False,False,False
1190000,casa,Vila Velha,Cocal,150,4,3,2,20,23,False,False,False,False,False,False
1190000,casa,Vila Velha,Cocal,150,4,3,2,17,24,True,False,False,False,False,False
1190000,casa,Vila Velha,Cocal,150,4,3,2,0,24,False,False,False,False,False,False
1200000,casa,Vila Velha,Cocal,230,3,2,2,20,415,False,False,False,False,False,False
900000,casa,Vila Velha,Coqueiral de Itaparica,111,3,2,3,20,155,False,True,False,False,False,False
2200000,casa,Vila Velha,Coqueiral de Itaparica,375,4,4,5,20,8,False,True,True,False,False,False
320000,casa,Vila Velha,Cristóvão Colombo,100,4,2,0,20,32,False,False,True,False,False,False
550000,casa,Vila Velha,Cristóvão Colombo,110,3,3,2,16,19,False,False,False,False,False,False
550000,casa,Vila Velha,Cristóvão Colombo,110,3,3,2,16,89,False,False,True,False,False,False
558000,casa,Vila Velha,Cristóvão Colombo,70,3,3,1,19,36,True,False,False,False,False,False
560000,casa,Vila Velha,Cristóvão Colombo,120,3,3,2,18,2,False,False,False,False,False,False
560000,casa,Vila Velha,Cristóvão Colombo,220,3,3,2,18,411,False,False,False,False,False,False
590000,casa,Vila Velha,Cristóvão Colombo,155,3,2,0,16,44,False,False,False,False,True,False
605000,casa,Vila Velha,Cristóvão Colombo,160,3,2,1,18,261,False,False,False,False,False,False
605000,casa,Vila Velha,Cristóvão Colombo,160,3,2,1,18,262,False,False,False,False,False,False
695000,casa,Vila Velha,Cristóvão Colombo,400,4,3,2,12,6,False,False,False,False,False,False
750000,casa,Vila Velha,Cristóvão Colombo,180,3,3,2,20,57,False,True,True,False,False,False
895000,casa,Vila Velha,Cristóvão Colombo,160,3,3,2,20,31,False,False,False,False,False,False
900000,casa,Vila Velha,Cristóvão Colombo,300,3,3,3,4,242,False,False,True,False,False,False
999000,casa,Vila Velha,Cristóvão Colombo,138,3,1,,1,411,False,False,False,False,False,False
1600000,casa,Vila Velha,Cristóvão Colombo,500,5,5,2,20,6,False,True,False,False,False,False
1600000,casa,Vila Velha,Cristóvão Colombo,300,3,3,2,9,241,False,True,False,False,False,False
2100000,casa,Vila Velha,Cristóvão Colombo,300,5,3,2,3,241,False,False,True,False,False,False
280000,casa,Vila Velha,Darly Santos,150,3,1,2,1,10,False,False,False,False,False,False
280000,casa,Vila Velha,Darly Santos,150,2,1,1,5,46,False,False,False,False,False,False
290000,casa,Vila Velha,Darly Santos,175,2,1,4,20,2,False,False,True,False,False,False
890000,casa,Vila Velha,Divino Espírito Santo,140,3,3,1,11,45,False,False,True,False,False,False
890000,casa,Vila Velha,Divino Espírito Santo,140,3,3,3,11,45,False,False,False,False,False,False
1700000,casa,Vila Velha,Divino Espírito Santo,300,4,5,4,20,241,False,False,True,False,False,False
1800000,casa,Vila Velha,Divino Espírito Santo,300,5,3,2,15,327,False,False,False,False,False,False
1850000,casa,Vila Velha,Divino Espírito Santo,210,5,4,2,12,43,False,False,False,False,False,False
2200000,casa,Vila Velha,Divino Espírito Santo,262,5,5,2,20,241,False,False,False,False,False,False
3400000,casa,Vila Velha,Divino Espírito Santo,340,4,4,3,20,116,False,True,False,True,True,False
4200000,casa,Vila Velha,Divino Espírito Santo,344,4,5,4,20,396,False,True,True,False,True,False
4300000,casa,Vila Velha,Divino Espírito Santo,420,4,4,2,20,158,False,True,False,True,False,False
5235000,casa,Vila Velha,Divino Espírito Santo,364,4,5,2,20,42,False,False,False,False,False,False
5250000,casa,Vila Velha,Divino Espírito Santo,600,4,5,3,20,242,False,True,False,False,True,False
5410000,casa,Vila Velha,Divino Espírito Santo,352,4,5,2,20,102,False,True,True,False,False,False
6500000,casa,Vila Velha,Divino Espírito Santo,547,5,5,4,20,236,False,True,False,False,False,False
850000,casa,Vila Velha,Do Congo,150,2,1,,13,92,False,True,False,True,True,False
280000,casa,Vila Velha,Garoto,200,1,1,5,1,47,False,False,False,False,False,False
350000,casa,Vila Velha,Garoto,90,2,1,,20,132,False,False,True,False,False,False
450000,casa,Vila Velha,Garoto,115,3,2,1,20,132,True,False,True,False,False,False
