preco_venda,tipo_imovel,cidade,bairro,area_m2,quartos,banheiros,vagas,qtd_imagens,idade_anuncio_dias,tem_suite,tem_piscina,tem_varanda,tem_lazer,tem_mobiliado,tem_elevador
1502474,apartamento,Guarapari,Centro,110,3,3,2,20,101,False,False,False,False,False,False
1550000,apartamento,Guarapari,Centro,170,3,1,1,16,0,False,False,False,False,False,False
1590000,apartamento,Guarapari,Centro,125,3,1,2,11,0,False,False,False,False,False,False
1600000,apartamento,Guarapari,Centro,95,2,1,1,20,0,False,False,False,False,False,False
1600000,apartamento,Guarapari,Centro,194,3,2,2,20,1,False,False,True,True,False,True
1600000,apartamento,Guarapari,Centro,150,3,1,2,17,33,False,False,False,False,False,False
1600000,apartamento,Guarapari,Centro,250,4,5,2,20,39,False,False,True,False,False,True
1607999,apartamento,Guarapari,Centro,197,4,5,3,20,81,False,False,False,False,False,False
1670000,apartamento,Guarapari,Centro,78,3,1,2,20,0,False,False,False,False,False,False
1700000,apartamento,Guarapari,Centro,230,3,3,2,20,0,False,False,False,False,False,False
1750000,apartamento,Guarapari,Centro,149,3,2,1,20,1,False,False,False,False,False,False
1750000,apartamento,Guarapari,Centro,149,3,2,1,20,2,False,False,False,False,False,False
1750000,apartamento,Guarapari,Centro,149,3,3,1,20,128,True,False,False,False,True,False
1790000,apartamento,Guarapari,Centro,92,3,1,2,20,41,False,True,True,False,True,False
1800000,apartamento,Guarapari,Centro,135,3,1,2,20,0,False,False,False,False,False,False
1800000,apartamento,Guarapari,Centro,210,3,2,2,20,1,False,False,False,False,False,False
1800000,apartamento,Guarapari,Centro,140,4,1,2,20,5,True,True,True,True,False,False
1800000,apartamento,Guarapari,Centro,170,4,4,2,19,22,False,False,True,False,False,True
1800000,apartamento,Guarapari,Centro,270,4,4,2,20,37,False,False,True,False,True,True
1800000,apartamento,Guarapari,Centro,241,3,4,2,20,47,False,True,True,False,True,True
1800000,apartamento,Guarapari,Centro,130,3,2,2,20,114,False,False,False,False,False,False
1800000,apartamento,Guarapari,Centro,100,3,2,2,20,121,False,True,True,False,True,False
1800000,apartamento,Guarapari,Centro,115,3,2,2,20,128,False,True,True,True,False,False
1800000,apartamento,Guarapari,Centro,120,3,4,2,20,135,True,False,True,False,False,True
1808999,apartamento,Guarapari,Centro,100,3,1,2,20,67,False,True,True,True,True,True
1850000,apartamento,Guarapari,Centro,250,5,5,2,17,0,False,False,True,True,False,True
1900000,apartamento,Guarapari,Centro,250,4,2,2,20,0,False,False,False,False,False,False
1900000,apartamento,Guarapari,Centro,298,4,3,1,20,5,False,False,True,False,False,False
1909499,apartamento,Guarapari,Centro,152,3,2,,20,67,False,False,False,False,True,False
1909499,apartamento,Guarapari,Centro,247,4,4,2,20,101,False,False,False,False,False,False
1950000,apartamento,Guarapari,Centro,145,3,1,2,20,0,False,False,False,False,False,False
1950000,apartamento,Guarapari,Centro,115,3,2,2,20,1,False,False,False,False,False,False
1950000,apartamento,Guarapari,Centro,170,4,4,2,20,1,False,False,False,False,False,False
1950000,apartamento,Guarapari,Centro,115,3,2,2,20,2,False,False,False,False,False,False
1950000,apartamento,Guarapari,Centro,170,4,4,2,20,2,False,False,False,False,False,False
1950000,apartamento,Guarapari,Centro,116,3,1,2,20,48,False,True,True,True,True,False
2000000,apartamento,Guarapari,Centro,260,4,5,2,20,1,False,False,False,False,False,False
2000000,apartamento,Guarapari,Centro,260,4,5,2,20,2,False,False,False,False,False,False
2000000,apartamento,Guarapari,Centro,187,3,3,2,17,124,False,False,False,False,True,True
2200000,apartamento,Guarapari,Centro,142,4,1,2,20,132,False,False,False,False,False,False
2210000,apartamento,Guarapari,Centro,141,4,4,2,20,67,False,True,True,True,True,True
2300000,apartamento,Guarapari,Centro,170,3,2,2,20,1,False,False,False,False,False,False
2300000,apartamento,Guarapari,Centro,170,3,2,2,20,2,False,False,False,False,False,False
2300000,apartamento,Guarapari,Centro,307,5,5,2,20,23,False,False,False,False,False,False
2360000,apartamento,Guarapari,Centro,362,4,5,2,20,101,False,False,False,False,False,True
2500000,apartamento,Guarapari,Centro,240,4,3,2,20,0,False,False,False,False,False,False
2500000,apartamento,Guarapari,Centro,250,5,5,1,20,2,False,True,True,False,True,True
2500000,apartamento,Guarapari,Centro,240,4,3,2,20,2,False,False,False,False,False,False
2500000,apartamento,Guarapari,Centro,180,4,2,2,20,14,False,True,True,False,True,False
2500000,apartamento,Guarapari,Centro,260,4,3,2,20,37,False,False,False,False,False,False
2510000,apartamento,Guarapari,Centro,350,4,5,2,14,67,False,False,True,True,False,True
2520000,apartamento,Guarapari,Centro,157,3,1,2,14,0,False,True,False,True,False,False
2550000,apartamento,Guarapari,Centro,110,3,2,2,6,1,False,True,True,False,False,True
2650000,apartamento,Guarapari,Centro,145,3,2,2,20,17,True,True,True,True,False,False
2800000,apartamento,Guarapari,Centro,400,5,2,2,20,36,False,True,True,False,False,False
2800000,apartamento,Guarapari,Centro,415,4,5,2,20,94,False,False,False,True,False,True
2900000,apartamento,Guarapari,Centro,235,4,4,2,20,2,False,True,True,False,False,True
2950000,apartamento,Guarapari,Centro,351,5,5,4,20,1,False,False,False,False,False,False
2950000,apartamento,Guarapari,Centro,247,4,2,2,20,1,False,False,False,False,False,False
2950000,apartamento,Guarapari,Centro,351,5,5,4,20,2,False,False,False,False,False,False
2950000,apartamento,Guarapari,Centro,247,4,2,2,20,19,False,False,False,False,False,False
2950000,apartamento,Guarapari,Centro,351,5,5,4,20,27,False,False,False,False,False,False
3000000,apartamento,Guarapari,Centro,145,3,2,2,20,14,False,True,True,True,False,False
3000000,apartamento,Guarapari,Centro,124,3,2,,20,81,False,False,False,False,False,False
3100000,apartamento,Guarapari,Centro,250,4,5,3,20,37,True,True,True,True,False,True
3200000,apartamento,Guarapari,Centro,300,5,4,2,20,21,False,False,False,True,False,True
3250000,apartamento,Guarapari,Centro,231,4,1,2,15,23,False,False,True,False,False,False
3300000,apartamento,Guarapari,Centro,280,4,3,3,20,1,False,False,False,False,False,False
3300000,apartamento,Guarapari,Centro,351,5,2,4,20,89,False,True,True,True,False,False
3500000,apartamento,Guarapari,Centro,320,4,5,3,20,38,True,False,False,False,False,True
3500000,apartamento,Guarapari,Centro,340,4,5,3,20,47,False,True,True,False,False,True
3510000,apartamento,Guarapari,Centro,329,5,2,2,20,101,False,False,False,False,True,True
3600000,apartamento,Guarapari,Centro,358,4,5,3,20,23,False,True,True,False,False,True
3700000,apartamento,Guarapari,Centro,180,3,3,2,10,1,False,False,False,False,False,False
3800000,apartamento,Guarapari,Centro,200,4,1,2,20,0,False,False,False,False,False,False
3810000,apartamento,Guarapari,Centro,200,4,2,2,20,112,False,True,True,True,True,True
3860000,apartamento,Guarapari,Centro,240,4,4,2,19,101,False,False,False,False,False,False
4000000,apartamento,Guarapari,Centro,240,4,2,2,20,0,True,False,False,False,False,False
4200000,apartamento,Guarapari,Centro,212,4,5,3,20,18,True,True,True,True,True,True
4210000,apartamento,Guarapari,Centro,210,4,5,3,20,101,False,True,True,True,False,True
4300000,apartamento,Guarapari,Centro,250,4,1,3,20,0,False,False,False,False,False,False
4410000,apartamento,Guarapari,Centro,207,4,5,3,20,101,False,True,True,True,False,True
4500000,apartamento,Guarapari,Centro,298,4,5,3,20,1,False,False,False,False,False,False
4800000,apartamento,Guarapari,Centro,220,4,4,3,20,19,False,True,True,True,True,True
5200000,apartamento,Guarapari,Centro,215,4,5,2,20,1,False,False,False,False,False,False
6500000,apartamento,Guarapari,Centro,485,4,5,4,20,1,False,False,False,False,False,False
3000000,apartamento,Guarapari,Comunidade Urbana de Taquara do Reino,170,3,1,2,14,47,False,True,False,False,False,False
900000,apartamento,Guarapari,Condados,145,3,1,2,20,0,False,False,False,False,False,False
330000,apartamento,Guarapari,Coroado,80,3,,1,20,29,True,False,True,False,True,False
400994,apartamento,Guarapari,Enseada Azul,45,1,1,1,20,44,False,False,False,False,True,True
430000,apartamento,Guarapari,Enseada Azul,70,2,1,1,15,52,False,False,False,False,False,False
460000,apartamento,Guarapari,Enseada Azul,67,2,1,1,20,17,False,False,False,False,False,False
465000,apartamento,Guarapari,Enseada Azul,80,1,1,1,15,90,False,False,True,False,True,True
472349,apartamento,Guarapari,Enseada Azul,70,2,1,1,14,67,False,False,True,False,True,False
490000,apartamento,Guarapari,Enseada Azul,79,2,2,,14,0,False,False,False,False,False,False
490000,apartamento,Guarapari,Enseada Azul,79,2,1,1,20,45,False,False,False,False,True,False
492449,apartamento,Guarapari,Enseada Azul,65,2,2,1,18,79,False,False,False,False,True,False
497474,apartamento,Guarapari,Enseada Azul,70,2,2,,20,41,False,False,True,False,True,False
520000,apartamento,Guarapari,Enseada Azul,110,2,2,1,18,37,False,False,False,False,True,False
522599,apartamento,Guarapari,Enseada Azul,75,2,2,1,19,67,False,False,False,False,True,False
530000,apartamento,Guarapari,Enseada Azul,78,2,2,1,19,82,False,False,False,False,True,False
550000,apartamento,Guarapari,Enseada Azul,46,1,1,1,11,101,False,False,False,False,False,False
552749,apartamento,Guarapari,Enseada Azul,55,1,1,1,20,67,False,True,True,True,True,True
592949,apartamento,Guarapari,Enseada Azul,90,3,2,,14,38,False,False,False,False,False,False
600000,apartamento,Guarapari,Enseada Azul,70,2,1,1,17,38,False,False,False,False,False,False
639000,apartamento,Guarapari,Enseada Azul,88,2,2,1,20,9,True,False,True,False,True,True
650000,apartamento,Guarapari,Enseada Azul,72,2,1,1,10,0,False,False,False,False,False,False
650000,apartamento,Guarapari,Enseada Azul,68,2,1,1,12,0,False,False,False,False,False,False
650000,apartamento,Guarapari,Enseada Azul,87,2,1,1,17,0,False,False,False,False,False,False
670000,apartamento,Guarapari,Enseada Azul,80,2,1,1,13,53,False,False,True,False,False,False
673349,apartamento,Guarapari,Enseada Azul,75,2,2,1,14,96,False,False,False,False,False,False
680000,apartamento,Guarapari,Enseada Azul,75,2,1,1,19,0,False,False,False,False,False,False
680000,apartamento,Guarapari,Enseada Azul,51,1,1,1,20,108,False,True,True,False,False,True
680000,apartamento,Guarapari,Enseada Azul,70,2,1,1,14,128,False,False,False,False,False,False
680000,apartamento,Guarapari,Enseada Azul,80,2,1,1,17,128,False,False,False,False,True,False
685000,apartamento,Guarapari,Enseada Azul,68,2,1,1,20,43,True,False,False,False,False,False
690000,apartamento,Guarapari,Enseada Azul,68,2,2,1,17,8,False,True,True,True,True,True
690000,apartamento,Guarapari,Enseada Azul,72,2,2,1,9,30,False,True,False,True,False,True
693449,apartamento,Guarapari,Enseada Azul,75,2,2,1,20,67,False,True,True,False,False,True
700000,apartamento,Guarapari,Enseada Azul,80,2,1,1,20,0,False,False,False,False,False,False
700000,apartamento,Guarapari,Enseada Azul,160,2,3,2,16,23,False,True,True,False,True,True
749000,apartamento,Guarapari,Enseada Azul,67,2,2,2,20,19,False,False,False,True,False,True
750000,apartamento,Guarapari,Enseada Azul,75,2,1,1,11,0,False,False,False,False,False,False
759000,apartamento,Guarapari,Enseada Azul,66,2,2,1,8,39,False,True,True,False,False,True
760000,apartamento,Guarapari,Enseada Azul,80,2,2,1,20,124,False,False,False,False,False,False
780000,apartamento,Guarapari,Enseada Azul,85,2,2,3,20,105,True,True,False,True,False,True
790000,apartamento,Guarapari,Enseada Azul,90,2,2,2,12,38,False,False,True,False,True,True
800000,apartamento,Guarapari,Enseada Azul,70,2,2,1,14,26,False,True,True,True,False,True
800000,apartamento,Guarapari,Enseada Azul,116,2,1,1,9,31,False,False,True,False,False,True
820000,apartamento,Guarapari,Enseada Azul,70,2,2,1,3,36,False,True,True,True,False,True
827000,apartamento,Guarapari,Enseada Azul,72,2,2,1,20,25,False,False,True,True,False,True
830000,apartamento,Guarapari,Enseada Azul,70,2,2,1,10,102,False,True,True,False,False,False
838990,apartamento,Guarapari,Enseada Azul,75,2,2,3,13,35,True,True,True,True,False,True
840000,apartamento,Guarapari,Enseada Azul,68,2,2,2,15,0,False,True,True,True,False,True
844199,apartamento,Guarapari,Enseada Azul,80,2,2,3,20,101,False,True,True,True,False,True
850000,apartamento,Guarapari,Enseada Azul,80,2,2,1,14,20,True,True,False,True,False,True
850000,apartamento,Guarapari,Enseada Azul,70,3,3,1,16,23,False,False,True,False,True,True
850000,apartamento,Guarapari,Enseada Azul,85,2,2,1,11,100,False,True,True,False,False,True
850000,apartamento,Guarapari,Enseada Azul,85,2,2,1,18,105,True,False,False,False,False,True
854197,apartamento,Guarapari,Enseada Azul,85,2,2,1,5,0,False,True,False,True,False,True
866412,apartamento,Guarapari,Enseada Azul,85,2,2,1,11,1,False,True,True,False,False,True
866412,apartamento,Guarapari,Enseada Azul,85,2,3,1,6,108,True,True,True,True,False,True
880000,apartamento,Guarapari,Enseada Azul,65,2,2,1,20,39,False,True,True,True,False,True
890000,apartamento,Guarapari,Enseada Azul,69,2,2,1,17,2,False,True,True,True,False,True
890000,apartamento,Guarapari,Enseada Azul,78,2,2,1,20,25,False,False,False,False,False,True
890000,apartamento,Guarapari,Enseada Azul,64,2,2,1,20,40,False,False,False,True,False,True
900000,apartamento,Guarapari,Enseada Azul,76,2,2,1,20,11,False,True,True,True,True,True
900000,apartamento,Guarapari,Enseada Azul,95,3,2,2,19,105,True,False,False,False,False,True
904499,apartamento,Guarapari,Enseada Azul,85,2,2,1,10,67,False,True,True,True,False,True
920000,apartamento,Guarapari,Enseada Azul,84,2,2,2,20,113,True,False,False,False,False,False
949000,apartamento,Guarapari,Enseada Azul,104,2,2,2,20,7,False,True,False,False,True,True
954749,apartamento,Guarapari,Enseada Azul,70,2,2,,20,38,False,False,False,False,False,False
1000000,apartamento,Guarapari,Enseada Azul,98,2,2,1,20,11,False,True,True,True,True,True
1050000,apartamento,Guarapari,Enseada Azul,96,2,2,3,20,23,False,True,True,False,True,True
1050000,apartamento,Guarapari,Enseada Azul,120,3,2,2,12,31,False,True,True,True,True,True
1050000,apartamento,Guarapari,Enseada Azul,120,3,3,2,20,121,False,True,True,True,True,False
1075000,apartamento,Guarapari,Enseada Azul,60,2,2,1,18,11,False,False,True,False,True,False
1080375,apartamento,Guarapari,Enseada Azul,70,2,2,,20,33,False,False,False,False,False,False
1100000,apartamento,Guarapari,Enseada Azul,81,3,3,2,20,81,False,True,True,True,True,True
1150000,apartamento,Guarapari,Enseada Azul,155,3,2,2,16,0,True,True,True,True,True,True
1155749,apartamento,Guarapari,Enseada Azul,64,2,2,,20,16,False,True,True,True,False,True
1205999,apartamento,Guarapari,Enseada Azul,100,3,2,2,20,101,False,True,True,False,False,False
1250000,apartamento,Guarapari,Enseada Azul,110,3,1,2,17,0,False,False,False,False,False,False
1277325,apartamento,Guarapari,Enseada Azul,194,2,2,2,10,39,False,True,True,False,False,True
1300000,apartamento,Guarapari,Enseada Azul,128,3,3,2,15,23,False,True,True,False,False,True
1300000,apartamento,Guarapari,Enseada Azul,100,3,3,2,20,35,False,True,True,True,False,True
1300000,apartamento,Guarapari,Enseada Azul,136,3,5,2,14,36,False,False,True,False,False,True
1306499,apartamento,Guarapari,Enseada Azul,120,4,3,,20,44,False,False,False,False,True,True
1306499,apartamento,Guarapari,Enseada Azul,100,3,2,2,19,54,False,False,True,False,False,False
1384956,apartamento,Guarapari,Enseada Azul,121,3,4,2,13,1,False,True,True,False,False,True
1400000,apartamento,Guarapari,Enseada Azul,149,3,4,2,20,7,False,False,True,False,False,True
1400000,apartamento,Guarapari,Enseada Azul,250,5,2,1,20,53,False,True,True,False,False,False
1448739,apartamento,Guarapari,Enseada Azul,62,2,2,2,20,39,False,True,True,True,False,True
1450000,apartamento,Guarapari,Enseada Azul,138,4,5,3,20,52,True,False,False,False,False,False
1476000,apartamento,Guarapari,Enseada Azul,100,3,1,2,20,91,False,True,False,True,False,True
1477000,apartamento,Guarapari,Enseada Azul,100,3,2,2,20,119,False,True,True,True,False,True
1497449,apartamento,Guarapari,Enseada Azul,120,3,1,2,20,95,False,False,False,False,False,True
1500000,apartamento,Guarapari,Enseada Azul,150,3,1,2,17,0,False,True,True,True,True,True
1507499,apartamento,Guarapari,Enseada Azul,115,3,2,,20,33,False,False,False,False,False,False
1507499,apartamento,Guarapari,Enseada Azul,115,3,3,2,19,100,False,True,True,True,False,True
1550000,apartamento,Guarapari,Enseada Azul,136,3,4,2,20,39,False,False,True,False,False,True
1551062,apartamento,Guarapari,Enseada Azul,99,3,2,2,17,88,False,True,False,True,False,False
1580000,apartamento,Guarapari,Enseada Azul,125,3,3,2,20,23,True,True,True,True,False,True
1580000,apartamento,Guarapari,Enseada Azul,110,3,1,2,20,104,False,True,False,True,True,True
1590000,apartamento,Guarapari,Enseada Azul,115,3,1,2,20,0,False,False,False,False,False,False
1590000,apartamento,Guarapari,Enseada Azul,100,3,2,2,20,70,False,True,True,True,False,True
1590000,apartamento,Guarapari,Enseada Azul,100,3,3,2,20,93,False,True,True,True,True,True
1590000,apartamento,Guarapari,Enseada Azul,93,3,1,2,20,97,True,False,False,False,False,False
1600000,apartamento,Guarapari,Enseada Azul,100,2,3,2,20,1,False,False,False,False,False,False
1600000,apartamento,Guarapari,Enseada Azul,99,3,1,2,20,81,False,True,False,True,False,True
1600000,apartamento,Guarapari,Enseada Azul,99,3,2,2,16,82,False,True,False,True,True,True
1607999,apartamento,Guarapari,Enseada Azul,110,3,4,2,20,101,False,True,False,True,True,True
1650000,apartamento,Guarapari,Enseada Azul,177,3,2,2,9,2,False,True,True,False,False,True
1650000,apartamento,Guarapari,Enseada Azul,96,3,2,2,20,74,False,True,False,True,False,False
1658249,apartamento,Guarapari,Enseada Azul,90,3,2,,20,16,False,True,True,True,False,True
1680000,apartamento,Guarapari,Enseada Azul,99,3,2,2,20,102,False,False,False,True,False,False
1690000,apartamento,Guarapari,Enseada Azul,132,3,3,2,18,2,False,False,False,False,False,False
1690000,apartamento,Guarapari,Enseada Azul,107,3,3,2,20,47,True,True,True,True,False,True
1711875,apartamento,Guarapari,Enseada Azul,175,3,2,2,20,88,False,True,False,True,False,False
1800000,apartamento,Guarapari,Enseada Azul,125,3,1,2,20,0,False,False,False,False,False,False
1800000,apartamento,Guarapari,Enseada Azul,135,3,4,2,20,1,False,False,False,False,False,False
1800000,apartamento,Guarapari,Enseada Azul,135,3,4,2,20,2,False,False,False,False,False,False
1808999,apartamento,Guarapari,Enseada Azul,140,3,3,2,19,67,False,False,False,False,False,False
1850000,apartamento,Guarapari,Enseada Azul,135,3,1,2,1,0,False,False,True,False,False,False
1850000,apartamento,Guarapari,Enseada Azul,135,3,1,2,1,5,False,False,True,False,False,False
1860000,apartamento,Guarapari,Enseada Azul,100,3,4,2,20,45,False,False,True,False,True,True
1860000,apartamento,Guarapari,Enseada Azul,110,3,3,2,18,53,False,False,False,False,True,True
1890000,apartamento,Guarapari,Enseada Azul,150,3,3,2,20,1,False,False,False,False,False,False
1890000,apartamento,Guarapari,Enseada Azul,110,3,3,2,20,88,False,True,False,True,True,True
1989899,apartamento,Guarapari,Enseada Azul,200,4,5,3,20,96,False,False,False,False,False,False
2000000,apartamento,Guarapari,Enseada Azul,137,4,4,3,20,44,True,True,True,False,False,False
2000000,apartamento,Guarapari,Enseada Azul,131,4,2,2,17,88,False,False,False,False,False,False
2110000,apartamento,Guarapari,Enseada Azul,99,4,2,2,17,95,False,False,False,False,False,True
2200000,apartamento,Guarapari,Enseada Azul,125,3,2,2,20,23,False,False,False,False,True,True
2290000,apartamento,Guarapari,Enseada Azul,140,3,1,2,20,37,True,False,False,True,False,False
2366640,apartamento,Guarapari,Enseada Azul,143,4,5,2,17,108,True,True,False,True,False,True
2403752,apartamento,Guarapari,Enseada Azul,162,4,2,,8,0,False,True,False,True,False,True
2450000,apartamento,Guarapari,Enseada Azul,187,4,5,2,18,5,False,True,True,True,False,False
2458848,apartamento,Guarapari,Enseada Azul,107,2,3,2,20,124,False,False,True,False,False,False
2500000,apartamento,Guarapari,Enseada Azul,136,4,4,3,20,2,True,True,True,False,True,True
2510000,apartamento,Guarapari,Enseada Azul,163,4,5,4,20,101,False,True,True,True,False,True
2590000,apartamento,Guarapari,Enseada Azul,212,4,5,3,18,54,False,False,False,False,False,True
2600000,apartamento,Guarapari,Enseada Azul,188,4,5,2,20,51,False,True,False,True,True,True
2650000,apartamento,Guarapari,Enseada Azul,150,4,4,3,20,0,False,True,False,True,True,True
2750000,apartamento,Guarapari,Enseada Azul,277,4,5,4,20,0,False,False,False,False,False,False
2750000,apartamento,Guarapari,Enseada Azul,277,4,5,4,20,2,False,False,False,False,False,False
2800000,apartamento,Guarapari,Enseada Azul,153,4,4,2,20,25,True,True,True,True,False,True
2800000,apartamento,Guarapari,Enseada Azul,226,4,4,3,20,44,True,True,True,False,False,True
2850000,apartamento,Guarapari,Enseada Azul,170,3,1,2,12,116,False,True,True,False,False,True
3000000,apartamento,Guarapari,Enseada Azul,350,5,5,3,20,11,False,False,True,False,True,True
3000000,apartamento,Guarapari,Enseada Azul,160,3,4,4,20,20,False,False,False,True,False,True
3126500,apartamento,Guarapari,Enseada Azul,139,4,4,2,7,105,False,True,True,False,False,False
3150000,apartamento,Guarapari,Enseada Azul,154,3,3,2,20,115,False,False,True,False,True,True
3160000,apartamento,Guarapari,Enseada Azul,153,4,3,2,20,91,False,False,False,False,False,True
3250000,apartamento,Guarapari,Enseada Azul,147,4,4,4,6,26,False,True,True,False,False,True
3250000,apartamento,Guarapari,Enseada Azul,147,4,4,4,20,113,False,True,True,False,False,True
3410000,apartamento,Guarapari,Enseada Azul,220,5,5,3,20,31,False,False,False,False,False,False
3410000,apartamento,Guarapari,Enseada Azul,158,3,4,,20,54,False,False,False,False,False,False
3423609,apartamento,Guarapari,Enseada Azul,176,4,5,3,12,94,False,True,True,False,False,False
3462629,apartamento,Guarapari,Enseada Azul,200,4,1,4,20,67,False,False,False,False,False,True
3500000,apartamento,Guarapari,Enseada Azul,150,4,5,4,20,1,False,False,False,False,False,False
3500000,apartamento,Guarapari,Enseada Azul,150,4,5,4,20,2,False,False,False,False,False,False
3510000,apartamento,Guarapari,Enseada Azul,125,3,2,,20,41,False,False,False,False,False,False
3519802,apartamento,Guarapari,Enseada Azul,176,4,1,3,20,0,False,True,True,True,False,False
3800000,apartamento,Guarapari,Enseada Azul,200,4,5,3,19,1,True,False,True,True,False,True
3922370,apartamento,Guarapari,Enseada Azul,175,4,1,3,20,0,False,True,True,True,False,False
4210000,apartamento,Guarapari,Enseada Azul,195,4,5,,20,55,False,True,True,True,True,True
4235268,apartamento,Guarapari,Enseada Azul,200,4,1,3,20,14,False,True,True,True,False,False
4456926,apartamento,Guarapari,Enseada Azul,200,4,1,3,20,0,False,True,True,True,False,False
4500000,apartamento,Guarapari,Enseada Azul,204,4,5,3,16,11,True,True,True,False,False,True
4510000,apartamento,Guarapari,Enseada Azul,200,5,5,3,20,101,False,False,False,False,False,False
4800000,apartamento,Guarapari,Enseada Azul,204,4,4,3,20,52,True,True,True,True,False,True
5510000,apartamento,Guarapari,Enseada Azul,200,5,5,3,20,38,False,False,False,False,False,False
7499999,apartamento,Guarapari,Enseada Azul,248,4,5,4,7,39,False,True,True,True,True,True
7500000,apartamento,Guarapari,Enseada Azul,214,4,2,4,20,45,False,True,False,True,True,True
180000,apartamento,Guarapari,Ipiranga,90,3,3,0,12,87,False,False,False,False,False,False
360000,apartamento,Guarapari,Ipiranga,40,1,1,1,14,128,False,False,False,False,False,False
380000,apartamento,Guarapari,Ipiranga,56,1,1,1,20,45,False,False,False,False,True,True
430000,apartamento,Guarapari,Ipiranga,30,1,1,1,15,0,False,False,False,False,False,False
430000,apartamento,Guarapari,Ipiranga,30,1,1,1,15,1,False,False,False,False,False,False
450000,apartamento,Guarapari,Ipiranga,88,3,1,1,16,82,False,False,False,False,False,False
452249,apartamento,Guarapari,Ipiranga,86,2,3,1,17,19,False,False,False,False,False,False
600000,apartamento,Guarapari,Ipiranga,45,1,1,1,20,0,False,False,False,False,False,False
600000,apartamento,Guarapari,Ipiranga,45,1,1,1,20,1,False,False,False,False,False,False
700000,apartamento,Guarapari,Ipiranga,122,2,1,1,14,0,False,False,False,False,False,False
750000,apartamento,Guarapari,Ipiranga,100,3,2,1,13,1,False,False,False,False,False,False
790000,apartamento,Guarapari,Ipiranga,78,2,1,1,11,0,False,False,False,False,False,False
808500,apartamento,Guarapari,Ipiranga,96,3,2,1,16,108,False,False,True,False,False,False
850000,apartamento,Guarapari,Ipiranga,292,3,2,2,20,135,False,True,False,False,False,False
980000,apartamento,Guarapari,Ipiranga,90,3,2,1,20,1,False,False,False,False,False,False
1150000,apartamento,Guarapari,Ipiranga,145,3,1,2,20,33,False,False,False,False,False,False
767000,apartamento,Guarapari,Itapebussu,69,2,2,1,3,45,True,True,True,True,False,True
350000,apartamento,Guarapari,Jardim Boa Vista,52,2,1,1,10,26,False,False,False,True,False,False
410000,apartamento,Guarapari,Jardim Boa Vista,60,2,2,1,11,2,False,False,False,False,False,True
1410000,apartamento,Guarapari,Jardim Boa Vista,200,4,3,4,20,38,False,False,False,False,False,False
465000,apartamento,Guarapari,Jardim Santa Rosa,60,1,1,1,8,42,False,False,True,False,True,True
580000,apartamento,Guarapari,Jardim Santa Rosa,240,3,3,,13,38,False,False,False,False,False,False
1200000,apartamento,Guarapari,Jardim Santa Rosa,648,4,4,5,20,0,False,True,True,True,True,False
130000,apartamento,Guarapari,Kubitschek,55,2,1,,11,38,False,False,False,False,False,False
230000,apartamento,Guarapari,Kubitschek,50,2,1,1,10,9,False,False,False,False,False,True
270000,apartamento,Guarapari,Kubitschek,51,2,1,1,19,70,False,True,True,False,False,True
460000,apartamento,Guarapari,Lameirão,60,1,1,1,10,1,False,False,False,False,False,False
2000000,apartamento,Guarapari,Lameirão,120,3,1,2,0,4,False,True,False,False,False,True
351749,apartamento,Guarapari,Meaípe,60,2,2,,14,81,False,False,True,False,False,False
452249,apartamento,Guarapari,Meaípe,70,2,1,1,16,89,False,False,False,False,False,False
730000,apartamento,Guarapari,Meaípe,77,3,1,1,18,47,True,False,False,False,False,False
1808999,apartamento,Guarapari,Meaípe,328,4,5,2,20,67,False,False,False,False,False,True
3999000,apartamento,Guarapari,Meaípe,220,3,5,2,20,89,True,True,True,False,False,False
450000,apartamento,Guarapari,Nova Guarapari,70,2,1,1,20,72,False,True,True,True,False,False
470000,apartamento,Guarapari,Nova Guarapari,65,2,1,1,20,91,False,True,True,True,False,False
480000,apartamento,Guarapari,Nova Guarapari,100,4,1,1,13,0,False,False,False,False,False,False
490000,apartamento,Guarapari,Nova Guarapari,62,2,2,1,13,3,False,True,False,True,True,False
545000,apartamento,Guarapari,Nova Guarapari,60,1,1,1,17,37,False,False,False,True,False,True
580000,apartamento,Guarapari,Nova Guarapari,65,3,1,1,20,101,False,True,True,True,True,False
640000,apartamento,Guarapari,Nova Guarapari,65,3,1,1,20,83,True,True,True,True,True,False
650000,apartamento,Guarapari,Nova Guarapari,85,3,3,1,20,10,True,True,True,True,True,False
700000,apartamento,Guarapari,Nova Guarapari,100,3,2,1,20,10,True,True,True,True,True,True
762800,apartamento,Guarapari,Nova Guarapari,66,2,2,1,20,39,False,True,True,True,False,True
780000,apartamento,Guarapari,Nova Guarapari,110,4,1,3,18,13,True,False,True,False,False,False
990000,apartamento,Guarapari,Nova Guarapari,110,2,3,2,20,0,False,True,True,True,False,True
1200000,apartamento,Guarapari,Nova Guarapari,450,4,2,3,18,0,False,False,False,False,False,False
1200000,apartamento,Guarapari,Nova Guarapari,118,3,2,2,6,14,False,True,True,True,False,True
1250000,apartamento,Guarapari,Nova Guarapari,110,3,3,2,20,0,False,False,False,False,False,False
1250000,apartamento,Guarapari,Nova Guarapari,110,3,3,2,20,2,False,False,False,False,False,False
1300000,apartamento,Guarapari,Nova Guarapari,110,3,2,2,20,33,False,True,True,True,True,True
