preco_venda,tipo_imovel,cidade,bairro,area_m2,quartos,banheiros,vagas,tem_suite,tem_piscina,tem_varanda,tem_lazer,tem_mobiliado,tem_elevador,fonte_dataset
1300000,casa,Vila Velha,Praia da Costa,117,3,2,2,True,True,False,False,False,False,base_original
1300000,casa,Vila Velha,Praia da Costa,117,3,2,2,True,True,False,False,False,False,base_original
1300000,casa,Vila Velha,Praia da Costa,173,3,2,2,False,True,False,False,False,False,base_original
1300000,casa,Vila Velha,Praia da Costa,117,3,2,2,False,True,False,True,False,False,base_original
1300000,casa,Vila Velha,Praia da Costa,117,3,2,2,False,True,False,False,False,False,base_original
1300000,casa,Vila Velha,Praia da Costa,117,3,2,2,True,True,False,False,False,False,base_original
1300000,casa,Vila Velha,Praia da Costa,117,3,2,2,False,True,False,False,False,False,base_original
1300000,casa,Vila Velha,Praia da Costa,480,4,4,3,True,True,True,False,False,False,base_original
1350332,casa,Vila Velha,Praia da Costa,288,4,3,2,True,False,False,False,False,False,base_original
1383000,casa,Vila Velha,Praia da Costa,300,5,5,3,False,False,False,False,False,False,base_original
1600003,casa,Vila Velha,Praia da Costa,119,3,1,2,False,False,False,False,False,False,base_original
1800000,casa,Vila Velha,Praia da Costa,210,2,2,1,False,False,True,False,False,False,base_original
1849000,casa,Vila Velha,Praia da Costa,200,4,3,2,False,False,False,False,False,False,base_original
1850000,casa,Vila Velha,Praia da Costa,208,4,2,,False,False,False,False,False,False,base_original
1900000,casa,Vila Velha,Praia da Costa,93,2,1,3,False,False,True,False,False,False,base_original
1900000,casa,Vila Velha,Praia da Costa,93,2,1,3,False,False,True,False,False,False,base_original
1950000,casa,Vila Velha,Praia da Costa,75,2,2,2,False,False,False,False,False,False,base_original
1950000,casa,Vila Velha,Praia da Costa,253,4,2,5,False,False,False,False,False,False,base_original
1995000,casa,Vila Velha,Praia da Costa,247,2,3,3,False,False,False,False,False,False,base_original
1995000,casa,Vila Velha,Praia da Costa,95,2,3,3,False,False,False,False,False,False,base_original
2120000,casa,Vila Velha,Praia da Costa,450,4,3,2,False,True,False,False,False,False,base_original
2120000,casa,Vila Velha,Praia da Costa,450,5,5,2,False,False,False,False,False,False,base_original
2400000,casa,Vila Velha,Praia da Costa,220,4,4,4,False,True,False,False,True,False,base_original
2400000,casa,Vila Velha,Praia da Costa,220,4,4,4,False,True,False,False,True,False,base_original
2450000,casa,Vila Velha,Praia da Costa,420,5,4,4,False,True,True,False,False,False,base_original
2500000,casa,Vila Velha,Praia da Costa,460,5,5,4,False,True,True,False,True,False,base_original
2850000,casa,Vila Velha,Praia da Costa,172,3,4,2,False,False,False,False,False,False,base_original
2900000,casa,Vila Velha,Praia da Costa,254,5,3,3,False,False,True,False,False,False,base_original
2900000,casa,Vila Velha,Praia da Costa,254,5,3,3,False,False,True,False,False,False,base_original
3000000,casa,Vila Velha,Praia da Costa,100,2,2,4,False,False,True,False,False,False,base_original
3000000,casa,Vila Velha,Praia da Costa,342,,1,2,False,False,False,False,False,False,base_original
3000000,casa,Vila Velha,Praia da Costa,172,3,3,1,False,False,False,False,True,False,base_original
3000000,casa,Vila Velha,Praia da Costa,480,3,3,3,False,False,False,False,False,False,base_original
3000000,casa,Vila Velha,Praia da Costa,600,3,5,4,False,False,True,False,False,False,base_original
3000000,casa,Vila Velha,Praia da Costa,172,3,3,1,False,False,False,False,True,False,base_original
3100000,casa,Vila Velha,Praia da Costa,300,4,5,4,True,False,False,False,False,False,base_original
3100000,casa,Vila Velha,Praia da Costa,900,4,5,2,False,True,False,False,False,False,base_original
3200000,casa,Vila Velha,Praia da Costa,400,4,2,2,False,False,False,False,False,False,base_original
3200000,casa,Vila Velha,Praia da Costa,180,4,2,2,False,False,False,False,False,False,base_original
3200000,casa,Vila Velha,Praia da Costa,360,4,4,2,False,False,True,False,False,False,base_original
3200000,casa,Vila Velha,Praia da Costa,360,4,3,2,False,True,True,False,False,False,base_original
3200000,casa,Vila Velha,Praia da Costa,280,4,4,0,False,True,False,False,False,False,base_original
3200000,casa,Vila Velha,Praia da Costa,200,4,1,2,False,False,False,False,False,False,base_original
3200000,casa,Vila Velha,Praia da Costa,200,4,3,2,False,True,False,False,False,False,base_original
3200000,casa,Vila Velha,Praia da Costa,300,4,3,2,False,False,False,False,False,False,base_original
3200000,casa,Vila Velha,Praia da Costa,335,5,5,4,False,False,False,False,False,False,base_original
3300000,casa,Vila Velha,Praia da Costa,350,3,2,4,False,False,True,False,False,False,base_original
3500000,casa,Vila Velha,Praia da Costa,230,4,4,2,False,False,True,False,True,False,base_original
3500000,casa,Vila Velha,Praia da Costa,408,5,5,5,True,True,True,True,False,False,base_original
3600000,casa,Vila Velha,Praia da Costa,343,5,5,5,False,True,True,False,False,False,base_original
3600000,casa,Vila Velha,Praia da Costa,409,5,5,5,False,True,False,False,False,False,base_original
3600000,casa,Vila Velha,Praia da Costa,409,5,5,5,False,True,False,False,False,False,base_original
3600000,casa,Vila Velha,Praia da Costa,389,5,4,4,False,False,False,False,False,False,base_original
3750000,casa,Vila Velha,Praia da Costa,450,5,3,3,False,True,False,False,False,False,base_original
3750000,casa,Vila Velha,Praia da Costa,300,5,4,3,False,False,False,False,False,False,base_original
3750000,casa,Vila Velha,Praia da Costa,300,5,5,3,False,True,True,False,False,False,base_original
3800000,casa,Vila Velha,Praia da Costa,410,5,5,4,False,True,False,False,False,False,base_original
3900000,casa,Vila Velha,Praia da Costa,600,4,5,2,False,False,False,False,False,False,base_original
3900000,casa,Vila Velha,Praia da Costa,450,4,5,2,False,False,False,False,False,False,base_original
3900000,casa,Vila Velha,Praia da Costa,450,4,5,2,True,True,False,False,False,False,base_original
3900000,casa,Vila Velha,Praia da Costa,421,4,5,5,False,False,False,False,False,False,base_original
3900000,casa,Vila Velha,Praia da Costa,450,4,5,2,True,False,False,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,600,4,5,5,False,True,True,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,421,4,1,5,False,True,True,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,422,4,5,5,False,True,True,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,423,4,5,4,False,True,True,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,421,4,5,5,True,True,True,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,422,4,5,4,True,True,True,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,600,4,5,4,False,True,False,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,421,4,5,5,True,True,False,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,421,4,5,5,False,True,False,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,421,4,4,5,False,False,False,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,422,4,5,5,False,True,False,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,450,4,5,5,False,True,True,False,True,False,base_original
3950000,casa,Vila Velha,Praia da Costa,421,4,5,5,False,True,True,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,421,4,5,5,False,True,True,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,421,4,5,5,False,True,False,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,421,4,1,4,True,False,False,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,422,4,5,5,False,True,True,False,False,False,base_original
3950000,casa,Vila Velha,Praia da Costa,422,4,5,5,True,True,False,True,False,False,base_original
3988326,casa,Vila Velha,Praia da Costa,273,4,5,4,False,False,False,False,False,False,base_original
4000033,casa,Vila Velha,Praia da Costa,335,4,4,2,False,False,False,False,False,False,base_original
4500000,casa,Vila Velha,Praia da Costa,360,3,2,2,False,False,False,False,False,False,base_original
4800000,casa,Vila Velha,Praia da Costa,480,4,1,3,False,False,False,False,False,False,base_original
4800000,casa,Vila Velha,Praia da Costa,480,4,1,3,False,False,False,False,False,False,base_original
6900000,casa,Vila Velha,Praia da Costa,298,5,5,5,False,True,True,False,False,False,base_original
7000000,casa,Vila Velha,Praia da Costa,720,5,5,,False,False,False,False,False,False,base_original
7500000,casa,Vila Velha,Praia da Costa,596,5,5,,False,False,True,False,True,False,base_original
7790000,casa,Vila Velha,Praia da Costa,400,5,5,5,True,False,False,False,False,False,base_original
8000000,casa,Vila Velha,Praia da Costa,590,5,5,3,False,True,True,False,False,False,base_original
8000000,casa,Vila Velha,Praia da Costa,500,4,4,3,False,True,False,False,False,False,base_original
8500000,casa,Vila Velha,Praia da Costa,700,4,5,0,False,True,False,False,False,False,base_original
8500000,casa,Vila Velha,Praia da Costa,700,4,5,0,False,True,True,False,True,False,base_original
10500000,casa,Vila Velha,Praia da Costa,700,4,5,4,False,False,False,False,False,False,base_original
10500000,casa,Vila Velha,Praia da Costa,700,4,4,3,False,True,True,False,False,False,base_original
840000,casa,Vila Velha,Praia das Gaivotas,300,3,1,0,False,False,True,False,False,False,base_original
950000,casa,Vila Velha,Praia das Gaivotas,134,3,3,2,False,False,True,False,False,False,base_original
980000,casa,Vila Velha,Praia das Gaivotas,150,3,3,3,False,False,False,False,False,False,base_original
1000000,casa,Vila Velha,Praia das Gaivotas,220,4,3,3,False,False,True,False,False,False,base_original
1000000,casa,Vila Velha,Praia das Gaivotas,291,4,3,1,True,False,False,False,False,False,base_original
1100000,casa,Vila Velha,Praia das Gaivotas,400,3,3,3,False,False,True,False,False,False,base_original
1200000,casa,Vila Velha,Praia das Gaivotas,120,4,3,3,False,False,False,False,False,False,base_original
1250000,casa,Vila Velha,Praia das Gaivotas,160,2,2,2,False,False,False,False,False,False,base_original
1250000,casa,Vila Velha,Praia das Gaivotas,200,2,2,2,False,False,False,False,True,False,base_original
1299000,casa,Vila Velha,Praia das Gaivotas,190,5,3,0,True,False,False,False,False,False,base_original
1300000,casa,Vila Velha,Praia das Gaivotas,200,5,2,,False,False,False,False,True,False,base_original
1490000,casa,Vila Velha,Praia das Gaivotas,135,3,3,2,False,False,True,False,False,False,base_original
1500000,casa,Vila Velha,Praia das Gaivotas,200,4,2,,False,False,False,False,False,False,base_original
1500000,casa,Vila Velha,Praia das Gaivotas,164,4,3,3,False,False,False,False,False,False,base_original
1550000,casa,Vila Velha,Praia das Gaivotas,300,5,3,2,False,False,False,False,False,False,base_original
280000,casa,Vila Velha,Praia de Itaparica,90,2,2,2,False,False,True,False,True,False,base_original
290000,casa,Vila Velha,Praia de Itaparica,120,3,2,,False,False,False,False,False,False,base_original
300000,casa,Vila Velha,Praia de Itaparica,150,2,1,1,False,False,False,False,False,False,base_original
320000,casa,Vila Velha,Praia de Itaparica,120,3,4,2,False,False,False,False,False,False,base_original
380000,casa,Vila Velha,Praia de Itaparica,100,3,1,1,False,True,True,False,False,False,base_original
740000,casa,Vila Velha,Praia de Itaparica,60,2,2,1,False,True,True,True,False,False,base_original
770000,casa,Vila Velha,Praia de Itaparica,90,,2,1,False,False,False,False,False,False,base_original
800000,casa,Vila Velha,Praia de Itaparica,95,2,2,2,False,True,True,True,True,False,base_original
850000,casa,Vila Velha,Praia de Itaparica,113,3,,,False,True,True,False,False,False,base_original
890000,casa,Vila Velha,Praia de Itaparica,132,3,3,1,False,False,False,False,False,False,base_original
890000,casa,Vila Velha,Praia de Itaparica,132,3,3,2,False,False,False,False,False,False,base_original
890000,casa,Vila Velha,Praia de Itaparica,132,3,3,1,False,False,False,False,False,False,base_original
890000,casa,Vila Velha,Praia de Itaparica,132,3,3,1,False,False,False,False,False,False,base_original
899900,casa,Vila Velha,Praia de Itaparica,84,2,2,2,True,True,True,True,True,False,base_original
980000,casa,Vila Velha,Praia de Itaparica,145,4,3,2,False,True,False,True,True,False,base_original
1000000,casa,Vila Velha,Praia de Itaparica,120,3,3,2,False,False,True,False,True,False,base_original
1100000,casa,Vila Velha,Praia de Itaparica,300,3,2,2,False,False,False,False,False,False,base_original
1100000,casa,Vila Velha,Praia de Itaparica,100,3,2,2,False,False,False,False,False,False,base_original
1100000,casa,Vila Velha,Praia de Itaparica,80,3,2,2,False,False,True,False,False,False,base_original
1100000,casa,Vila Velha,Praia de Itaparica,180,3,2,0,False,True,False,False,False,False,base_original
1300000,casa,Vila Velha,Praia de Itaparica,180,3,2,2,False,False,False,False,False,False,base_original
1590000,casa,Vila Velha,Praia de Itaparica,330,5,4,3,False,False,False,False,False,False,base_original
1800000,casa,Vila Velha,Praia de Itaparica,150,3,3,3,False,False,False,False,False,False,base_original
1800000,casa,Vila Velha,Praia de Itaparica,183,3,4,2,False,False,False,False,False,False,base_original
1830000,casa,Vila Velha,Praia de Itaparica,144,4,3,3,False,False,True,False,False,False,base_original
1830000,casa,Vila Velha,Praia de Itaparica,144,4,3,3,False,False,True,False,False,False,base_original
1930000,casa,Vila Velha,Praia de Itaparica,144,3,1,3,False,False,True,False,False,False,base_original
2200000,casa,Vila Velha,Praia de Itaparica,360,4,4,5,True,False,True,False,False,False,base_original
2250000,casa,Vila Velha,Praia de Itaparica,375,4,4,4,True,False,True,False,False,False,base_original
2290000,casa,Vila Velha,Praia de Itaparica,120,2,2,2,False,True,False,True,True,False,base_original
2500000,casa,Vila Velha,Praia de Itaparica,310,3,3,3,False,False,False,False,False,False,base_original
2500000,casa,Vila Velha,Praia de Itaparica,140,3,3,3,False,False,False,False,False,False,base_original
2500000,casa,Vila Velha,Praia de Itaparica,442,5,4,3,False,False,True,False,False,False,base_original
3500000,casa,Vila Velha,Praia de Itaparica,500,5,3,2,False,False,False,False,False,False,base_original
4600000,casa,Vila Velha,Praia de Itaparica,400,3,5,5,False,False,True,False,False,False,base_original
5800000,casa,Vila Velha,Praia de Itaparica,590,1,1,0,False,False,False,False,False,False,base_original
750000,casa,Vila Velha,Praia dos Recifes,375,5,5,5,False,False,False,False,False,False,base_original
850000,casa,Vila Velha,Praia dos Recifes,400,4,1,3,False,False,True,False,False,False,base_original
850000,casa,Vila Velha,Praia dos Recifes,400,4,1,3,False,False,True,False,False,False,base_original
900000,casa,Vila Velha,Praia dos Recifes,100,5,3,4,False,False,True,False,False,False,base_original
989000,casa,Vila Velha,Praia dos Recifes,210,3,2,3,False,False,True,False,False,False,base_original
100000,casa,Vila Velha,Residencial Coqueiral,120,2,2,,False,False,False,False,False,False,base_original
140000,casa,Vila Velha,Residencial Coqueiral,73,3,1,0,False,False,False,False,False,False,base_original
230000,casa,Vila Velha,Residencial Coqueiral,120,3,2,3,False,False,False,False,False,False,base_original
850000,casa,Vila Velha,Residencial Coqueiral,800,3,3,2,False,False,True,False,False,False,base_original
1550000,casa,Vila Velha,Retiro Do Congo,200,2,2,4,False,True,True,True,True,False,base_original
2201000,casa,Vila Velha,Retiro Do Congo,400,5,3,2,False,False,True,False,False,False,base_original
380000,casa,Vila Velha,Rio Marinho,120,3,2,3,False,False,False,False,False,False,base_original
750000,casa,Vila Velha,Rio Marinho,120,3,2,0,True,False,False,False,False,False,base_original
795000,casa,Vila Velha,Rio Marinho,283,5,3,4,False,False,False,False,False,False,base_original
229000,casa,Vila Velha,Riviera da Barra,190,2,1,2,False,False,False,False,False,False,base_original
250000,casa,Vila Velha,Riviera da Barra,50,1,1,2,False,False,False,False,True,False,base_original
300000,casa,Vila Velha,Riviera da Barra,70,2,2,1,False,False,True,False,False,False,base_original
330000,casa,Vila Velha,Riviera da Barra,300,2,1,5,False,False,False,False,False,False,base_original
379000,casa,Vila Velha,Riviera da Barra,75,2,1,1,False,False,True,False,True,False,base_original
380000,casa,Vila Velha,Riviera da Barra,300,2,1,3,False,False,True,False,False,False,base_original
400000,casa,Vila Velha,Riviera da Barra,115,2,1,2,False,False,False,False,False,False,base_original
420000,casa,Vila Velha,Riviera da Barra,300,3,2,3,False,False,False,False,False,False,base_original
460000,casa,Vila Velha,Riviera da Barra,240,1,1,4,False,False,False,False,False,False,base_original
465000,casa,Vila Velha,Riviera da Barra,70,2,1,2,False,False,False,False,False,False,base_original
465000,casa,Vila Velha,Riviera da Barra,70,2,1,2,False,False,False,False,False,False,base_original
525000,casa,Vila Velha,Riviera da Barra,82,2,2,2,False,True,False,False,False,False,base_original
525000,casa,Vila Velha,Riviera da Barra,82,2,2,2,False,True,False,False,False,False,base_original
525000,casa,Vila Velha,Riviera da Barra,82,2,2,2,False,True,False,False,False,False,base_original
525000,casa,Vila Velha,Riviera da Barra,82,2,2,2,False,True,False,False,False,False,base_original
525000,casa,Vila Velha,Riviera da Barra,70,2,2,1,False,True,False,False,False,False,base_original
525000,casa,Vila Velha,Riviera da Barra,82,2,2,2,False,True,False,False,False,False,base_original
530000,casa,Vila Velha,Riviera da Barra,150,2,1,2,True,True,False,False,False,False,base_original
589000,casa,Vila Velha,Riviera da Barra,107,3,2,2,True,False,False,False,False,False,base_original
589000,casa,Vila Velha,Riviera da Barra,107,3,2,2,False,False,False,False,False,False,base_original
590000,casa,Vila Velha,Riviera da Barra,100,3,1,2,False,False,True,False,False,False,base_original
599000,casa,Vila Velha,Riviera da Barra,125,3,2,2,True,False,True,False,True,False,base_original
600000,casa,Vila Velha,Riviera da Barra,300,5,3,,False,False,False,False,False,False,base_original
600000,casa,Vila Velha,Riviera da Barra,125,3,2,2,False,False,False,False,False,False,base_original
600000,casa,Vila Velha,Riviera da Barra,83,3,2,2,False,False,False,False,False,False,base_original
610000,casa,Vila Velha,Riviera da Barra,125,3,2,0,False,False,False,False,False,False,base_original
610000,casa,Vila Velha,Riviera da Barra,100,3,2,1,False,False,False,False,False,False,base_original
610000,casa,Vila Velha,Riviera da Barra,125,3,2,2,False,False,True,False,False,False,base_original
610000,casa,Vila Velha,Riviera da Barra,80,3,1,2,False,False,False,False,False,False,base_original
620000,casa,Vila Velha,Riviera da Barra,100,3,3,2,False,False,False,False,False,False,base_original
620000,casa,Vila Velha,Riviera da Barra,100,3,3,2,False,False,False,False,False,False,base_original
620000,casa,Vila Velha,Riviera da Barra,100,3,3,2,False,False,False,False,False,False,base_original
620000,casa,Vila Velha,Riviera da Barra,125,3,2,2,False,False,False,False,False,False,base_original
630000,casa,Vila Velha,Riviera da Barra,65,2,3,2,False,False,True,False,False,False,base_original
650000,casa,Vila Velha,Riviera da Barra,300,5,3,3,False,False,False,False,False,False,base_original
650000,casa,Vila Velha,Riviera da Barra,300,5,3,3,False,False,False,False,False,False,base_original
669000,casa,Vila Velha,Riviera da Barra,80,2,2,2,False,False,False,False,False,False,base_original
670000,casa,Vila Velha,Riviera da Barra,80,2,2,2,False,False,False,False,False,False,base_original
680000,casa,Vila Velha,Riviera da Barra,82,2,2,0,False,False,False,False,False,False,base_original
680000,casa,Vila Velha,Riviera da Barra,67,2,1,2,False,True,True,False,True,False,base_original
699000,casa,Vila Velha,Riviera da Barra,82,2,2,2,False,True,False,False,False,False,base_original
699000,casa,Vila Velha,Riviera da Barra,82,2,2,2,False,True,False,False,True,False,base_original
699000,casa,Vila Velha,Riviera da Barra,82,2,1,2,True,True,False,False,False,False,base_original
700000,casa,Vila Velha,Riviera da Barra,150,2,2,2,False,False,False,False,True,False,base_original
730000,casa,Vila Velha,Riviera da Barra,82,2,2,2,False,True,True,False,False,False,base_original
730000,casa,Vila Velha,Riviera da Barra,82,2,1,2,False,True,True,False,True,False,base_original
730000,casa,Vila Velha,Riviera da Barra,82,2,3,0,False,False,False,False,False,False,base_original
750000,casa,Vila Velha,Riviera da Barra,150,3,3,2,True,False,False,False,False,False,base_original
750000,casa,Vila Velha,Riviera da Barra,109,3,3,2,False,True,False,False,False,False,base_original
750000,casa,Vila Velha,Riviera da Barra,110,3,3,3,False,False,True,False,False,False,base_original
750000,casa,Vila Velha,Riviera da Barra,110,3,3,3,False,False,True,False,False,False,base_original
760000,casa,Vila Velha,Riviera da Barra,107,3,3,2,False,False,False,False,False,False,base_original
760000,casa,Vila Velha,Riviera da Barra,107,3,3,2,False,False,False,False,False,False,base_original
770000,casa,Vila Velha,Riviera da Barra,120,3,2,1,True,False,True,False,False,False,base_original
780000,casa,Vila Velha,Riviera da Barra,200,3,3,3,False,False,True,False,False,False,base_original
850000,casa,Vila Velha,Riviera da Barra,150,3,3,1,False,True,True,False,False,False,base_original
850000,casa,Vila Velha,Riviera da Barra,117,3,3,2,False,True,True,False,False,False,base_original
871000,casa,Vila Velha,Riviera da Barra,240,4,5,1,False,True,False,False,False,False,base_original
1200000,casa,Vila Velha,Riviera da Barra,360,5,5,3,False,True,True,False,False,False,base_original
1400000,casa,Vila Velha,Riviera da Barra,400,3,5,3,False,False,True,False,False,False,base_original
250000,casa,Vila Velha,Sagrada Família,200,1,1,1,False,False,False,False,False,False,base_original
990000,casa,Vila Velha,Santa Clara,123,3,2,1,False,False,False,False,False,False,base_original
570000,casa,Vila Velha,Santa Inês,100,3,2,2,False,False,True,False,False,False,base_original
570000,casa,Vila Velha,Santa Inês,100,3,2,2,False,False,True,False,False,False,base_original
570000,casa,Vila Velha,Santa Inês,100,3,2,2,False,False,False,False,False,False,base_original
570000,casa,Vila Velha,Santa Inês,100,3,2,2,False,False,False,False,False,False,base_original
580000,casa,Vila Velha,Santa Inês,80,2,2,2,False,False,False,False,False,False,base_original
580000,casa,Vila Velha,Santa Inês,80,2,2,2,False,False,False,True,False,False,base_original
589000,casa,Vila Velha,Santa Inês,80,3,2,2,False,False,False,False,False,False,base_original
590000,casa,Vila Velha,Santa Inês,80,3,2,2,False,False,False,False,True,False,base_original
590000,casa,Vila Velha,Santa Inês,67,3,2,2,False,False,True,False,False,False,base_original
590000,casa,Vila Velha,Santa Inês,100,3,2,2,False,False,False,False,False,False,base_original
590000,casa,Vila Velha,Santa Inês,120,3,2,2,False,False,True,False,False,False,base_original
590000,casa,Vila Velha,Santa Inês,100,3,2,2,False,False,False,False,False,False,base_original
595000,casa,Vila Velha,Santa Inês,80,2,2,2,False,False,False,False,False,False,base_original
680000,casa,Vila Velha,Santa Inês,500,5,3,1,False,False,False,False,False,False,base_original
980000,casa,Vila Velha,Santa Inês,200,3,3,2,False,True,False,False,False,False,base_original
990000,casa,Vila Velha,Santa Inês,240,3,1,2,False,False,True,False,False,False,base_original
1200000,casa,Vila Velha,Santa Inês,360,3,3,1,False,False,True,False,False,False,base_original
1500000,casa,Vila Velha,Santa Inês,360,3,2,2,False,False,False,False,False,False,base_original
1500000,casa,Vila Velha,Santa Inês,150,3,3,5,False,False,False,False,False,False,base_original
180000,casa,Vila Velha,Santa Mônica,100,3,2,2,False,False,False,False,False,False,base_original
825000,casa,Vila Velha,Santa Mônica,116,3,3,2,True,False,True,False,False,False,base_original
850000,casa,Vila Velha,Santa Mônica,350,4,1,0,True,False,True,False,False,False,base_original
850000,casa,Vila Velha,Santa Mônica,400,5,3,5,False,False,False,False,False,False,base_original
1999000,casa,Vila Velha,Santa Mônica,200,3,2,2,False,False,True,False,False,False,base_original
2000000,casa,Vila Velha,Santa Mônica,100,4,2,1,False,False,False,False,False,False,base_original
2000000,casa,Vila Velha,Santa Mônica,100,4,2,1,False,False,False,False,False,False,base_original
300000,casa,Vila Velha,Santa Mônica Popular,150,2,1,2,False,False,False,False,False,False,base_original
545000,casa,Vila Velha,Santa Mônica Popular,110,3,2,2,False,False,False,False,False,False,base_original
610000,casa,Vila Velha,Santa Mônica Popular,216,5,3,3,False,False,False,False,False,False,base_original
610000,casa,Vila Velha,Santa Mônica Popular,282,5,3,3,False,False,False,False,False,False,base_original
610000,casa,Vila Velha,Santa Mônica Popular,281,3,2,3,False,False,False,False,False,False,base_original
640000,casa,Vila Velha,Santa Mônica Popular,300,5,4,1,False,False,True,False,False,False,base_original
700000,casa,Vila Velha,Santa Mônica Popular,216,4,4,1,False,False,True,False,False,False,base_original
750000,casa,Vila Velha,Santa Mônica Popular,150,3,2,4,False,False,False,False,False,False,base_original
750000,casa,Vila Velha,Santa Mônica Popular,280,3,1,2,False,False,False,False,False,False,base_original
750000,casa,Vila Velha,Santa Mônica Popular,150,3,2,4,False,False,False,False,False,False,base_original
750000,casa,Vila Velha,Santa Mônica Popular,130,3,3,4,True,False,False,False,False,False,base_original
950000,casa,Vila Velha,Santa Mônica Popular,216,3,1,2,False,False,False,False,False,False,base_original
950000,casa,Vila Velha,Santa Mônica Popular,300,3,2,0,False,False,True,False,False,False,base_original
950000,casa,Vila Velha,Santa Mônica Popular,216,3,1,2,False,False,False,False,False,False,base_original
950000,casa,Vila Velha,Santa Mônica Popular,300,4,2,1,False,True,True,False,False,False,base_original
1300000,casa,Vila Velha,Santa Mônica Popular,500,5,2,2,False,False,True,False,False,False,base_original
1320000,casa,Vila Velha,Santa Mônica Popular,200,4,3,3,False,False,False,False,True,False,base_original
1350000,casa,Vila Velha,Santa Mônica Popular,168,3,5,5,True,False,False,False,False,False,base_original
1500000,casa,Vila Velha,Santa Mônica Popular,600,4,5,4,False,False,False,False,False,False,base_original
1500000,casa,Vila Velha,Santa Mônica Popular,380,4,5,4,False,False,False,False,False,False,base_original
300000,casa,Vila Velha,Santa Paula I,45,2,1,1,False,True,True,False,False,False,base_original
500000,casa,Vila Velha,Santa Paula I,478,2,1,,False,False,True,False,False,False,base_original
630000,casa,Vila Velha,Santa Paula I,184,3,3,1,False,False,False,False,False,False,base_original
770000,casa,Vila Velha,Santa Paula I,130,3,1,2,False,False,False,False,False,False,base_original
780000,casa,Vila Velha,Santa Paula I,102,3,2,1,False,False,True,False,False,False,base_original
780000,casa,Vila Velha,Santa Paula I,123,3,1,1,True,False,False,False,True,False,base_original
780000,casa,Vila Velha,Santa Paula I,110,3,3,1,True,False,False,False,False,False,base_original
780000,casa,Vila Velha,Santa Paula I,133,3,2,1,False,False,False,False,False,False,base_original
780000,casa,Vila Velha,Santa Paula I,120,3,2,0,False,False,False,False,False,False,base_original
780000,casa,Vila Velha,Santa Paula I,110,3,2,2,True,False,False,False,False,False,base_original
780000,casa,Vila Velha,Santa Paula I,110,3,2,1,False,False,True,False,True,False,base_original
790000,casa,Vila Velha,Santa Paula I,110,3,2,1,False,False,False,False,False,False,base_original
895000,casa,Vila Velha,Santa Paula I,280,5,4,5,False,False,True,False,False,False,base_original
900000,casa,Vila Velha,Santa Paula I,160,3,2,2,False,False,False,False,False,False,base_original
1100000,casa,Vila Velha,Santa Paula I,130,3,3,0,False,True,False,False,False,False,base_original
1150000,casa,Vila Velha,Santa Paula I,150,3,1,4,False,True,False,False,False,False,base_original
1300000,casa,Vila Velha,Santa Paula I,900,3,2,5,False,False,False,False,False,False,base_original
1300000,casa,Vila Velha,Santa Paula I,160,4,4,3,False,True,False,False,False,False,base_original
1300000,casa,Vila Velha,Santa Paula I,159,4,4,3,True,True,False,False,False,False,base_original
1300000,casa,Vila Velha,Santa Paula I,480,4,2,3,False,False,False,False,False,False,base_original
1300000,casa,Vila Velha,Santa Paula I,160,4,2,3,False,False,False,False,False,False,base_original
1499999,casa,Vila Velha,Santa Paula I,375,4,3,4,True,True,False,False,False,False,base_original
1500000,casa,Vila Velha,Santa Paula I,180,3,2,2,False,False,False,False,False,False,base_original
1500000,casa,Vila Velha,Santa Paula I,180,3,3,4,False,False,True,False,False,False,base_original
1500000,casa,Vila Velha,Santa Paula I,180,3,2,2,False,False,False,False,False,False,base_original
1600000,casa,Vila Velha,Santa Paula I,450,4,2,0,False,False,False,False,False,False,base_original
1600000,casa,Vila Velha,Santa Paula I,450,4,2,,False,False,False,False,False,False,base_original
1600000,casa,Vila Velha,Santa Paula I,450,4,2,0,False,False,False,False,False,False,base_original
1650000,casa,Vila Velha,Santa Paula I,450,4,3,2,False,False,True,False,False,False,base_original
1650000,casa,Vila Velha,Santa Paula I,375,4,5,4,False,True,False,False,False,False,base_original
1800000,casa,Vila Velha,Santa Paula I,168,3,4,3,True,True,True,False,False,False,base_original
2100000,casa,Vila Velha,Santa Paula I,294,4,3,4,False,True,True,False,False,False,base_original
