preco_venda,tipo_imovel,cidade,bairro,area_m2,quartos,banheiros,vagas,tem_suite,tem_piscina,tem_varanda,tem_lazer,tem_mobiliado,tem_elevador
680000,apartamento,Guarapari,Praia do Morro,70,2,2,1,False,False,True,False,False,True
800000,casa,Guarapari,Itapebussu,130,3,3,3,False,False,True,False,False,False
420000,apartamento,Guarapari,Praia do Morro,90,2,2,1,True,False,False,False,False,False
940000,apartamento,Guarapari,Praia do Morro,115,3,2,2,True,False,True,False,False,True
710000,casa,Guarapari,Enseada Azul,58,2,2,1,True,False,True,False,True,False
690000,apartamento,Guarapari,Centro,88,2,1,1,True,False,False,False,False,False
1100000,casa,Guarapari,São Judas Tadeu,135,3,5,2,True,True,True,True,False,False
780000,apartamento,Guarapari,Praia do Morro,80,2,1,2,False,False,False,False,False,False
650000,apartamento,Guarapari,Praia do Morro,85,2,1,1,True,False,False,False,False,False
700000,casa,Guarapari,Santa Mônica,110,3,3,1,True,False,True,False,False,False
1000000,apartamento,Guarapari,Centro,82,2,1,2,True,False,False,False,False,False
430000,apartamento,Guarapari,Praia do Morro,130,3,2,1,True,False,False,False,True,False
750000,apartamento,Guarapari,Centro,70,2,1,1,True,False,False,False,False,False
1000000,apartamento,Guarapari,Centro,94,3,1,1,True,False,False,False,False,False
1100000,apartamento,Guarapari,Praia do Morro,100,3,2,1,True,False,True,False,True,True
800000,apartamento,Guarapari,Praia do Morro,90,3,2,2,True,True,True,True,False,False
590000,apartamento,Guarapari,Praia do Morro,60,2,2,1,True,False,True,False,False,True
400000,apartamento,Guarapari,Praia do Morro,80,2,2,1,True,False,False,False,True,False
750000,apartamento,Guarapari,Praia do Morro,75,2,1,2,True,False,False,False,False,False
1500000,casa,Guarapari,Enseada Azul,400,4,5,3,True,False,False,False,False,False
650000,casa,Guarapari,Meaípe,300,4,2,4,False,True,True,False,True,False
790000,apartamento,Guarapari,Praia do Morro,76,2,1,1,True,True,True,True,True,True
950000,apartamento,Guarapari,Centro,78,2,1,2,False,False,False,False,False,False
750000,casa,Guarapari,Meaípe,271,3,3,2,True,False,False,False,False,False
750000,casa,Guarapari,Meaípe,271,3,3,2,True,False,False,False,False,False
950000,apartamento,Guarapari,Praia do Morro,74,2,2,1,True,True,True,True,False,True
690000,casa,Guarapari,Nova Guarapari,480,4,1,2,True,False,False,False,False,False
700000,apartamento,Guarapari,Praia do Morro,86,3,1,1,True,False,False,False,False,False
980000,apartamento,Guarapari,Praia do Morro,75,2,1,1,True,False,False,False,False,False
450000,apartamento,Guarapari,São Judas Tadeu,55,1,1,1,False,False,True,False,False,False
850000,casa,Guarapari,Praia do Morro,130,3,3,4,True,False,True,False,False,False
780000,apartamento,Guarapari,Enseada Azul,85,2,2,3,True,True,False,True,False,True
1600000,apartamento,Guarapari,Enseada Azul,100,2,3,2,True,False,False,False,False,False
2300000,apartamento,Guarapari,Praia do Morro,180,4,3,2,True,False,False,False,False,False
700000,apartamento,Guarapari,Centro,112,3,3,1,True,False,False,False,False,True
580000,apartamento,Guarapari,Praia do Morro,200,4,4,1,True,False,False,False,False,False
1490000,casa,Guarapari,Meaípe,170,4,4,2,True,True,True,False,False,False
275000,apartamento,Serra,Porto Canoa,52,2,1,1,False,False,False,False,False,False
330000,apartamento,Serra,Colina de Laranjeiras,51,2,2,1,True,False,False,False,False,False
350000,casa,Serra,Residencial Centro da Serra,172,2,2,2,True,False,False,False,False,False
230000,casa,Serra,Vista da Serra II,94,2,2,1,True,False,False,False,False,False
690000,casa,Serra,Planície da Serra,160,3,3,2,True,False,False,False,False,False
335000,casa,Serra,São Francisco,100,2,2,1,True,False,False,False,False,False
260000,apartamento,Serra,Praia da Baleia,45,2,1,1,False,True,False,True,False,False
330000,casa,Serra,Residencial Centro da Serra,120,2,2,1,False,False,False,False,False,False
235000,apartamento,Serra,Estância Monazítica,47,2,2,1,True,False,False,True,True,False
299900,apartamento,Serra,Bicanga,49,2,2,1,True,True,False,True,False,True
485000,apartamento,Serra,Colina de Laranjeiras,62,2,2,1,True,True,True,True,False,True
370000,apartamento,Serra,Jardim Limoeiro,61,3,2,1,True,True,False,True,False,True
349000,casa,Serra,São Francisco,150,2,2,1,False,False,False,False,False,False
560000,casa,Serra,Cidade Continental,270,4,3,3,True,False,False,False,False,False
450000,apartamento,Serra,Jardim Limoeiro,52,2,1,1,True,False,False,False,False,False
320000,casa,Serra,Boa Vista I,180,3,1,2,False,False,False,False,False,False
299000,apartamento,Serra,Valparaíso,59,2,1,2,False,False,False,False,False,False
205000,apartamento,Serra,Jardim Limoeiro,45,2,1,1,False,False,False,False,True,False
350000,casa,Serra,Campinho da Serra I,69,3,2,2,False,False,False,False,False,False
599000,casa,Serra,Parque Jacaraípe,300,3,2,3,True,False,False,False,False,False
290000,apartamento,Serra,Colina de Laranjeiras,48,2,1,1,False,True,False,True,False,False
490000,casa,Serra,Parque Jacaraípe,107,2,1,2,True,False,False,False,False,False
290000,casa,Serra,São Francisco,65,2,2,1,True,False,True,False,False,False
169000,apartamento,Serra,São Judas Tadeu,48,2,1,1,False,False,False,True,False,False
285000,apartamento,Serra,Jardim Limoeiro,45,2,1,1,False,False,False,False,False,False
285000,apartamento,Serra,Valparaíso,55,2,1,1,False,False,False,False,False,False
250000,casa,Serra,Divinópolis,130,2,2,1,False,False,False,False,False,False
240000,apartamento,Serra,São Patrício,50,2,1,1,False,False,False,False,False,False
310000,apartamento,Serra,Praia da Baleia,60,2,1,1,False,True,False,True,False,True
330000,casa,Serra,São Domingos,121,2,2,1,False,False,False,False,False,False
580000,apartamento,Serra,Colina de Laranjeiras,65,2,1,1,True,True,True,False,False,True
330000,apartamento,Serra,Colina de Laranjeiras,45,2,1,1,False,True,False,True,True,True
530000,apartamento,Serra,Valparaíso,62,2,1,1,True,True,False,True,False,True
289000,apartamento,Serra,Colina de Laranjeiras,47,2,1,1,False,True,False,True,False,False
420000,apartamento,Serra,Colina de Laranjeiras,55,2,2,1,True,False,False,False,False,False
315000,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False
400000,casa,Serra,Parque Jacaraípe,116,2,2,3,False,False,True,False,False,False
360000,casa,Serra,São Francisco,120,2,2,1,False,False,False,False,False,False
265000,casa,Serra,Alterosas,70,2,2,1,False,False,False,False,False,False
420000,apartamento,Serra,Morada de Laranjeiras,50,2,1,1,False,False,False,False,False,False
299000,apartamento,Serra,Vista da Serra II,56,2,1,2,False,False,False,False,False,False
290000,apartamento,Serra,Jardim Limoeiro,54,2,2,1,True,True,False,True,False,False
669000,apartamento,Serra,Morada de Laranjeiras,70,3,2,1,True,False,False,False,False,False
330000,casa,Serra,Praia de Capuba,60,2,1,1,False,False,False,False,False,False
330000,apartamento,Serra,Colina de Laranjeiras,48,2,1,1,False,False,False,False,False,False
485000,apartamento,Serra,Colina de Laranjeiras,62,2,2,1,True,True,True,True,False,True
320000,apartamento,Serra,Morada de Laranjeiras,46,2,1,1,False,False,False,False,False,False
360000,apartamento,Serra,Colina de Laranjeiras,52,2,1,1,False,False,True,False,False,False
590000,apartamento,Serra,Morada de Laranjeiras,70,3,1,1,True,True,False,True,False,True
290000,apartamento,Serra,Colina de Laranjeiras,48,2,1,1,False,False,False,False,False,False
280000,casa,Serra,Residencial Centro da Serra,170,3,1,1,False,False,False,False,False,False
300000,apartamento,Serra,Colina de Laranjeiras,54,2,1,1,False,False,False,False,False,False
290000,apartamento,Serra,Jardim Limoeiro,54,2,2,1,True,True,False,True,False,False
298000,casa,Serra,São Francisco,75,2,2,2,True,False,False,False,False,False
450000,casa,Serra,Residencial Centro da Serra,197,3,4,3,True,False,False,False,False,False
350000,casa,Serra,São Domingos,175,2,2,1,True,False,False,False,False,False
260000,apartamento,Serra,Colina de Laranjeiras,47,2,1,1,False,True,False,True,False,False
450000,apartamento,Serra,Jardim Limoeiro,55,2,2,1,True,False,False,False,False,False
610000,apartamento,Serra,Valparaíso,73,3,2,1,True,False,False,False,False,False
399900,apartamento,Serra,Morada de Laranjeiras,51,2,2,1,True,False,False,False,False,False
988998,casa,Serra,Morada de Laranjeiras,133,3,2,2,True,False,False,False,False,False
890000,casa,Serra,Enseada de Jacaraípe,259,3,4,4,True,False,False,False,False,False
599000,apartamento,Serra,Colina de Laranjeiras,72,2,1,1,True,True,True,False,False,False
590000,apartamento,Serra,Morada de Laranjeiras,69,3,1,1,True,True,True,False,False,True
450000,apartamento,Serra,Jardim Limoeiro,55,2,2,1,True,True,True,True,True,True
380000,apartamento,Serra,Colina de Laranjeiras,45,2,1,1,False,True,False,True,False,True
315000,apartamento,Serra,Colina de Laranjeiras,48,2,1,1,False,False,False,False,False,False
370000,apartamento,Serra,Jardim Tropical,49,2,1,1,False,False,False,False,False,False
598000,apartamento,Serra,São Francisco,75,2,3,1,True,False,False,False,False,False
359000,casa,Serra,Jardim Carapina,120,4,2,3,False,False,False,False,False,False
330000,casa,Serra,São Francisco,68,2,2,1,False,False,False,False,False,False
329900,apartamento,Serra,Jardim Limoeiro,51,2,2,1,True,True,False,True,False,True
334995,casa,Serra,São Francisco,73,2,3,2,True,False,False,False,False,False
430000,apartamento,Serra,Praia da Baleia,78,2,1,1,True,True,False,True,False,False
290000,apartamento,Serra,Colina de Laranjeiras,50,2,1,1,False,False,False,False,False,False
299000,casa,Serra,Planalto Serrano,57,2,2,2,True,False,False,False,False,False
799000,casa,Serra,Planície da Serra,120,3,2,3,True,False,False,False,False,False
399000,apartamento,Serra,Parque Residencial Laranjeiras,52,2,1,1,False,True,True,True,False,True
419997,casa,Serra,São Francisco,83,2,2,2,True,False,False,False,False,False
390000,casa,Serra,Residencial Jacaraípe,96,2,2,1,True,False,False,False,False,False
260000,apartamento,Serra,Castelândia,69,3,2,1,False,False,False,False,False,False
275000,apartamento,Serra,Colina de Laranjeiras,46,2,1,1,False,False,False,False,False,False
220000,apartamento,Serra,São Patrício,45,2,1,1,False,False,False,False,False,False
329998,casa,Serra,Praia de Capuba,60,2,1,1,False,False,False,False,False,False
279900,apartamento,Serra,Jardim Limoeiro,45,2,1,1,False,False,False,False,False,False
300001,apartamento,Serra,Valparaíso,59,2,1,2,False,False,False,False,False,False
699000,casa,Serra,Jardim Atlântico,106,3,3,3,True,False,True,False,False,False
287500,casa,Serra,Colina da Serra,125,2,1,1,True,False,False,False,False,False
670008,casa,Serra,Jardim Atlântico,114,3,2,2,True,False,False,False,False,False
550000,casa,Serra,das Laranjeiras,97,3,1,2,False,False,False,False,False,False
840000,casa,Serra,Planície da Serra,133,3,2,2,True,False,False,False,False,False
385000,apartamento,Serra,Colina de Laranjeiras,54,2,2,1,True,False,True,True,False,True
220000,apartamento,Serra,Jardim Limoeiro,48,2,1,1,False,False,False,False,False,False
330000,apartamento,Serra,Colina de Laranjeiras,45,2,1,1,False,False,False,False,False,False
255000,apartamento,Serra,São Patrício,48,2,1,1,False,True,False,False,False,False
690002,casa,Serra,Planície da Serra,145,3,3,2,True,False,False,False,False,False
530000,apartamento,Serra,Valparaíso,65,2,2,1,True,True,True,True,False,False
290000,apartamento,Serra,Praia da Baleia,44,2,1,1,False,True,False,True,False,True
550000,apartamento,Serra,Morada de Laranjeiras,70,3,2,1,True,True,False,True,False,True
720000,apartamento,Serra,Colina de Laranjeiras,85,3,2,2,True,False,True,True,False,True
260000,apartamento,Serra,Colina de Laranjeiras,45,2,1,1,False,False,False,False,False,False
299900,apartamento,Serra,Morada de Laranjeiras,47,2,1,1,False,False,False,False,False,False
310000,casa,Serra,Manguinhos,330,2,1,1,False,False,False,False,False,False
298000,casa,Serra,São Francisco,75,1,2,2,True,False,False,False,False,False
330009,casa,Serra,Praia de Capuba,60,2,1,1,False,False,False,False,False,False
218999,apartamento,Serra,Taquara I,47,2,1,1,False,False,False,False,False,False
259004,casa,Serra,Residencial Centro da Serra,60,2,1,1,False,False,False,False,False,False
299900,apartamento,Serra,Colina de Laranjeiras,45,2,1,1,False,True,False,True,False,False
925000,apartamento,Serra,Parque Residencial Laranjeiras,109,4,2,2,True,False,True,True,False,True
490000,casa,Serra,São Francisco,75,2,2,2,True,False,False,False,False,False
900000,casa,Serra,Colina de Laranjeiras,118,3,3,2,True,False,True,False,False,False
760000,casa,Serra,Planície da Serra,110,3,1,2,True,False,False,False,False,False
299007,casa,Serra,Enseada de Jacaraípe,75,2,2,2,False,False,False,False,False,False
329997,casa,Serra,Praia de Capuba,60,2,1,1,False,False,False,False,False,False
235000,apartamento,Serra,Estância Monazítica,47,2,2,1,True,False,False,False,False,False
265000,apartamento,Serra,Camará,48,2,1,1,False,True,False,True,False,False
215000,apartamento,Serra,Estância Monazítica,47,2,1,1,False,False,False,True,True,False
290000,apartamento,Serra,Jardim Limoeiro,54,2,2,0,True,False,False,False,False,False
360000,apartamento,Serra,Colina de Laranjeiras,49,2,1,1,False,True,True,True,False,True
329900,apartamento,Serra,Colina de Laranjeiras,45,2,1,1,False,False,False,False,False,False
289990,apartamento,Serra,Jardim Limoeiro,47,2,1,1,False,False,False,False,False,False
330000,apartamento,Serra,Colina de Laranjeiras,48,2,1,1,False,False,False,False,False,False
289991,apartamento,Serra,Praia da Baleia,63,3,1,1,False,False,False,False,False,False
530000,apartamento,Serra,Parque Residencial Laranjeiras,75,3,2,2,True,True,True,True,False,False
598000,casa,Serra,São Francisco,75,2,3,2,True,False,False,False,False,False
240000,apartamento,Serra,São Patrício,48,2,1,1,False,False,False,False,False,False
790000,casa,Serra,das Laranjeiras,220,4,1,5,False,False,True,False,False,False
475000,apartamento,Serra,Colina de Laranjeiras,48,2,1,1,False,False,False,False,False,False
330000,apartamento,Serra,Colina de Laranjeiras,45,2,1,1,False,False,False,False,False,False
310000,apartamento,Serra,Chácara Parreiral,50,2,1,1,False,True,True,True,False,True
298000,casa,Serra,São Francisco,75,2,2,2,True,False,False,False,False,False
287500,casa,Serra,Colina da Serra,50,2,1,2,True,False,False,False,False,False
310000,apartamento,Serra,Praia da Baleia,45,2,1,1,False,True,False,True,False,True
545000,casa,Serra,São Francisco,180,3,2,2,True,False,False,False,False,False
329999,apartamento,Serra,Colina de Laranjeiras,46,2,1,1,False,False,False,False,False,False
230000,apartamento,Serra,Jardim Atlântico,47,2,1,1,False,False,False,False,False,False
560000,apartamento,Serra,Colina de Laranjeiras,65,2,2,2,True,False,False,False,False,False
290000,apartamento,Serra,Colina de Laranjeiras,50,2,1,1,False,True,False,True,False,False
336000,apartamento,Serra,Colina de Laranjeiras,42,2,1,1,False,False,False,True,False,False
370000,apartamento,Serra,Colina de Laranjeiras,48,2,1,1,False,False,False,False,False,False
315000,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False
240000,apartamento,Serra,Residencial Centro da Serra,45,2,1,1,False,True,False,True,False,False
249999,apartamento,Serra,Jardim Atlântico,45,2,1,1,False,False,False,False,False,False
450000,casa,Serra,Feu Rosa,170,4,2,2,True,False,True,False,False,False
550000,casa,Serra,Lagoa de Jacaraípe,160,2,4,4,True,False,False,False,False,False
499000,apartamento,Serra,Praia da Baleia,78,3,1,2,True,True,False,True,False,True
295000,apartamento,Serra,Jardim Limoeiro,47,2,1,1,False,True,True,True,False,True
290000,apartamento,Serra,Colina de Laranjeiras,48,2,1,1,False,True,False,True,False,False
750000,casa,Serra,Morada de Laranjeiras,145,3,3,2,True,True,False,True,False,False
290000,apartamento,Serra,Jardim Limoeiro,54,2,2,0,True,True,False,True,False,False
220000,apartamento,Serra,Castelândia,49,2,1,2,False,False,False,False,False,False
460000,apartamento,Serra,Valparaíso,55,2,2,1,True,False,False,False,False,False
255000,apartamento,Serra,São Patrício,48,2,1,1,False,True,False,False,False,False
320000,apartamento,Serra,Colina de Laranjeiras,50,2,1,1,False,True,True,False,False,True
220000,apartamento,Serra,Castelândia,49,2,1,1,False,False,False,False,False,False
170000,apartamento,Serra,São Judas Tadeu,43,2,1,1,False,False,False,False,False,False
840000,casa,Serra,Planície da Serra,133,3,2,2,True,False,False,False,False,False
380000,apartamento,Serra,Colina de Laranjeiras,47,2,1,1,False,True,False,True,False,True
420000,apartamento,Serra,Colina de Laranjeiras,80,2,2,1,True,True,True,True,False,True
320000,apartamento,Serra,Colina de Laranjeiras,47,2,1,1,True,True,True,False,False,True
350000,casa,Serra,Feu Rosa,110,3,2,4,False,False,False,False,False,False
430000,apartamento,Serra,Praia da Baleia,68,2,1,1,True,True,False,True,False,False
340000,casa,Serra,Residencial Jacaraípe,97,3,2,2,True,False,False,False,False,False
300000,apartamento,Serra,Colina de Laranjeiras,45,2,1,1,False,True,False,True,False,False
240000,apartamento,Serra,Residencial Centro da Serra,45,2,1,1,False,True,False,True,True,True
450000,apartamento,Serra,Jardim Limoeiro,55,2,2,1,True,True,True,True,False,True
1380000,casa,Serra,Morada de Laranjeiras,105,3,2,3,True,False,False,False,False,False
234999,apartamento,Serra,Planície da Serra,44,2,2,1,True,False,False,False,False,False
290000,apartamento,Serra,Praia da Baleia,44,2,1,1,False,False,False,False,False,False
260000,casa,Serra,Parque das Gaivotas,290,2,1,1,False,False,True,False,False,False
600000,apartamento,Serra,Colina de Laranjeiras,93,2,2,1,True,True,False,True,False,True
220000,apartamento,Serra,Conjunto Jacaraípe,49,2,1,1,False,False,False,True,False,False
435000,casa,Serra,das Laranjeiras,80,2,2,2,True,False,False,False,False,False
299000,apartamento,Serra,Valparaíso,58,2,1,1,False,False,False,False,False,False
320000,apartamento,Serra,Jardim Limoeiro,47,2,1,1,False,False,False,False,False,False
279900,apartamento,Serra,Jardim Limoeiro,47,2,1,1,False,True,False,True,False,False
880008,casa,Serra,Planície da Serra,136,3,2,2,True,False,False,False,False,False
260000,apartamento,Serra,Castelândia,69,3,2,1,False,False,False,False,False,False
550000,apartamento,Serra,Morada de Laranjeiras,70,3,1,1,False,True,True,True,False,True
780000,casa,Serra,Planície da Serra,138,3,1,2,True,False,False,False,False,False
299900,apartamento,Serra,Colina de Laranjeiras,45,2,1,0,False,True,False,True,False,False
330000,casa,Serra,São Francisco,68,2,2,1,False,False,False,False,False,False
349002,casa,Serra,Campinho da Serra I,70,3,2,1,True,False,False,False,False,False
400000,apartamento,Serra,Planalto de Carapina,51,2,2,1,True,True,True,False,False,True
290000,apartamento,Serra,Jardim Limoeiro,47,2,2,1,True,True,False,True,False,False
260000,apartamento,Serra,Colina de Laranjeiras,45,2,1,1,False,False,False,False,False,False
285000,apartamento,Serra,Valparaíso,56,2,1,1,False,False,False,True,False,False
340000,apartamento,Serra,Valparaíso,65,3,1,1,False,False,False,True,False,False
275000,apartamento,Serra,Colina de Laranjeiras,46,2,1,1,False,False,False,False,False,False
280000,apartamento,Serra,Jardim Limoeiro,50,2,2,1,True,True,False,False,False,True
350000,apartamento,Serra,Ourimar,53,2,1,1,False,False,False,False,False,False
749000,casa,Serra,Praia da Baleia,140,3,3,2,True,False,True,True,False,False
299000,apartamento,Serra,Valparaíso,56,2,1,2,False,False,False,True,False,False
840000,casa,Serra,Planície da Serra,133,3,2,2,True,False,False,False,False,False
363000,apartamento,Serra,Jardim Limoeiro,57,2,1,1,False,True,False,True,False,True
290000,apartamento,Serra,Praia da Baleia,44,2,1,1,False,True,False,True,False,False
235000,apartamento,Serra,Jardim Limoeiro,47,2,1,1,False,False,False,True,False,False
550000,apartamento,Serra,Morada de Laranjeiras,70,3,1,1,False,True,False,True,True,True
420000,apartamento,Serra,Colina de Laranjeiras,80,2,2,1,False,False,False,False,False,False
390000,casa,Serra,Nova Carapina I,170,5,2,3,True,False,False,False,False,False
329992,casa,Serra,Praia de Capuba,60,2,1,1,False,False,False,False,False,False
600000,casa,Serra,Alterosas,105,3,3,4,True,False,True,False,False,False
300000,apartamento,Serra,Morada de Laranjeiras,52,2,1,1,False,True,False,True,False,True
250000,apartamento,Serra,Jardim Limoeiro,45,2,1,1,False,False,False,False,False,False
550000,casa,Serra,Nova Carapina I,60,2,1,2,False,False,True,False,False,False
259008,casa,Serra,Residencial Centro da Serra,60,2,1,1,False,False,False,False,False,False
287500,casa,Serra,Colina da Serra,50,2,1,2,True,False,False,False,False,False
1100000,casa,Serra,Parque Jacaraípe,133,3,2,2,True,False,False,False,False,False
530000,apartamento,Serra,Valparaíso,65,3,2,1,True,False,False,True,False,True
925000,apartamento,Serra,Santa Luzia,109,4,3,2,True,True,True,True,False,True
349000,casa,Serra,Campinho da Serra I,69,3,2,2,False,False,False,False,False,False
599999,apartamento,Serra,Parque Residencial Laranjeiras,65,2,1,1,True,False,False,True,False,True
285000,apartamento,Serra,Residencial Vista do Mestre,45,2,1,1,False,False,False,False,False,False
385000,apartamento,Serra,Parque Residencial Laranjeiras,53,2,2,1,True,True,True,False,False,True
990000,casa,Serra,Morada de Laranjeiras,185,3,4,2,True,False,True,False,False,False
450000,apartamento,Serra,Jardim Limoeiro,55,2,2,1,True,True,True,True,False,True
315000,apartamento,Serra,Colina de Laranjeiras,48,2,1,1,False,False,False,False,False,False
376000,casa,Serra,Residencial Jacaraípe,75,2,1,1,True,False,True,False,False,False
290000,apartamento,Serra,Jardim Limoeiro,54,2,1,1,True,True,False,True,False,False
349009,casa,Serra,Enseada de Jacaraípe,58,2,1,2,False,False,False,False,False,False
245000,apartamento,Serra,Ourimar,44,2,1,1,False,True,False,True,False,True
295000,apartamento,Serra,Colina de Laranjeiras,45,2,1,1,False,False,False,False,False,False
320000,apartamento,Serra,Morada de Laranjeiras,49,2,1,1,False,False,False,False,False,False
500000,apartamento,Serra,Colina de Laranjeiras,57,2,1,1,True,True,False,True,False,False
600000,casa,Serra,Colina de Laranjeiras,120,3,2,2,True,False,False,False,False,False
850000,casa,Serra,Portal de Jacaraípe,74,3,2,3,True,False,True,False,False,False
749000,casa,Serra,Planície da Serra,200,4,3,3,True,False,False,False,False,False
220000,apartamento,Serra,Castelândia,49,2,1,1,False,False,False,False,False,False
275000,apartamento,Serra,Colina de Laranjeiras,46,2,1,1,False,True,False,True,False,False
360000,apartamento,Serra,Morada de Laranjeiras,46,2,1,1,False,True,True,True,False,True
430000,apartamento,Serra,Praia da Baleia,78,2,1,1,True,True,False,True,False,True
275000,apartamento,Serra,Colina de Laranjeiras,48,2,1,1,False,True,False,True,False,False
220000,apartamento,Serra,São Patrício,45,2,1,1,False,True,False,True,False,False
310000,apartamento,Serra,Jardim Limoeiro,52,2,1,1,False,False,False,True,False,False
245000,apartamento,Serra,Conjunto Jacaraípe,80,3,2,1,False,False,False,False,False,False
530000,apartamento,Serra,Parque Residencial Laranjeiras,75,3,2,2,True,True,True,True,True,True
500000,casa,Serra,Enseada de Jacaraípe,150,3,2,1,True,False,False,False,False,False
350000,apartamento,Serra,Colina de Laranjeiras,52,2,2,1,True,False,False,False,False,False
315000,apartamento,Serra,Jardim Limoeiro,45,2,1,1,False,True,False,True,False,True
310000,apartamento,Serra,Jardim Limoeiro,52,2,1,1,False,True,False,True,False,True
450000,casa,Serra,Costa Bela,80,3,2,1,True,False,False,False,False,False
649994,casa,Serra,São Francisco,105,3,3,2,True,False,False,False,False,False
265000,apartamento,Serra,Castelândia,70,3,1,1,False,False,False,False,False,False
320000,apartamento,Serra,Morada de Laranjeiras,45,2,1,1,False,False,False,False,False,False
420000,apartamento,Serra,Colina de Laranjeiras,65,3,1,1,False,True,False,True,False,True
290000,apartamento,Serra,Colina de Laranjeiras,48,2,1,1,False,True,False,True,False,False
560000,casa,Serra,Morada de Laranjeiras,80,2,2,2,True,False,False,False,False,False
490000,apartamento,Serra,São Francisco,75,2,2,1,True,False,False,False,False,False
260000,apartamento,Serra,Colina de Laranjeiras,47,2,1,1,False,False,False,False,False,False
695000,casa,Serra,Planície da Serra,135,3,2,2,True,False,False,False,False,False
270000,apartamento,Serra,São Diogo II,48,2,1,1,False,True,False,True,False,False
299900,apartamento,Serra,São Diogo II,45,2,1,1,False,False,False,False,False,False
1380000,casa,Serra,Morada de Laranjeiras,105,3,3,3,True,False,False,False,False,False
650000,casa,Serra,Jardim Atlântico,100,3,2,1,True,False,False,False,False,False
385000,apartamento,Serra,Colina de Laranjeiras,50,2,1,1,False,False,False,False,False,False
600000,casa,Serra,Colina de Laranjeiras,120,3,2,2,True,False,False,False,False,False
245000,apartamento,Serra,Balneário de Carapebus,45,2,1,1,True,False,False,False,False,False
260000,apartamento,Serra,Castelândia,69,3,2,1,False,False,False,False,False,False
280000,apartamento,Serra,Jardim Limoeiro,44,2,1,1,False,False,True,True,False,False
275000,apartamento,Serra,Colina de Laranjeiras,47,2,1,1,False,True,False,True,False,False
290000,apartamento,Serra,Jardim Limoeiro,47,2,2,1,True,False,False,False,False,False
349005,casa,Serra,Campinho da Serra I,70,3,2,1,True,False,False,False,False,False
490000,casa,Serra,Parque Jacaraípe,107,2,1,2,True,False,False,False,False,False
275000,apartamento,Serra,Colina de Laranjeiras,47,2,1,1,False,False,False,False,False,False
289900,apartamento,Serra,Jardim Limoeiro,45,2,1,1,False,False,False,False,False,False
600000,apartamento,Serra,Colina de Laranjeiras,93,2,2,1,True,True,True,True,True,True
315000,apartamento,Serra,Jardim Limoeiro,45,2,1,1,False,False,False,False,False,False
300000,apartamento,Serra,Colina de Laranjeiras,47,2,1,1,False,False,False,False,False,False
370000,apartamento,Serra,Jardim Tropical,49,2,1,1,False,False,False,False,False,False
250000,apartamento,Serra,Jardim Atlântico,47,2,1,1,False,True,False,True,False,False
330000,apartamento,Serra,Jardim Limoeiro,50,2,1,1,False,True,True,True,False,True
250000,apartamento,Serra,Morada de Laranjeiras,45,2,1,1,False,False,False,False,False,False
599999,apartamento,Serra,Colina de Laranjeiras,65,2,1,1,True,True,False,True,False,True
739000,casa,Serra,Parque Residencial Mestre Álvaro,230,3,1,2,True,False,False,False,False,False
299999,apartamento,Serra,Jardim Limoeiro,45,2,1,1,False,False,False,False,False,False
340000,apartamento,Serra,Valparaíso,65,3,1,1,False,False,False,False,False,False
899000,casa,Serra,Parque Residencial Laranjeiras,270,3,3,3,False,True,True,False,False,False
370000,apartamento,Serra,Colina de Laranjeiras,47,2,1,1,False,False,False,False,False,False
240000,apartamento,Serra,Estância Monazítica,49,2,1,1,True,False,False,True,False,False
310000,apartamento,Serra,Praia da Baleia,50,2,1,1,False,True,True,True,False,True
315000,apartamento,Serra,Ourimar,49,2,1,1,False,False,False,False,False,False
1100000,casa,Serra,Morada de Laranjeiras,140,3,2,2,True,False,False,False,False,False
340000,apartamento,Serra,Valparaíso,65,3,1,1,False,False,False,True,False,False
300000,apartamento,Serra,Morada de Laranjeiras,52,2,1,1,False,True,False,True,False,True
260000,apartamento,Serra,Colina de Laranjeiras,45,2,1,1,False,True,False,True,False,False
475000,apartamento,Serra,Colina de Laranjeiras,48,2,1,1,False,False,False,False,False,False
590000,apartamento,Serra,Jardim Limoeiro,67,2,2,1,True,False,False,False,False,False
580000,casa,Serra,São Francisco,104,3,2,2,True,False,False,False,False,False
997000,casa,Serra,Colina de Laranjeiras,137,3,2,2,True,False,False,False,False,False
420000,apartamento,Serra,Morada de Laranjeiras,50,2,1,1,False,False,False,False,False,False
830000,casa,Serra,Planície da Serra,120,3,2,1,True,False,False,False,False,False
800000,casa,Serra,Jardim Atlântico,180,5,3,3,True,False,True,False,False,False
600000,casa,Serra,Colina de Laranjeiras,100,3,2,2,True,False,False,False,False,False
265000,apartamento,Serra,Castelândia,80,3,2,1,False,False,False,True,False,False
265000,apartamento,Serra,Camará,48,2,1,1,False,True,False,True,False,True
285000,apartamento,Serra,Jardim Limoeiro,48,2,1,1,False,True,False,True,False,False
1980007,casa,Serra,Manguinhos,172,3,4,2,True,False,False,False,False,False
390000,apartamento,Serra,Colina de Laranjeiras,55,2,1,1,False,False,False,False,False,False
599999,apartamento,Serra,Colina de Laranjeiras,65,2,1,1,True,False,False,False,False,False
