preco_venda,tipo_imovel,cidade,bairro,area_m2,quartos,banheiros,vagas,tem_suite,tem_piscina,tem_varanda,tem_lazer,tem_mobiliado,tem_elevador
850000,apartamento,Guarapari,Centro,90,3,2,2,False,False,False,False,False,False
480000,apartamento,Guarapari,Praia do Morro,60,2,2,1,True,False,False,False,False,True
690000,apartamento,Guarapari,Praia do Morro,77,2,2,2,False,True,True,False,False,True
860000,apartamento,Guarapari,Praia do Morro,80,2,2,1,False,False,False,False,False,False
854197,apartamento,Guarapari,Enseada Azul,85,2,2,1,False,True,False,True,False,True
500000,apartamento,Guarapari,Praia do Morro,74,2,2,1,True,False,True,False,False,True
550000,apartamento,Guarapari,Centro,48,1,1,1,False,False,False,False,False,False
776033,apartamento,Guarapari,Praia do Morro,70,2,2,1,False,True,True,False,False,True
480000,apartamento,Guarapari,Praia do Morro,78,2,1,1,False,False,False,False,False,False
800000,apartamento,Guarapari,Praia do Morro,78,2,1,1,False,False,False,False,False,False
900000,apartamento,Guarapari,Centro,90,3,3,1,True,False,False,False,False,False
1100000,apartamento,Guarapari,Centro,130,3,1,1,False,False,False,False,False,False
620000,apartamento,Guarapari,Praia do Morro,86,2,1,2,True,False,True,False,True,False
579000,casa,Guarapari,Comunidade Urbana de Reta Grande,115,2,2,3,True,False,True,False,False,False
550000,apartamento,Guarapari,Centro,89,2,1,1,False,False,False,False,False,False
900000,apartamento,Guarapari,Centro,110,3,1,1,True,False,False,False,False,False
1390000,apartamento,Guarapari,Praia do Morro,110,3,3,2,True,False,False,False,False,False
530000,apartamento,Guarapari,Centro,75,2,2,1,True,False,True,True,True,True
530000,apartamento,Guarapari,Praia do Morro,110,2,2,1,True,False,True,False,False,False
822900,apartamento,Guarapari,Centro,66,2,2,2,True,False,False,False,False,False
750000,apartamento,Guarapari,Centro,130,2,3,1,True,False,False,False,False,False
650000,apartamento,Guarapari,Enseada Azul,72,2,1,1,True,False,False,False,False,False
450000,apartamento,Guarapari,São Judas Tadeu,88,2,1,1,True,False,False,False,False,False
630000,apartamento,Guarapari,Centro,90,2,1,1,True,False,False,False,False,False
950000,apartamento,Guarapari,Praia do Morro,100,3,1,2,True,False,False,False,False,False
580000,apartamento,Guarapari,Nova Guarapari,65,3,1,1,False,True,True,True,True,False
1490000,apartamento,Guarapari,Praia do Morro,145,4,2,3,True,False,False,False,False,False
770000,apartamento,Guarapari,Praia do Morro,64,2,3,2,True,False,False,False,False,False
750000,apartamento,Guarapari,Enseada Azul,75,2,1,1,True,False,False,False,False,False
530000,apartamento,Guarapari,Centro,87,2,1,1,False,False,False,False,False,False
600000,casa,Guarapari,Ipiranga,253,3,3,3,True,False,False,False,True,True
680000,apartamento,Guarapari,Centro,88,3,1,1,True,False,False,False,False,False
700000,apartamento,Guarapari,Centro,75,2,2,1,True,False,False,False,True,False
1150000,apartamento,Guarapari,Centro,100,3,1,1,False,False,False,False,False,False
570000,apartamento,Guarapari,Praia do Morro,75,3,2,1,False,False,False,True,True,True
740000,apartamento,Guarapari,Portal,110,3,2,1,True,False,False,False,False,False
188007,apartamento,Guarapari,Praia do Morro,50,2,1,1,False,False,True,False,False,False
650000,apartamento,Guarapari,Centro,85,2,1,1,True,False,False,False,False,False
280000,apartamento,Guarapari,Praia do Morro,60,2,1,1,False,False,False,False,False,False
740000,apartamento,Guarapari,São Judas Tadeu,84,2,1,2,True,False,True,False,False,False
470000,apartamento,Guarapari,Praia do Morro,70,2,2,1,True,False,False,False,True,True
748000,apartamento,Guarapari,Praia do Morro,74,2,2,1,True,False,True,False,False,False
830000,apartamento,Guarapari,Centro,130,3,3,2,True,False,False,False,False,False
620000,apartamento,Guarapari,Praia do Morro,75,3,2,1,True,True,True,True,True,True
480000,apartamento,Guarapari,Santa Mônica,200,3,1,1,False,False,False,False,False,False
440000,apartamento,Guarapari,Praia do Morro,70,2,2,1,True,False,False,False,False,False
490000,apartamento,Guarapari,Praia do Morro,68,2,2,1,True,False,False,False,False,True
762800,apartamento,Guarapari,Nova Guarapari,66,2,2,1,False,True,True,False,False,True
520000,apartamento,Guarapari,Praia do Morro,70,2,1,1,True,False,False,False,False,False
870000,apartamento,Guarapari,Praia do Morro,125,3,3,1,True,False,False,False,False,False
830000,apartamento,Guarapari,Praia do Morro,75,2,1,1,True,True,False,True,False,True
750000,apartamento,Guarapari,Centro,110,3,2,2,False,False,False,False,False,False
1600000,apartamento,Guarapari,Praia do Morro,105,3,2,2,True,False,False,False,False,False
900000,apartamento,Guarapari,Praia do Morro,90,3,1,1,True,False,False,False,False,False
695000,apartamento,Guarapari,Praia do Morro,65,2,2,1,True,False,False,False,False,False
550000,apartamento,Guarapari,Centro,97,2,3,1,False,False,False,False,False,False
750000,apartamento,Guarapari,Centro,106,3,1,1,True,False,False,False,False,False
700000,apartamento,Guarapari,Enseada Azul,160,2,3,2,True,True,True,False,True,True
700000,apartamento,Guarapari,Centro,70,2,2,1,True,False,False,False,False,False
950000,apartamento,Guarapari,Praia do Morro,104,4,3,1,False,False,False,False,False,False
730000,apartamento,Guarapari,Praia do Morro,72,2,2,1,True,True,True,True,True,True
750000,casa,Guarapari,São Judas Tadeu,235,4,1,4,True,False,False,False,False,False
390000,apartamento,Guarapari,Praia do Morro,50,1,1,1,False,False,False,False,False,True
1300000,apartamento,Guarapari,Centro,100,2,2,2,True,False,False,False,False,False
500000,apartamento,Guarapari,Praia do Morro,70,1,1,1,False,True,False,False,False,True
480000,apartamento,Guarapari,Praia do Morro,70,2,2,1,True,False,False,False,False,False
650000,apartamento,Guarapari,Centro,94,2,3,1,True,False,True,False,True,False
760000,casa,Guarapari,Meaípe,174,3,3,2,True,False,False,False,False,False
500000,apartamento,Guarapari,Praia do Morro,110,2,2,1,True,False,True,False,True,False
650000,apartamento,Guarapari,Centro,65,2,2,1,False,False,False,False,False,True
850000,casa,Guarapari,Ipiranga,292,3,4,4,True,False,True,False,False,False
795000,apartamento,Guarapari,Praia do Morro,116,4,3,1,False,False,True,True,True,True
850000,apartamento,Guarapari,São Judas Tadeu,80,2,1,1,False,False,False,False,False,False
1089600,apartamento,Guarapari,Praia do Morro,106,3,2,2,True,True,True,True,False,True
450000,apartamento,Guarapari,Praia do Morro,68,2,1,1,True,False,True,False,True,False
680000,apartamento,Guarapari,Centro,72,2,2,1,True,True,True,True,False,True
525000,apartamento,Guarapari,Centro,101,2,2,1,True,False,True,False,False,False
860000,apartamento,Guarapari,Praia do Morro,69,2,2,1,True,True,True,True,True,True
1080000,apartamento,Guarapari,Praia do Morro,125,3,2,2,True,False,False,False,False,False
980000,apartamento,Guarapari,Ipiranga,90,3,2,1,True,False,False,False,False,False
699000,apartamento,Guarapari,Centro,68,2,1,1,True,False,True,False,False,False
1000000,apartamento,Guarapari,Centro,67,3,1,2,True,False,False,False,False,False
750000,apartamento,Guarapari,Praia do Morro,80,2,1,1,False,False,False,False,False,False
860000,apartamento,Guarapari,Praia do Morro,74,2,2,1,True,True,True,False,False,True
375000,apartamento,Guarapari,Pontal de Santa Mônica,68,1,2,1,False,False,False,False,False,False
1100000,apartamento,Guarapari,Centro,135,3,3,3,True,True,True,True,False,True
650000,apartamento,Guarapari,Praia do Morro,85,3,3,1,True,False,False,False,False,True
800000,apartamento,Guarapari,Praia do Morro,80,3,2,2,True,False,False,False,False,False
550000,apartamento,Guarapari,Centro,97,2,3,1,True,False,False,False,False,True
750000,casa,Guarapari,Setiba,120,3,3,3,True,False,True,False,True,False
750000,apartamento,Guarapari,Praia do Morro,70,2,2,1,True,False,False,False,True,False
1300000,apartamento,Guarapari,Centro,120,3,1,1,True,False,False,False,False,False
650000,apartamento,Guarapari,Praia do Morro,69,2,2,1,True,True,True,True,False,True
700000,apartamento,Guarapari,Centro,78,2,1,1,True,False,False,False,False,False
530000,apartamento,Guarapari,Centro,70,2,1,1,True,False,False,False,False,True
1304100,apartamento,Guarapari,Praia do Morro,200,3,2,1,False,False,False,False,False,False
1410000,apartamento,Guarapari,Jardim Boa Vista,200,4,3,4,True,False,False,False,False,False
1350000,apartamento,Guarapari,Praia do Morro,126,3,2,2,True,False,False,False,False,False
600000,apartamento,Guarapari,Praia do Morro,69,2,2,1,False,False,True,False,False,True
781394,apartamento,Guarapari,Praia do Morro,78,2,2,2,True,True,True,False,False,True
510000,apartamento,Guarapari,Centro,90,2,2,1,False,False,False,False,False,False
700000,apartamento,Guarapari,Praia do Morro,100,3,1,2,True,False,False,False,False,False
450000,apartamento,Guarapari,Ipiranga,88,3,1,1,True,False,False,False,False,False
1400000,apartamento,Guarapari,Praia do Morro,107,3,2,2,True,True,True,False,True,True
1800000,apartamento,Guarapari,Centro,130,3,2,2,True,True,False,True,False,True
630000,apartamento,Guarapari,Centro,90,2,1,1,False,False,False,False,False,True
1300000,apartamento,Guarapari,Centro,180,4,4,2,True,False,False,False,False,False
850000,apartamento,Guarapari,Centro,71,2,2,1,True,False,False,False,False,False
520000,apartamento,Guarapari,Praia do Morro,95,2,2,1,True,False,False,False,False,True
525000,apartamento,Guarapari,Praia do Morro,95,3,3,2,True,False,False,False,False,False
1350000,apartamento,Guarapari,Praia do Morro,100,3,2,2,True,True,False,False,False,True
600000,casa,Guarapari,Ipiranga,96,2,2,3,True,False,False,False,False,False
1000000,apartamento,Guarapari,Praia do Morro,430,3,1,2,True,False,False,False,False,False
850000,apartamento,Guarapari,Centro,137,3,1,1,True,False,False,False,True,False
730000,apartamento,Guarapari,Centro,115,2,3,1,True,False,True,False,False,True
950000,apartamento,Guarapari,Praia do Morro,98,3,2,2,False,False,True,False,False,False
1390000,casa,Guarapari,Nova Guarapari,250,3,3,4,True,False,False,False,False,False
400000,apartamento,Guarapari,Centro,54,1,1,1,False,False,False,False,False,False
850000,apartamento,Guarapari,Praia do Morro,100,3,1,2,True,False,False,False,False,False
900000,apartamento,Guarapari,Praia do Morro,120,3,1,2,True,False,False,False,False,False
850000,apartamento,Guarapari,Praia do Morro,240,4,1,1,False,False,False,False,False,False
760000,apartamento,Guarapari,Praia do Morro,60,2,1,1,True,True,False,False,False,False
3100000,apartamento,Guarapari,Centro,250,4,5,3,True,True,True,True,False,True
730000,apartamento,Guarapari,Praia do Morro,110,3,3,1,False,False,False,False,False,True
645000,apartamento,Guarapari,Praia do Morro,88,2,1,1,True,False,False,False,False,False
800000,apartamento,Guarapari,Centro,97,3,2,1,True,False,False,False,False,False
920000,apartamento,Guarapari,Praia do Morro,90,3,3,1,True,False,True,False,False,False
860000,apartamento,Guarapari,Praia do Morro,95,3,2,1,True,False,False,True,False,True
550000,apartamento,Guarapari,Praia do Morro,110,3,3,1,True,False,False,False,False,False
815000,apartamento,Guarapari,Praia do Morro,90,2,2,1,False,True,False,True,False,True
525000,apartamento,Guarapari,Praia do Morro,65,2,1,1,True,False,True,False,True,True
798000,casa,Guarapari,Santa Mônica,180,3,4,2,True,False,False,False,False,False
420000,apartamento,Guarapari,Centro,68,2,1,1,False,False,False,False,False,False
1600000,apartamento,Guarapari,Enseada Azul,99,3,2,2,True,True,False,True,True,True
1050000,apartamento,Guarapari,Praia do Morro,65,2,1,1,True,False,True,False,True,False
595000,apartamento,Guarapari,Praia do Morro,90,2,2,1,True,True,True,False,True,True
650000,apartamento,Guarapari,Centro,90,2,1,1,True,False,False,False,False,False
490000,apartamento,Guarapari,Nova Guarapari,62,2,2,1,True,True,False,True,True,False
690000,apartamento,Guarapari,Praia do Morro,98,2,2,1,True,False,False,False,False,False
495000,apartamento,Guarapari,Praia do Morro,120,3,3,1,True,False,True,False,True,False
580000,apartamento,Guarapari,Praia do Morro,85,2,1,2,True,False,False,False,False,False
1800000,apartamento,Guarapari,Enseada Azul,125,3,1,2,True,False,False,False,False,False
820000,casa,Guarapari,Village do Sol,240,4,4,5,True,True,True,False,False,False
950000,apartamento,Guarapari,São Judas Tadeu,83,2,1,1,True,False,False,False,False,False
800000,apartamento,Guarapari,Praia do Morro,180,4,4,2,True,False,False,False,False,False
900000,apartamento,Guarapari,Praia do Morro,99,3,1,2,True,False,True,False,False,False
850000,apartamento,Guarapari,Centro,122,3,1,1,True,False,False,False,False,False
720000,apartamento,Guarapari,São Judas Tadeu,120,3,2,1,False,False,False,False,False,False
900000,apartamento,Guarapari,Praia do Morro,110,3,2,1,True,False,False,False,False,True
1100000,apartamento,Guarapari,Praia do Morro,150,3,1,1,True,False,False,False,False,False
750000,apartamento,Guarapari,Praia do Morro,80,2,1,2,True,True,False,True,False,False
350000,apartamento,Guarapari,Praia do Morro,50,1,1,1,False,False,False,False,False,False
680000,apartamento,Guarapari,Centro,78,2,1,1,True,False,False,False,False,False
390000,casa,Guarapari,Paturá,144,3,2,3,True,False,True,False,False,False
865000,apartamento,Guarapari,Praia do Morro,84,2,2,1,False,False,False,False,True,True
785952,apartamento,Guarapari,Praia do Morro,100,3,2,1,False,True,False,True,False,True
470000,apartamento,Guarapari,Praia do Morro,75,2,2,1,True,False,True,False,True,True
550000,casa,Guarapari,Santa Mônica,110,3,2,2,True,False,False,False,False,False
680000,apartamento,Guarapari,Centro,68,2,2,1,True,False,False,False,False,False
980000,apartamento,Guarapari,Praia do Morro,135,3,1,2,True,False,False,False,False,False
850000,casa,Guarapari,Meaípe,182,3,3,3,True,False,True,False,False,False
680000,apartamento,Guarapari,Enseada Azul,70,2,1,1,False,False,False,False,False,False
700000,apartamento,Guarapari,Centro,78,2,2,1,True,False,False,False,False,True
630000,casa,Guarapari,Santa Mônica,114,3,2,2,True,False,False,False,False,False
380000,apartamento,Guarapari,Praia do Morro,60,2,1,1,True,False,False,False,False,False
620000,apartamento,Guarapari,Praia do Morro,80,2,2,1,False,False,False,False,False,False
690000,apartamento,Guarapari,Praia do Morro,84,2,1,1,True,False,False,False,False,False
450000,apartamento,Guarapari,Praia do Morro,147,3,3,1,True,False,False,False,False,False
700000,apartamento,Guarapari,Ipiranga,122,2,1,1,True,False,False,False,False,False
720000,apartamento,Guarapari,Praia do Morro,79,2,3,2,False,False,True,True,False,True
1577720,apartamento,Guarapari,Praia do Morro,101,3,2,2,False,False,False,False,False,False
680000,apartamento,Guarapari,Centro,150,3,2,1,True,False,True,False,False,True
420000,apartamento,Guarapari,Praia do Morro,70,2,1,1,True,False,False,False,False,False
700000,apartamento,Guarapari,Praia do Morro,78,2,2,1,True,False,False,False,False,True
600000,apartamento,Guarapari,Praia do Morro,97,3,3,1,True,False,False,False,False,False
2000000,apartamento,Guarapari,Enseada Azul,137,4,4,3,True,True,True,False,False,False
198000,casa,Guarapari,Santa Mônica,80,2,2,3,False,True,False,False,True,False
890000,apartamento,Guarapari,Praia do Morro,105,3,2,1,False,False,True,False,False,True
1450000,apartamento,Guarapari,Centro,100,3,2,2,True,False,False,False,False,False
630000,casa,Guarapari,Perocão,149,3,2,1,True,False,False,False,True,True
400000,apartamento,Guarapari,Praia do Morro,64,2,2,1,False,False,False,False,False,False
820000,apartamento,Guarapari,Centro,145,3,1,1,True,False,False,False,False,False
750000,apartamento,Guarapari,Centro,77,2,3,2,True,False,False,False,False,True
600000,apartamento,Guarapari,Enseada Azul,70,2,1,1,True,False,False,False,False,False
865000,apartamento,Guarapari,Praia do Morro,95,3,2,1,True,False,True,False,False,True
550000,casa,Guarapari,Kubitschek,313,5,4,1,False,False,False,False,False,False
620000,apartamento,Guarapari,Centro,84,2,1,1,False,False,False,False,False,False
1700000,apartamento,Guarapari,Centro,230,3,3,2,True,False,False,False,False,False
750000,apartamento,Guarapari,Centro,88,2,1,2,False,False,False,False,False,False
950000,apartamento,Guarapari,Centro,80,2,1,1,False,False,False,False,False,False
800000,apartamento,Guarapari,Praia do Morro,200,5,1,2,False,False,False,False,False,False
550000,apartamento,Guarapari,Centro,100,3,3,1,True,False,False,False,False,False
460000,apartamento,Guarapari,Enseada Azul,67,2,1,1,False,False,False,False,False,False
700000,apartamento,Guarapari,Centro,110,3,1,1,True,False,False,False,False,True
750000,apartamento,Guarapari,Praia do Morro,88,2,3,1,False,False,False,False,False,False
850000,apartamento,Guarapari,Praia do Morro,117,3,3,1,True,False,False,False,False,False
480000,apartamento,Guarapari,Centro,82,2,2,1,False,False,True,False,True,True
470000,apartamento,Guarapari,Praia do Morro,70,2,2,1,True,False,True,False,True,False
1200000,apartamento,Guarapari,Praia do Morro,120,3,1,2,True,False,False,False,False,False
730000,apartamento,Guarapari,Centro,90,3,1,2,True,False,False,False,False,False
970000,casa,Guarapari,Praia do Morro,136,3,4,1,True,False,True,False,False,False
750000,apartamento,Guarapari,Praia do Morro,115,3,3,1,True,False,False,True,False,True
1300000,apartamento,Guarapari,Praia do Morro,169,3,3,1,True,False,False,True,False,True
630000,apartamento,Guarapari,Centro,82,2,2,1,True,False,True,False,False,True
700000,apartamento,Guarapari,Centro,150,3,1,1,True,False,False,False,False,False
990000,apartamento,Guarapari,Praia do Morro,99,3,3,2,True,False,False,False,True,False
798000,apartamento,Guarapari,Praia do Morro,80,2,1,2,True,False,False,False,False,False
450000,apartamento,Guarapari,Praia do Morro,65,1,2,1,False,False,False,False,True,False
690000,apartamento,Guarapari,Praia do Morro,90,3,3,1,True,False,False,True,False,False
580000,apartamento,Guarapari,Praia do Morro,140,3,1,1,False,False,False,False,False,False
570000,apartamento,Guarapari,São Judas Tadeu,75,2,2,1,True,False,True,False,False,True
490000,apartamento,Guarapari,Praia do Morro,132,3,1,1,True,False,False,False,False,False
707000,casa,Guarapari,Santa Mônica,390,2,3,4,True,False,False,False,False,False
970000,apartamento,Guarapari,Centro,90,3,1,2,True,False,False,False,False,False
800000,apartamento,Guarapari,Centro,80,2,2,2,True,False,False,False,False,True
750000,apartamento,Guarapari,Praia do Morro,110,3,2,1,True,False,False,False,False,True
950000,apartamento,Guarapari,Praia do Morro,98,3,2,2,True,False,True,False,False,True
880000,apartamento,Guarapari,Centro,81,2,2,2,True,True,True,True,True,True
650000,apartamento,Guarapari,Praia do Morro,72,2,3,1,True,False,False,False,False,False
670000,apartamento,Guarapari,São Judas Tadeu,110,3,3,1,True,False,False,False,False,True
790000,casa,Guarapari,Village do Sol,240,4,3,2,True,False,False,False,False,False
1600000,apartamento,Guarapari,Centro,194,3,2,2,True,False,True,True,False,True
650000,apartamento,Guarapari,Centro,85,2,2,1,True,False,False,False,False,True
590000,apartamento,Guarapari,Praia do Morro,75,2,1,1,True,False,True,False,False,False
420000,apartamento,Guarapari,Praia do Morro,85,2,2,1,True,False,False,False,True,False
590000,casa,Guarapari,Setiba,80,1,2,2,True,True,False,False,False,False
941715,apartamento,Guarapari,Praia do Morro,100,3,1,2,True,False,False,False,False,False
500000,casa,Guarapari,Pontal de Santa Mônica,125,4,2,4,True,False,False,False,False,False
550000,apartamento,Guarapari,Praia do Morro,127,3,4,2,True,False,True,False,False,True
1500000,apartamento,Guarapari,Praia do Morro,220,3,4,2,True,False,False,False,False,False
500000,casa,Guarapari,Portal,140,3,2,3,True,False,True,False,False,False
1800000,casa,Guarapari,Una,300,3,3,4,True,False,False,False,True,False
580000,apartamento,Guarapari,São Judas Tadeu,71,2,2,1,True,False,True,False,False,True
680000,apartamento,Guarapari,Praia do Morro,100,2,2,1,True,False,False,False,False,True
430000,apartamento,Guarapari,Ipiranga,30,1,1,1,False,False,False,False,False,False
880000,apartamento,Guarapari,Praia do Morro,180,3,3,2,True,False,False,True,False,True
1480000,apartamento,Guarapari,Praia do Morro,88,3,2,2,True,True,True,False,True,True
1050000,apartamento,Guarapari,Praia do Morro,95,3,1,2,True,True,False,True,False,True
480000,apartamento,Guarapari,Praia do Morro,90,3,1,1,True,False,True,False,False,False
845000,apartamento,Guarapari,Praia do Morro,90,3,2,2,True,False,True,False,False,True
1230000,apartamento,Guarapari,Praia do Morro,107,3,2,1,False,True,False,True,False,True
1500000,apartamento,Guarapari,Praia do Morro,106,3,3,2,False,False,False,False,False,False
780000,apartamento,Guarapari,Centro,80,2,3,1,False,False,False,False,False,True
890000,apartamento,Guarapari,Praia do Morro,110,3,1,2,True,False,False,False,False,False
1190000,apartamento,Guarapari,Praia do Morro,110,2,3,2,True,False,False,False,False,False
550000,apartamento,Guarapari,Praia do Morro,80,3,2,1,False,False,False,False,False,False
760000,apartamento,Guarapari,Enseada Azul,80,2,2,1,True,False,False,False,False,False
950000,casa,Guarapari,Praia do Morro,200,3,3,2,True,True,False,False,False,False
1200000,apartamento,Guarapari,Centro,140,3,3,2,True,False,False,False,False,False
700000,apartamento,Guarapari,Enseada Azul,80,2,1,1,False,False,False,False,False,False
1200000,apartamento,Guarapari,Nova Guarapari,450,4,2,3,True,False,False,False,False,False
850000,apartamento,Guarapari,Praia do Morro,95,3,1,2,True,False,False,False,False,False
420000,apartamento,Guarapari,Praia do Morro,71,2,2,1,True,False,False,False,False,True
1200000,apartamento,Guarapari,Praia do Morro,120,3,2,2,True,True,True,True,True,False
700000,apartamento,Guarapari,Centro,110,2,1,1,False,False,False,False,False,False
500000,apartamento,Guarapari,Praia do Morro,130,4,3,1,True,False,False,False,False,False
1250000,casa,Guarapari,Jardim Boa Vista,270,3,4,2,True,False,False,False,False,False
850000,apartamento,Guarapari,Centro,85,2,2,1,False,False,False,False,False,False
1150000,casa,Guarapari,Nova Guarapari,200,3,2,4,True,False,False,False,False,False
929000,casa,Guarapari,Jardim Boa Vista,190,3,1,2,False,False,False,False,False,False
280000,casa,Guarapari,Ipiranga,65,2,2,1,True,False,False,False,False,False
990000,apartamento,Guarapari,Praia do Morro,87,3,2,2,True,True,False,True,False,True
500000,apartamento,Guarapari,Praia do Morro,105,2,2,1,True,False,False,False,True,True
890000,apartamento,Guarapari,Praia do Morro,95,3,2,2,True,False,True,False,False,True
1800000,casa,Guarapari,Praia do Morro,200,3,4,4,True,False,False,False,False,False
750000,apartamento,Guarapari,Praia do Morro,85,3,1,1,True,False,True,True,False,False
630000,apartamento,Guarapari,Praia do Morro,90,2,2,1,False,True,True,False,False,True
1300000,apartamento,Guarapari,Praia do Morro,140,3,2,2,False,True,True,True,True,True
780000,apartamento,Guarapari,Praia do Morro,87,3,2,1,True,False,True,False,False,True
1790000,apartamento,Guarapari,Praia do Morro,95,3,2,3,True,True,True,False,False,False
1590000,apartamento,Guarapari,Praia do Morro,105,3,2,2,True,True,True,False,False,True
1200000,apartamento,Guarapari,Praia do Morro,120,3,3,2,True,False,False,False,False,True
700000,apartamento,Guarapari,Praia do Morro,70,2,1,1,True,False,False,False,False,False
1390000,apartamento,Guarapari,Centro,150,3,1,1,True,False,False,False,False,False
950000,apartamento,Guarapari,São Judas Tadeu,71,2,2,1,True,True,True,True,False,True
1350000,apartamento,Guarapari,Praia do Morro,256,3,3,1,True,False,False,False,False,False
2300000,apartamento,Guarapari,Praia do Morro,200,4,4,3,True,False,True,True,False,True
620000,casa,Guarapari,Nova Guarapari,90,3,3,2,True,False,True,False,False,False
500000,casa,Guarapari,Lagoa Funda,95,2,2,1,False,False,True,False,False,False
900000,apartamento,Guarapari,Praia do Morro,140,3,1,1,True,False,False,False,False,False
890000,apartamento,Guarapari,Praia do Morro,100,3,2,2,True,False,True,True,False,True
650000,apartamento,Guarapari,Praia do Morro,78,2,2,1,False,False,True,True,False,True
420000,apartamento,Guarapari,Praia do Morro,65,2,1,1,True,False,False,False,False,False
600000,casa,Guarapari,Setiba,250,3,2,2,True,True,False,False,False,False
600000,apartamento,Guarapari,Ipiranga,45,1,1,1,False,False,False,False,False,False
1070000,casa,Guarapari,Praia do Morro,180,3,4,2,True,False,False,False,False,False
900000,casa,Guarapari,Jardim Boa Vista,168,3,2,2,True,False,True,False,False,False
530000,apartamento,Guarapari,São Judas Tadeu,140,2,2,1,True,False,False,False,False,False
680000,apartamento,Guarapari,Praia do Morro,115,3,3,2,True,False,True,False,False,False
1300000,apartamento,Guarapari,Enseada Azul,136,3,5,2,True,False,True,False,False,True
590000,apartamento,Guarapari,Praia do Morro,75,2,2,1,True,True,True,True,False,True
1080000,apartamento,Guarapari,Praia do Morro,125,3,2,2,True,False,False,False,False,False
800000,apartamento,Guarapari,Praia do Morro,73,2,2,2,True,False,True,False,False,True
500000,apartamento,Guarapari,Centro,80,2,1,1,True,False,True,False,True,True
1100000,apartamento,Guarapari,Centro,105,3,2,2,True,True,True,False,True,True
950000,apartamento,Guarapari,Centro,88,3,2,1,True,False,True,False,True,True
1850000,apartamento,Guarapari,Praia do Morro,111,3,2,2,True,False,False,False,False,False
900000,apartamento,Guarapari,Praia do Morro,52,2,2,2,True,True,True,True,True,True
950000,apartamento,Guarapari,Praia do Morro,95,3,2,1,True,False,False,False,False,False
750000,casa,Guarapari,São Judas Tadeu,190,4,4,2,True,False,False,False,False,False
635000,apartamento,Guarapari,Praia do Morro,65,2,1,1,True,False,False,False,False,False
580000,apartamento,Guarapari,Portal,80,2,1,1,False,False,False,False,False,False
695000,apartamento,Guarapari,Praia do Morro,65,2,2,1,True,True,True,True,False,True
804023,apartamento,Guarapari,Centro,54,2,2,1,True,True,True,True,False,True
800000,apartamento,Guarapari,Praia do Morro,76,2,1,1,True,True,True,True,True,True
650000,apartamento,Guarapari,Praia do Morro,140,3,3,1,True,False,True,False,False,True
300000,apartamento,Guarapari,Praia do Morro,65,2,1,1,False,False,False,False,False,False
469000,casa,Guarapari,Fátima Cidade Jardim,78,2,2,1,True,False,False,False,False,False
850000,apartamento,Guarapari,Centro,71,2,2,1,False,True,False,True,False,True
690000,apartamento,Guarapari,Praia do Morro,144,2,2,1,True,True,True,False,False,True
750000,apartamento,Guarapari,São Judas Tadeu,210,2,2,1,True,False,False,False,False,True
495000,apartamento,Guarapari,Centro,65,1,1,1,False,False,False,False,False,False
1250000,apartamento,Guarapari,Enseada Azul,110,3,1,2,True,False,False,False,False,False
700000,casa,Guarapari,Enseada Azul,100,2,3,1,True,False,False,True,False,False
749000,casa,Guarapari,Santa Mônica,125,3,3,2,True,False,False,False,False,False
480000,apartamento,Guarapari,Centro,69,1,1,1,False,False,False,False,False,False
800000,apartamento,Guarapari,Praia do Morro,100,3,1,1,True,False,False,False,False,False
1350000,apartamento,Guarapari,Centro,63,2,2,2,True,True,True,True,True,True
1050000,casa,Guarapari,Itapebussu,200,3,4,2,True,True,True,False,False,False
1350000,apartamento,Guarapari,Praia do Morro,129,3,2,2,True,True,True,False,False,False
470000,apartamento,Guarapari,Nova Guarapari,65,2,1,1,True,True,True,True,False,False
1500000,casa,Guarapari,São Judas Tadeu,500,4,5,5,True,False,False,False,False,False
550000,apartamento,Guarapari,Praia do Morro,70,2,2,1,True,False,True,False,False,True
1500000,apartamento,Guarapari,Centro,85,2,2,2,True,False,False,False,False,False
550000,casa,Guarapari,Jardim Santa Rosa,200,4,2,1,False,False,False,False,False,False
750000,casa,Guarapari,Praia do Morro,180,3,1,5,True,False,True,False,False,False
500000,apartamento,Guarapari,Praia do Morro,70,2,2,1,True,False,False,False,True,True
1200000,apartamento,Guarapari,Centro,210,3,1,2,True,False,False,False,False,False
230000,apartamento,Guarapari,Kubitschek,50,2,1,1,False,False,False,True,False,True
949000,apartamento,Guarapari,Enseada Azul,104,2,2,2,True,True,False,False,True,True
550000,apartamento,Guarapari,Praia do Morro,82,2,2,1,True,False,True,False,True,True
1121348,apartamento,Guarapari,Praia do Morro,103,3,2,2,True,True,True,False,False,True
950000,casa,Guarapari,Meaípe,180,3,3,4,True,False,True,False,False,False
700000,apartamento,Guarapari,Praia do Morro,95,2,3,1,True,False,True,False,False,True
650000,casa,Guarapari,São Judas Tadeu,180,3,3,1,True,False,False,False,False,False
780000,apartamento,Guarapari,Centro,74,2,1,1,True,False,False,False,False,False
520000,apartamento,Guarapari,Centro,100,2,2,0,False,False,True,False,False,True
376000,apartamento,Guarapari,Praia do Morro,71,2,1,1,False,False,True,False,False,False
490000,apartamento,Guarapari,Enseada Azul,79,2,1,1,True,False,False,False,True,False
