preco_venda,preco_m2,tipo_imovel_original,tipo_imovel,cidade_original,cidade,bairro,area_m2,quartos,banheiros,vagas,tem_suite,tem_piscina,tem_varanda,tem_lazer,tem_mobiliado,tem_elevador,preco_suspeito,area_suspeita,preco_m2_suspeito
1500000,13043.48,Apartamento,apartamento,Guarapari,Guarapari,Enseada Azul,115,3,3,2,True,True,True,True,False,True,False,False,False
914490,7434.88,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,123,2,2,2,True,True,True,True,False,False,False,False,False
900000,7500.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,120,3,2,2,True,False,False,False,False,True,False,False,False
950000,8636.36,Apartamento,apartamento,Guarapari,Guarapari,Centro,110,3,3,1,True,False,True,False,True,True,False,False,False
620000,6326.53,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,98,3,3,1,True,False,True,False,False,True,False,False,False
320000,6153.85,Apartamento,apartamento,Guarapari,Guarapari,Enseada Azul,52,1,1,1,False,False,False,False,False,False,False,False,False
800000,8000.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,100,3,1,1,True,False,False,False,False,False,False,False,False
850000,7083.33,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,120,3,2,0,True,False,False,False,False,False,False,False,False
1350000,21428.57,Apartamento,apartamento,Guarapari,Guarapari,Centro,63,2,2,2,True,True,True,True,True,True,False,False,False
1050000,5250.0,Casa,casa,Guarapari,Guarapari,Itapebussu,200,3,4,2,True,True,True,False,False,False,False,False,False
1350000,10465.12,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,129,3,2,2,True,True,True,False,False,False,False,False,False
470000,7230.77,Apartamento,apartamento,Guarapari,Guarapari,Nova Guarapari,65,2,1,1,True,True,True,True,False,False,False,False,False
490000,7000.0,Apartamento,apartamento,Guarapari,Guarapari,Enseada Azul,70,2,2,1,True,False,True,False,False,False,False,False,False
1500000,3000.0,Casa,casa,Guarapari,Guarapari,São Judas Tadeu,500,4,5,5,True,False,False,False,False,False,False,False,False
879000,13523.08,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,65,2,2,0,False,True,False,True,False,True,False,False,False
690000,11500.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,60,2,2,0,True,False,False,False,False,False,False,False,False
550000,6111.11,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,90,2,1,0,False,False,False,False,False,False,False,False,False
600000,7500.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,80,3,2,0,True,False,False,False,False,True,False,False,False
850000,9444.44,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,90,2,2,0,True,True,False,True,True,True,False,False,False
1250000,13440.86,Apartamento,apartamento,Guarapari,Guarapari,São Judas Tadeu,93,3,2,0,True,True,True,True,True,True,False,False,False
1500000,13392.86,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,112,3,3,0,True,True,False,True,True,True,False,False,False
550000,7857.14,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,70,2,2,1,True,False,True,False,False,True,False,False,False
1500000,17647.06,Apartamento,apartamento,Guarapari,Guarapari,Centro,85,2,2,2,True,False,False,False,False,False,False,False,False
550000,2750.0,Casa,casa,Guarapari,Guarapari,Jardim Santa Rosa,200,4,2,1,False,False,False,False,False,False,False,False,False
380000,6551.72,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,58,1,2,1,False,False,False,False,False,False,False,False,False
1250000,13297.87,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,94,3,2,2,True,True,True,False,False,True,False,False,False
1600000,13913.04,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,115,3,2,2,True,True,True,True,False,False,False,False,False
1200000,13333.33,Apartamento,apartamento,Guarapari,Guarapari,Centro,90,3,2,2,True,False,True,True,False,True,False,False,False
750000,4166.67,Casa,casa,Guarapari,Guarapari,Praia do Morro,180,3,1,5,True,False,True,False,False,False,False,False,False
370000,6379.31,Apartamento,apartamento,Guarapari,Guarapari,Centro,58,1,1,0,True,False,False,False,False,False,False,False,False
1295000,11772.73,Apartamento,apartamento,Guarapari,Guarapari,Enseada Azul,110,3,4,2,True,True,False,True,True,True,False,False,False
500000,7142.86,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,70,2,2,1,True,False,False,False,True,True,False,False,False
550000,9166.67,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,60,2,3,1,True,False,False,False,False,True,False,False,False
1200000,5714.29,Apartamento,apartamento,Guarapari,Guarapari,Centro,210,3,1,2,True,False,False,False,False,False,False,False,False
750000,7142.86,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,105,3,2,1,True,False,False,False,False,True,False,False,False
700000,5223.88,Apartamento,apartamento,Guarapari,Guarapari,Centro,134,3,3,1,True,False,True,False,False,True,False,False,False
590000,6555.56,Apartamento,apartamento,Guarapari,Guarapari,Enseada Azul,90,3,2,0,True,False,False,False,False,False,False,False,False
230000,4600.0,Apartamento,apartamento,Guarapari,Guarapari,Kubitschek,50,2,1,1,False,False,False,True,False,True,False,False,False
420000,4666.67,Apartamento,apartamento,Guarapari,Guarapari,Meaípe,90,2,2,1,True,False,False,False,False,False,False,False,False
949000,9125.0,Cobertura,apartamento,Guarapari,Guarapari,Enseada Azul,104,2,2,2,True,True,False,False,True,True,False,False,False
1590000,13474.58,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,118,3,1,2,False,False,False,False,False,False,False,False,False
350000,6363.64,Apartamento,apartamento,Guarapari,Guarapari,Centro,55,2,1,0,False,False,False,False,False,False,False,False,False
1400000,12389.38,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,113,3,3,0,True,False,True,True,True,True,False,False,False
360000,4137.93,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,87,2,1,0,True,False,False,False,False,False,False,False,False
1580000,1580.0,Casa,casa,Guarapari,Guarapari,Fátima Cidade Jardim,1000,7,7,0,True,False,False,False,False,False,False,False,False
782105,10026.99,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,78,2,2,0,True,False,False,True,False,True,False,False,False
790000,8315.79,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,95,3,2,0,True,False,False,False,False,True,False,False,False
1300000,12149.53,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,107,3,3,0,True,False,True,False,False,False,False,False,False
1265000,13901.1,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,91,3,2,0,False,True,False,False,False,True,False,False,False
600000,4379.56,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,137,3,3,0,True,False,True,False,False,False,False,False,False
850000,12686.57,Apartamento,apartamento,Guarapari,Guarapari,Centro,67,2,2,0,True,True,False,True,False,True,False,False,False
1190000,12020.2,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,99,3,1,2,True,True,True,True,False,True,False,False,False
1300000,9285.71,Apartamento,apartamento,Guarapari,Guarapari,Centro,140,3,3,1,True,False,False,False,False,True,False,False,False
550000,6707.32,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,82,2,2,1,True,False,True,False,True,True,False,False,False
830000,12769.23,Apartamento,apartamento,Guarapari,Guarapari,Centro,65,2,2,1,True,False,True,True,False,True,False,False,False
450000,8181.82,Apartamento,apartamento,Guarapari,Guarapari,Portal,55,1,2,0,False,False,False,False,False,True,False,False,False
750000,7500.0,Apartamento,apartamento,Guarapari,Guarapari,Muquiçaba,100,3,2,2,True,False,False,False,False,True,False,False,False
1400000,2800.0,Casa,casa,Guarapari,Guarapari,Buenos Aires,500,3,4,4,True,True,False,False,False,False,False,False,False
800000,13333.33,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,60,2,2,1,True,True,False,False,False,True,False,False,False
1121348,10886.87,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,103,3,2,2,True,True,True,False,False,True,False,False,False
1295000,8750.0,Apartamento,apartamento,Guarapari,Guarapari,Enseada Azul,148,4,5,3,False,True,True,True,False,False,False,False,False
350000,3888.89,Apartamento,apartamento,Guarapari,Guarapari,Centro,90,3,2,0,False,False,False,False,False,False,False,False,False
850000,9042.55,Apartamento,apartamento,Guarapari,Guarapari,Centro,94,3,1,1,False,False,True,False,True,False,False,False,False
950000,5277.78,Casa,casa,Guarapari,Guarapari,Meaípe,180,3,3,4,True,False,True,False,False,False,False,False,False
525000,7000.0,Apartamento,apartamento,Guarapari,Guarapari,Centro,75,2,3,1,True,False,False,False,False,True,False,False,False
700000,7368.42,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,95,2,3,1,True,False,True,False,False,True,False,False,False
420000,9333.33,Apartamento,apartamento,Guarapari,Guarapari,Enseada Azul,45,1,1,1,False,False,False,False,True,True,False,False,False
650000,3611.11,Casa,casa,Guarapari,Guarapari,São Judas Tadeu,180,3,3,1,True,False,False,False,False,False,False,False,False
380000,9500.0,Studio,apartamento,Guarapari,Guarapari,Enseada Azul,40,1,1,1,False,False,False,False,True,False,False,False,False
750000,6818.18,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,110,3,1,1,True,False,False,False,False,True,False,False,False
700000,7000.0,Apartamento,apartamento,Guarapari,Guarapari,Nova Guarapari,100,3,5,1,True,False,True,False,True,True,False,False,False
780000,10540.54,Apartamento,apartamento,Guarapari,Guarapari,Centro,74,2,1,1,True,False,False,False,False,False,False,False,False
1900000,10270.27,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,185,4,3,0,True,True,True,False,False,True,False,False,False
1150000,10000.0,Apartamento,apartamento,Guarapari,Guarapari,Muquiçaba,115,3,2,0,False,False,True,False,False,True,False,False,False
780000,11142.86,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,70,2,2,0,True,True,True,True,False,False,False,False,False
1400000,15555.56,Apartamento,apartamento,Guarapari,Guarapari,Centro,90,3,2,0,True,True,False,True,False,True,False,False,False
520000,5200.0,Apartamento,apartamento,Guarapari,Guarapari,Centro,100,2,2,0,False,False,True,False,False,True,False,False,False
780000,8666.67,Apartamento,apartamento,Guarapari,Guarapari,Centro,90,3,1,0,False,False,False,False,False,False,False,False,False
550000,5500.0,Apartamento,apartamento,Guarapari,Guarapari,Centro,100,3,3,0,True,False,True,False,True,True,False,False,False
878000,11402.6,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,77,2,2,0,True,False,False,False,False,True,False,False,False
762000,12700.0,Apartamento,apartamento,Guarapari,Guarapari,Muquiçaba,60,2,2,0,True,True,True,True,False,True,False,False,False
740000,8809.52,Apartamento,apartamento,Guarapari,Guarapari,Centro,84,2,2,1,True,False,True,True,False,True,False,False,False
376000,5295.77,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,71,2,1,1,False,False,True,False,False,False,False,False,False
490000,6202.53,Apartamento,apartamento,Guarapari,Guarapari,Enseada Azul,79,2,1,1,True,False,False,False,True,False,False,False,False
630000,5080.65,Casa,casa,Guarapari,Guarapari,Santa Mônica,124,3,1,0,True,False,True,False,False,False,False,False,False
680000,9714.29,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,70,2,2,1,False,False,True,False,False,True,False,False,False
1950000,16810.34,Apartamento,apartamento,Guarapari,Guarapari,Centro,116,3,2,2,True,True,False,True,False,True,False,False,False
875000,7954.55,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,110,3,3,2,True,False,True,False,False,False,False,False,False
389000,4862.5,Apartamento,apartamento,Guarapari,Guarapari,Ipiranga,80,3,2,1,False,False,True,True,False,False,False,False,False
900000,9000.0,Apartamento,apartamento,Guarapari,Guarapari,Muquiçaba,100,3,2,2,True,False,True,False,False,True,False,False,False
799900,11109.72,Apartamento,apartamento,Guarapari,Guarapari,Centro,72,2,2,1,True,True,True,True,False,True,False,False,False
1460000,13518.52,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,108,3,3,2,True,False,False,False,False,False,False,False,False
800000,11764.71,Apartamento,apartamento,Guarapari,Guarapari,Centro,68,2,1,1,False,False,False,False,False,True,False,False,False
1990000,16583.33,Cobertura,apartamento,Guarapari,Guarapari,Enseada Azul,120,4,3,2,True,False,False,False,False,False,False,False,False
1250000,12019.23,Apartamento,apartamento,Guarapari,Guarapari,Centro,104,3,3,2,True,False,False,False,False,True,False,False,False
1050000,9051.72,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,116,3,3,2,False,False,False,True,False,True,False,False,False
800000,6153.85,Casa,casa,Guarapari,Guarapari,Itapebussu,130,3,3,3,False,False,True,False,False,False,False,False,False
530000,7260.27,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,73,2,2,1,True,False,False,False,False,True,False,False,False
420000,4666.67,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,90,2,2,1,True,False,False,False,False,False,False,False,False
940000,8173.91,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,115,3,2,2,True,False,True,False,False,True,False,False,False
710000,12241.38,Casa de condomínio,casa,Guarapari,Guarapari,Enseada Azul,58,2,2,1,True,False,True,False,True,False,False,False,False
1350000,4500.0,Casa de condomínio,casa,Guarapari,Guarapari,Village do Sol,300,4,4,7,True,True,False,False,False,False,False,False,False
1350000,13500.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,100,3,3,0,True,True,False,True,False,True,False,False,False
1100000,6626.51,Cobertura,apartamento,Guarapari,Guarapari,Praia do Morro,166,3,2,0,True,True,False,False,False,False,False,False,False
650000,1566.27,Casa,casa,Guarapari,Guarapari,Nova Guarapari,415,3,2,0,True,True,True,False,False,False,False,False,False
710827,10301.84,Apartamento,apartamento,Guarapari,Guarapari,Enseada Azul,69,2,2,0,True,True,True,False,False,False,False,False,False
1500000,11627.91,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,129,4,4,0,True,False,True,False,False,True,False,False,False
890000,8090.91,Apartamento,apartamento,Guarapari,Guarapari,Muquiçaba,110,2,2,0,True,False,False,False,False,True,False,False,False
818000,8180.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,100,3,2,0,True,True,True,True,False,True,False,False,False
750000,6097.56,Apartamento,apartamento,Guarapari,Guarapari,Centro,123,2,2,1,True,False,False,True,False,True,False,False,False
690000,7840.91,Apartamento,apartamento,Guarapari,Guarapari,Centro,88,2,1,1,True,False,False,False,False,False,False,False,False
1100000,8148.15,Casa,casa,Guarapari,Guarapari,São Judas Tadeu,135,3,5,2,True,True,True,True,False,False,False,False,False
803538,10044.22,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,80,2,2,2,True,False,False,True,False,True,False,False,False
2600000,13684.21,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,190,4,5,2,True,False,True,False,True,False,False,False,False
780000,9750.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,80,2,1,2,False,False,False,False,False,False,False,False,False
650000,7647.06,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,85,2,1,1,True,False,False,False,False,False,False,False,False
750000,7142.86,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,105,3,2,1,True,False,False,False,False,False,False,False,False
700000,6363.64,Casa,casa,Guarapari,Guarapari,Santa Mônica,110,3,3,1,True,False,True,False,False,False,False,False,False
1000000,12195.12,Apartamento,apartamento,Guarapari,Guarapari,Centro,82,2,1,2,True,False,False,False,False,False,False,False,False
550000,6111.11,Apartamento,apartamento,Guarapari,Guarapari,Centro,90,2,3,1,True,False,True,False,True,False,False,False,False
2000000,11111.11,Cobertura,apartamento,Guarapari,Guarapari,Praia do Morro,180,4,3,3,True,True,True,True,False,True,False,False,False
791175,10549.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,75,2,2,1,True,True,True,True,False,False,False,False,False
430000,3307.69,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,130,3,2,1,True,False,False,False,True,False,False,False,False
750000,10714.29,Apartamento,apartamento,Guarapari,Guarapari,Centro,70,2,1,1,True,False,False,False,False,False,False,False,False
690000,6900.0,Apartamento,apartamento,Guarapari,Guarapari,Centro,100,3,3,0,True,False,True,True,False,True,False,False,False
1100000,9649.12,Apartamento,apartamento,Guarapari,Guarapari,Nova Guarapari,114,3,3,2,True,True,True,True,False,False,False,False,False
872000,7582.61,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,115,2,2,1,False,True,False,True,False,True,False,False,False
680000,10000.0,Apartamento,apartamento,Guarapari,Guarapari,Centro,68,2,3,1,True,False,False,False,False,True,False,False,False
1000000,10638.3,Apartamento,apartamento,Guarapari,Guarapari,Centro,94,3,1,1,True,False,False,False,False,False,False,False,False
1100000,11000.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,100,3,2,1,True,False,True,False,True,True,False,False,False
2200000,8800.0,Cobertura,apartamento,Guarapari,Guarapari,Praia do Morro,250,4,4,0,True,True,True,True,True,True,False,False,False
450000,3600.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,125,3,2,0,False,False,False,False,False,False,False,False,False
390000,7800.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,50,1,1,0,False,False,False,False,True,True,False,False,False
500000,5882.35,Apartamento,apartamento,Guarapari,Guarapari,Enseada Azul,85,2,2,0,True,False,False,False,False,False,False,False,False
780000,7155.96,Apartamento,apartamento,Guarapari,Guarapari,Centro,109,2,3,0,True,False,True,False,False,True,False,False,False
900000,9473.68,Apartamento,apartamento,Guarapari,Guarapari,Centro,95,3,1,0,True,False,False,False,False,False,False,False,False
280000,4307.69,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,65,2,1,0,False,False,False,False,True,False,False,False,False
1400000,3888.89,Casa,casa,Guarapari,Guarapari,Nova Guarapari,360,3,2,0,False,False,False,False,False,False,False,False,False
2350000,13055.56,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,180,4,1,0,True,False,False,False,False,False,False,False,False
324990,9027.5,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,36,1,1,1,True,True,True,True,False,False,False,False,False
800000,8888.89,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,90,3,2,2,True,True,True,True,False,False,False,False,False
1390000,11583.33,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,120,3,2,3,True,False,True,False,False,True,False,False,False
590000,9833.33,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,60,2,2,1,True,False,True,False,False,True,False,False,False
900000,5625.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,160,3,2,1,True,False,False,False,False,True,False,False,False
1437732,14095.41,Apartamento,apartamento,Guarapari,Guarapari,Centro,102,3,2,2,True,True,True,False,False,True,False,False,False
400000,5000.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,80,2,2,1,True,False,False,False,True,False,False,False,False
789000,6575.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,120,3,2,0,True,False,False,False,False,False,False,False,False
931185,7695.74,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,121,2,2,2,True,True,False,True,False,False,False,False,False
750000,10000.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,75,2,1,2,True,False,False,False,False,False,False,False,False
1500000,3750.0,Casa,casa,Guarapari,Guarapari,Enseada Azul,400,4,5,3,True,False,False,False,False,False,False,False,False
650000,7222.22,Apartamento,apartamento,Guarapari,Guarapari,Centro,90,2,3,1,False,False,True,False,False,True,False,False,False
890000,9081.63,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,98,3,2,2,False,True,True,True,True,False,False,False,False
800000,4000.0,Cobertura,apartamento,Guarapari,Guarapari,Nova Guarapari,200,3,5,2,True,True,True,False,True,True,False,False,False
650000,2166.67,Casa,casa,Guarapari,Guarapari,Meaípe,300,4,2,4,False,True,True,False,True,False,False,False,False
790000,9080.46,Apartamento,apartamento,Guarapari,Guarapari,Centro,87,3,3,0,True,False,False,False,False,False,False,False,False
790000,10394.74,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,76,2,1,1,True,True,True,True,True,True,False,False,False
500000,4237.29,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,118,2,3,1,True,False,False,False,False,True,False,False,False
1230000,11603.77,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,106,3,2,1,True,True,True,True,False,False,False,False,False
330000,13200.0,Apartamento,apartamento,Guarapari,Guarapari,Centro,25,1,1,0,False,False,False,False,True,True,False,False,False
2000000,18018.02,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,111,3,2,2,True,True,True,True,False,True,False,False,False
1550000,13135.59,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,118,3,2,0,True,True,True,False,False,True,False,False,False
429000,4766.67,Casa,casa,Guarapari,Guarapari,Fátima Cidade Jardim,90,2,2,0,True,False,False,False,False,False,False,False,False
850000,12142.86,Apartamento,apartamento,Guarapari,Guarapari,Enseada Azul,70,2,2,0,True,True,True,True,False,True,False,False,False
750000,6818.18,Apartamento,apartamento,Guarapari,Guarapari,São Judas Tadeu,110,2,2,0,True,False,False,False,False,False,False,False,False
1675000,14075.63,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,119,3,4,0,True,True,True,True,False,True,False,False,False
475000,3392.86,Cobertura,apartamento,Guarapari,Guarapari,Praia do Morro,140,2,2,2,True,False,True,True,False,False,False,False,False
900000,10588.24,Apartamento,apartamento,Guarapari,Guarapari,Enseada Azul,85,2,2,1,True,True,True,True,False,True,False,False,False
890000,10229.89,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,87,3,2,2,True,True,True,True,True,True,False,False,False
950000,12179.49,Apartamento,apartamento,Guarapari,Guarapari,Centro,78,2,1,2,False,False,False,False,False,False,False,False,False
580000,3815.79,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,152,3,3,1,True,False,True,False,True,False,False,False,False
750000,2767.53,Casa de condomínio,casa,Guarapari,Guarapari,Meaípe,271,3,3,2,True,False,False,False,False,False,False,False,False
750000,2767.53,Casa,casa,Guarapari,Guarapari,Meaípe,271,3,3,2,True,False,False,False,False,False,False,False,False
850000,4473.68,Casa,casa,Guarapari,Guarapari,Nossa Senhora da Conceição,190,2,2,0,True,False,False,False,False,False,False,False,False
600000,6122.45,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,98,3,3,1,True,False,False,False,False,True,False,False,False
500000,6250.0,Apartamento,apartamento,Guarapari,Guarapari,Centro,80,2,2,1,False,False,False,False,False,True,False,False,False
900000,3214.29,Casa,casa,Guarapari,Guarapari,Meaípe,280,6,3,6,False,False,False,False,False,False,False,False,False
940000,8545.45,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,110,3,2,2,True,True,True,True,False,True,False,False,False
760000,11692.31,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,65,2,1,1,True,True,True,True,False,True,False,False,False
1500000,13043.48,Apartamento,apartamento,Guarapari,Guarapari,Enseada Azul,115,3,2,0,True,False,False,False,False,False,False,False,False
650000,6914.89,Apartamento,apartamento,Guarapari,Guarapari,Centro,94,3,3,1,True,False,True,False,True,True,False,False,False
1600000,8121.83,Cobertura,apartamento,Guarapari,Guarapari,Centro,197,4,5,3,True,False,False,False,False,False,False,False,False
380000,7916.67,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,48,1,2,1,False,False,False,False,False,False,False,False,False
390000,4333.33,Apartamento,apartamento,Guarapari,Guarapari,Muquiçaba,90,2,1,1,True,False,False,False,False,False,False,False,False
890000,6013.51,Apartamento,apartamento,Guarapari,Guarapari,Centro,148,3,3,1,True,True,True,False,True,True,False,False,False
1295000,11068.38,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,117,3,3,2,True,True,True,False,False,True,False,False,False
1200000,8275.86,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,145,3,4,2,True,True,True,True,False,True,False,False,False
2200000,8593.75,Cobertura,apartamento,Guarapari,Guarapari,Praia do Morro,256,4,4,0,True,True,False,True,False,True,False,False,False
1590000,13361.34,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,119,3,4,0,True,False,False,False,False,False,False,False,False
1250000,13297.87,Apartamento,apartamento,Guarapari,Guarapari,Centro,94,3,2,0,True,True,False,True,False,True,False,False,False
950000,12837.84,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,74,2,2,1,True,True,True,True,False,True,False,False,False
698000,5369.23,Cobertura,apartamento,Guarapari,Guarapari,Praia do Morro,130,4,3,0,False,True,True,False,False,False,False,False,False
450000,8181.82,Apartamento,apartamento,Guarapari,Guarapari,São Judas Tadeu,55,2,2,0,False,False,False,False,False,True,False,False,False
890000,4540.82,Casa,casa,Guarapari,Guarapari,Itapebussu,196,3,3,0,True,False,False,False,False,False,False,False,False
1450000,6359.65,Apartamento,apartamento,Guarapari,Guarapari,Muquiçaba,228,4,1,0,True,False,False,False,False,False,False,False,False
500000,5000.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,100,2,2,0,True,False,False,False,False,False,False,False,False
690000,1437.5,Casa,casa,Guarapari,Guarapari,Nova Guarapari,480,4,1,2,True,False,False,False,False,False,False,False,False
1200000,10810.81,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,111,3,2,2,True,True,True,True,True,True,False,False,False
700000,8139.53,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,86,3,1,1,True,False,False,False,False,False,False,False,False
480000,6153.85,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,78,2,1,0,True,False,False,False,False,True,False,False,False
450000,5232.56,Apartamento,apartamento,Guarapari,Guarapari,Ipiranga,86,2,2,1,True,False,False,False,False,False,False,False,False
1350000,4500.0,Casa de condomínio,casa,Guarapari,Guarapari,Village do Sol,300,4,4,7,True,True,False,False,False,False,False,False,False
980000,13066.67,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,75,2,1,1,True,False,False,False,False,False,False,False,False
450000,8181.82,Apartamento,apartamento,Guarapari,Guarapari,São Judas Tadeu,55,1,1,1,False,False,True,False,False,False,False,False,False
850000,6538.46,Casa,casa,Guarapari,Guarapari,Praia do Morro,130,3,3,4,True,False,True,False,False,False,False,False,False
780000,9176.47,Apartamento,apartamento,Guarapari,Guarapari,Enseada Azul,85,2,2,3,True,True,False,True,False,True,False,False,False
1600000,16000.0,Apartamento,apartamento,Guarapari,Guarapari,Enseada Azul,100,2,3,2,True,False,False,False,False,False,False,False,False
1100000,5500.0,Apartamento,apartamento,Guarapari,Guarapari,Centro,200,3,2,1,True,False,False,False,False,True,False,False,False
370000,5692.31,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,65,2,1,1,False,False,False,False,False,False,False,False,False
2300000,12777.78,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,180,4,3,2,True,False,False,False,False,False,False,False,False
700000,6250.0,Apartamento,apartamento,Guarapari,Guarapari,Centro,112,3,3,1,True,False,False,False,False,True,False,False,False
580000,2900.0,Cobertura,apartamento,Guarapari,Guarapari,Praia do Morro,200,4,4,1,True,False,False,False,False,False,False,False,False
475000,5722.89,Apartamento,apartamento,Guarapari,Guarapari,Enseada Azul,83,2,2,1,True,False,True,False,False,False,False,False,False
1490000,8764.71,Casa de condomínio,casa,Guarapari,Guarapari,Meaípe,170,4,4,2,True,True,True,False,False,False,False,False,False
680000,6800.0,Apartamento,apartamento,Guarapari,Guarapari,Praia do Morro,100,2,1,2,True,False,False,False,False,True,False,False,False
749000,7490.0,Apartamento,apartamento,Guarapari,Guarapari,São Judas Tadeu,100,3,2,1,True,False,False,False,False,False,False,False,False
630000,2680.85,Cobertura,apartamento,Guarapari,Guarapari,Praia do Morro,235,3,4,0,True,False,True,False,True,True,False,False,False
