preco_venda,tipo_imovel,subtipo_imovel,cidade,bairro,area_m2,quartos,banheiros,vagas,qtd_imagens,idade_anuncio_dias,tem_suite,tem_piscina,tem_varanda,tem_lazer,tem_mobiliado,tem_elevador
690000,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,103,3.0,2.0,1.0,19,8,False,False,False,True,False,True
690034,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,102,3.0,2.0,1.0,16,3,True,False,False,False,False,False
695000,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,70,2.0,2.0,1.0,17,5,False,True,False,False,False,True
697800,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,68,2.0,2.0,1.0,8,3,False,True,True,True,False,False
700000,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,102,3.0,2.0,1.0,19,0,False,False,False,True,False,True
749000,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,60,2.0,2.0,1.0,10,2,False,True,False,True,False,True
750000,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,58,2.0,2.0,1.0,7,11,False,False,False,False,False,False
760000,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,60,2.0,2.0,1.0,6,1,False,True,True,True,False,True
777280,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,70,2.0,1.0,1.0,0,3,False,False,False,False,False,False
788000,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,56,2.0,2.0,1.0,14,1,True,True,True,True,False,True
799000,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,71,2.0,2.0,2.0,18,3,False,True,True,True,False,False
842489,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,76,3.0,2.0,2.0,20,1,False,False,True,True,False,True
872501,apartamento,apartamento_padrao,Vila Velha,Coqueiral de Itaparica,60,2.0,1.0,1.0,11,2,False,True,True,True,False,False
