_row_id_base,_row_id_novo,cidade_base,cidade_novo,bairro_base,bairro_novo,tipo_imovel_base,tipo_imovel_novo,preco_venda_base,preco_venda_novo,area_m2_base,area_m2_novo,quartos,banheiros,vagas,dif_preco_abs,dif_preco_pct,dif_area_abs,dif_area_pct
4022,6055,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4023,5424,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4023,6055,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4025,5424,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4025,6055,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4026,5424,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4026,6055,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4027,5424,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4027,6055,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4028,5424,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4028,6055,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4029,5424,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4029,6055,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4030,5424,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4030,6055,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4031,5424,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4031,6055,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4032,5424,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4032,6055,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4033,5424,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4033,6055,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,450000,450000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4034,5054,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,460000,460000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4034,5338,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,460000,460000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4035,5054,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,460000,460000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4035,5338,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,460000,460000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4036,5054,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,460000,460000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4036,5338,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,460000,460000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4038,5054,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,460000,460000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4038,5338,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,460000,460000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4039,5473,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,465000,465000,55,55,2.0,1.0,1.0,0,0.0,0,0.0
4040,5473,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,465000,465000,55,55,2.0,1.0,1.0,0,0.0,0,0.0
4041,4953,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,469991,469991,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4043,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4043,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4044,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4044,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4045,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4045,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4046,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4046,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4047,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4047,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4048,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4048,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4049,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4049,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4050,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4050,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4051,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4051,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4052,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4052,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4053,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4053,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4054,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4054,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4055,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4055,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4056,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4056,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4057,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4057,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4058,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4058,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4059,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4059,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4060,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4060,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4061,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4061,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4062,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4062,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4063,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4063,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4064,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4064,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4065,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4065,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4066,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4066,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4067,4971,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4067,5709,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,470000,470000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4070,6083,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,475000,475000,67,67,2.0,2.0,1.0,0,0.0,0,0.0
4074,5163,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,500000,500000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4074,5453,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,500000,500000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4075,5164,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,510000,510000,62,62,2.0,2.0,1.0,0,0.0,0,0.0
4084,5282,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,536005,536005,38,38,1.0,1.0,1.0,0,0.0,0,0.0
4085,5282,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,536005,536005,38,38,1.0,1.0,1.0,0,0.0,0,0.0
4087,5363,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,536010,536010,38,38,1.0,1.0,1.0,0,0.0,0,0.0
4090,4717,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,540000,540000,55,55,2.0,1.0,1.0,0,0.0,0,0.0
4090,5624,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,540000,540000,55,55,2.0,1.0,1.0,0,0.0,0,0.0
4091,5444,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,549000,549000,60,60,2.0,1.0,1.0,0,0.0,0,0.0
4101,5300,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,550000,550000,70,70,2.0,2.0,1.0,0,0.0,0,0.0
4101,5954,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,550000,550000,70,70,2.0,2.0,1.0,0,0.0,0,0.0
4102,5451,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,550000,550000,55,55,2.0,1.0,2.0,0,0.0,0,0.0
4104,5270,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,557000,557000,70,70,3.0,1.0,1.0,0,0.0,0,0.0
4111,4695,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4112,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4113,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4114,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4115,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4116,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4117,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4118,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4119,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4120,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4121,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4122,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4123,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4124,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4125,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4126,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4127,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4128,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4129,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4130,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4131,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4132,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4133,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4134,5586,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,570000,570000,54,54,2.0,1.0,1.0,0,0.0,0,0.0
4139,4706,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,580000,580000,90,90,3.0,2.0,1.0,0,0.0,0,0.0
4139,4948,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,580000,580000,90,90,3.0,2.0,1.0,0,0.0,0,0.0
4140,4706,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,580000,580000,90,90,3.0,2.0,1.0,0,0.0,0,0.0
4140,4948,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,580000,580000,90,90,3.0,2.0,1.0,0,0.0,0,0.0
4141,5200,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,580000,580000,89,89,3.0,2.0,1.0,0,0.0,0,0.0
4146,4675,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4146,5341,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4146,5678,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4147,4675,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4147,5341,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4147,5678,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4149,4675,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4149,5341,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4149,5678,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4150,4675,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4150,5341,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4150,5678,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4151,4675,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4151,5341,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4151,5678,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4152,4675,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4152,5341,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4152,5678,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4153,5233,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,0.0,0,0.0,0,0.0
4153,5490,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,0.0,0,0.0,0,0.0
4154,6023,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,60,60,2.0,1.0,1.0,0,0.0,0,0.0
4155,4675,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4155,5341,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4155,5678,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4156,4675,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4156,5341,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4156,5678,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4157,4675,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4157,5341,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4157,5678,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4158,4675,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4158,5341,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4158,5678,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4159,4675,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4159,5341,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4159,5678,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4160,4675,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4160,5341,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4160,5678,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4161,4675,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4161,5341,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4161,5678,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,50,50,2.0,1.0,1.0,0,0.0,0,0.0
4162,6023,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,590000,590000,60,60,2.0,1.0,1.0,0,0.0,0,0.0
4166,5889,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,591100,591100,38,38,1.0,1.0,1.0,0,0.0,0,0.0
4167,5889,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,591100,591100,38,38,1.0,1.0,1.0,0,0.0,0,0.0
4176,5688,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,600000,600000,60,60,2.0,1.0,1.0,0,0.0,0,0.0
4178,5191,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,600000,600000,55,55,2.0,2.0,1.0,0,0.0,0,0.0
4179,5688,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,600000,600000,60,60,2.0,1.0,1.0,0,0.0,0,0.0
4180,5749,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,600000,600000,70,70,2.0,1.0,1.0,0,0.0,0,0.0
4181,4707,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,610000,610000,55,55,2.0,1.0,1.0,0,0.0,0,0.0
4181,5751,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,610000,610000,55,55,2.0,1.0,1.0,0,0.0,0,0.0
4186,4878,Vitória,Vitória,Jardim Camburi,Jardim Camburi,apartamento,apartamento,620000,620000,55,55,2.0,1.0,1.0,0,0.0,0,0.0
